CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_MEAN	ENGLISH_AOA_WRITING_MEAN	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
1287	COLD	cold	5.412604042806183	5.953627180899908	5.2	6.5	3.5	4.5	4.5	4	258
1288	CAP	cap	6.258620689655173	6.445934256055363	5.2	5	4.5	5.1	5.2	4.9	1713
1289	BABY	baby	5.3752362948960295	5.3647242455775235	4.5	5	1.5	4	4	2.9	171
129	CHOKE	choke	7.055555555555555	8	7.5	8.5	5.2	7.1	7.4	7	3459
1290	ELEPHANT	elephant	5.18	5.983333333333333	6.5	7.5	5.2	6.1	6.3	5.9	617
1291	BACK	back	6.023673469387755	6.76708984375	5.2	6	3.5	4.5	4.5	4	63
1292	BAD	bad	5.260330578512396	5.548333333333333	5.2	5	3.5	4.4	4.7	3.9	199
1293	MISTAKE	mistake	6.728571428571429	7.520061728395062	7.5	9.5	5.5	6.1	6.4	6	1312
1294	ZERO	zero	5.613165680473372	5.6669921875	5.2	6.5	5.5	5.1	5.2	4.9	1226
1295	STICK	stick	5.6493055555555545	6.263376932223544	5.2	6.5	3.5	5.1	5.2	4.9	409
1297	LEG	leg	5.166666666666667	5.425925925925926	4.5	5	2.5	4.6	5	3.9	1057
1298	NEWSPAPER	newspaper	7.485714285714286	7.256026296566837	7.5	8.5	6.5	6.1	6.4	5.9	1793
1299	COFFEE	coffee	5.357777777777779	5.893469387755103	10.5	9.5	6.5	7.1	7.3	6.9	1380
1300	COUNTRY	country	6.267733564013841	6.623265306122448	7.5	8.5	5.2	6.9	7	6.5	797
1301	FOOT	foot	5.717013888888888	5.972244897959183	5.2	6.5	3.5	4.5	4.5	4	686
1302	FORK	fork	5.3466796875	5.8657407407407405	5.2	5.5	3.5	4.9	5	3.9	2127
1303	FINGER	finger	5.045267489711934	6.2646484375	5.2	6.5	2.5	4.5	5	4	1068
1304	CHILD (YOUNG HUMAN)	kids	5.961538461538462	6.133149678604225	5.5	6.5	3.5	4.4	4.7	3.9	262
1305	CHIMNEY	chimney	7.722222222222222	8.181440443213296	7.5	7.5	5.2	6.1	6.5	6	1054
1306	QUEEN	queen	6.1330589849108375	6.007785467128027	6.5	7.5	5.2	6.1	6.4	6	892
1307	LANGUAGE	language	5.9411764705882355	6.333333333333333	7.5	9.5	4.5	7.1	7.4	7	1546
1308	DOUBT	doubt	7.218042366691017	7.945983379501384	9.5	10.5	7.5	8.1	8.5	8	1677
1309	ASK (INQUIRE)	ask	5.3081285444234405	6.348372781065089	5.2	5.2	2.5	5.1	5.2	4.9	231
131	FESTIVAL	festival	7.857142857142857	8.635135135135135	8.5	9.5	6.5	8.1	8.4	8	1990
1310	CLEVER	clever	7.682479224376731	8.53393351800554	7.5	8.5	5.2	8	8.1	7.5	791
1311	VERY	very	6.760145681581686	7.463269054178145	5.2	6.5	3.5	5.1	5.2	4.9	70
1312	FOX	fox	5.689453125	5.910204081632653	6.5	6.5	4.5	6.1	6.2	5.9	445
1313	MOON	moon	5.167657550535077	5.625	5.2	6.5	3.5	5.1	5.2	4.9	264
1314	QUIET	quiet	5.333600000000001	5.268135904499542	5.5	7.5	3.5	5.5	6	5	381
1315	RADIO	radio	5.876170655567117	6.402249134948097	6.5	7.5	4.5	6	6	5	2091
1316	TENT	tent	6.075962539021853	7.02392578125	5.5	6.5	4.5	6.4	6.7	6	1170
1318	CHICKEN	chicken	5.5736	6.275754422476587	5.5	6.5	3.5	4.9	5	4	667
1319	COWARD	coward	9	9.430555555555555	9.5	10.5	7.5	8.4	8.7	8	7758
132	SAUCE	sauce	6.647762747138397	7.393904320987654	7.5	8.5	4.5	6.4	6.7	6	2043
1320	APPLE	apple	4.947368421052632	4.95654296875	5.2	5.5	3.5	5	5.1	4.9	589
1321	BOTTLE	bottle	5.113636363636363	5.548816568047338	3.5	5.5	2.5	4.6	5	3.9	813
1322	BREAKFAST	breakfast	4.812130177514793	5.534602076124568	6.5	7.5	3.5	5.1	5.3	4.9	504
1323	CLOCK	clock	5.51307966706302	5.85121107266436	6.2	6.5	4.5	5.1	5.2	5	1101
1324	SLIP	slip	8.193548387096774	8.058823529411764	6.5	6.5	4.5	6.1	6.2	5.9	1796
1325	FRIEND	friend	5.748971193415638	6.216666666666667	6.5	7.5	4.5	5.1	5.2	4.9	145
1326	DOWN	down	5.94536271808999	6.391020408163266	4.5	5.2	3.5	4.1	4.2	3.9	58
1327	UNCLE	uncle	5.230902777777778	5.58204081632653	6.5	6.5	4.5	5.4	5.7	4.9	502
1329	TOMORROW	tomorrow	7.264705882352941	7.214285714285714	7.5	8.5	4.5	6.1	6.4	5.9	487
133	WEAVE	weave	9.460526315789474	10.592105263157896	8.5	9.5	5.5	7.7	8	7.4	3256
1330	DEFEND	defend	7.415102040816327	7.6490138787436095	9.2	9.5	7.5	8.1	8.4	8	3963
1331	SHEEP	sheep	5.672153635116598	5.841831425598335	5.2	6.5	3.5	5.1	5.3	4.9	545
1332	NEIGHBOUR	neighbor	6.665123456790123	7.750771604938271	7.5	9.5	5.2	6.1	6.4	5.9	1183
1333	NECK	neck	4.40625	5.259625390218523	5.2	6.5	3.5	5.1	5.2	4.9	944
1334	GUTS	guts	6.8461224489795915	7.350694444444445	8.5	8.5	6.5	7.1	7.2	7	3312
1335	WHITE	white	7.125	6.812283737024222	5.2	6.5	3.5	4	4	4	192
1336	EAT	eat	5.166666666666667	5.638392857142857	4.5	5	1.5	4.4	4.5	3.9	135
1337	PIG	pig	6.886363636363637	6.856111111111111	5.2	5	2.5	4.6	5	3.9	278
1338	PEACE	peace	7.257121986851717	7.915625	7.5	8.5	5.2	7	7.1	6.9	999
1339	MORNING	morning	5.426666666666667	6.539485766758494	6.5	6.5	3.5	5.1	5.2	4.9	156
134	FAULT	fault	7.803030303030303	8.414285714285715	8.5	9.5	6.5	7.1	7.3	7	2226
1340	WITH	with	5.7272727272727275	6.061288088642659	5.2	6	2.5	4	4	4	17
1342	SUMMER	summer	6.066608996539792	6.929362880886427	6.5	7.5	4.5	5.1	5.2	4.9	553
1343	SUN	sun	5.76984126984127	5.855029585798817	5	5	2.5	4	4	4	211
1344	RAM	ram	9.359375	9.779411764705882	7.5	6.5	5.5	8	8.1	7.9	4591
1345	EWE	ewe	9.424242424242424	9.175675675675675	10.5	10.5	8.5	10.5	11	10	9735
1346	THROAT	throat	6.008928571428571	6.309715120525932	6.5	8.5	4.5	6.4	6.7	6	1955
1348	BOAR (MALE PIG)	boar	9.01388888888889	9.68918918918919	9.5	9.5	7.5	9.5	10	9	5246
1349	CHURCH	church	5.4272959183673475	6.195555555555556	7.2	8.5	5.2	5.4	5.7	4.9	1225
135	BOOMERANG	boomerang	9.757142857142858	10.705882352941176	8.5	9.5	8.5	8.5	9	8	4369
1350	MONKEY	monkey	5	5.783333333333333	5.2	6.5	3.5	5.1	5.3	4.9	446
1352	KNIFE	knife	5.2763671875	6.11248852157943	6.5	8.5	3.5	5.5	6	5	1949
1353	HOUR	hour	6.462809917355372	6.993791088385683	7.2	8.5	5	6.1	6.2	6	1092
1354	NEXT	next	5.7143600416233085	6.39878892733564	6.5	6.5	4.5	5.1	5.2	5	100
1355	LAUGH	laugh	6.5	6.6328125	6.5	7.5	3.5	5.1	5.2	4.9	517
1356	NUMBER	number	5.252362948960302	5.516646848989298	5.2	6.5	4.5	4	4	4	427
1357	DAUGHTER	daughter	5.921875	6.491512345679013	6.5	8.5	3.5	5.1	5.3	4.9	1327
1358	ENEMY	enemy	6.356652949245541	6.89404296875	8.5	9.5	5.5	7.1	7.4	7	1550
1359	SEPARATE	separate	7.439006574141709	8.304709141274238	9.2	11.5	7.5	8.1	8.5	8	2829
136	HERE	here	4.882030178326475	5.186938775510204	5.2	6.5	2.5	5.1	5.2	4.9	81
1360	DUCK	duck	5.757015306122448	6.479591836734693	5.2	5	2.5	4.6	5	3.9	341
1361	TOOL	tool	5.413793103448276	6.0588235294117645	6.5	6.5	3.5	5.5	5.7	5	2374
1362	STREET	street	6.21265306122449	7.248961218836565	6.5	7.5	4.5	5.1	5.2	4.9	506
1363	VOICE	voice	6.684897959183673	6.705017301038062	7.5	8.5	4.5	6.4	6.7	6	319
1364	HEALTHY	healthy	8.34375	8.652777777777779	6.5	8.5	4.5	6.3	6.7	6	1041
1365	KITCHEN	kitchen	5.9	5.6845703125	6.5	6.5	3.5	5.1	5.3	4.9	556
1366	BOY	boy	4.9	5.087395957193817	5.2	5	3.5	4.4	4.5	3.9	167
1367	CROSS	cross	5.926118626430801	6.3032407407407405	6.5	6.5	4.5	6.1	6.3	5.9	957
1368	BREAD	bread	5.907407407407407	6.10546875	5.2	6.5	3.5	4.9	5	4	824
1369	GOLD	gold	6.526629935720845	6.965397923875432	6.5	7.5	5.2	6.1	6.2	5.9	294
1370	MONTH	month	5.848484848484849	6.983870967741935	6.2	7.5	3.5	5.5	6	5	1488
1371	KNEE	knee	5.556799999999999	5.814453125	6.5	7.5	3.5	5.4	5.7	4.9	1681
1372	MEDICINE	medicine	7.2378892733564015	8.037422839506172	8.5	9.5	6.5	6	6.5	5	1345
1373	TEA	tea	6.1938775510204085	7.73779296875	6.5	6.5	5	6.1	6.2	5.9	538
1374	RING	ring	5.859375	6.44734693877551	6.5	6.5	4.5	5.1	5.2	4.9	1077
1375	WINDOW	window	6.007804370447451	6.765138408304498	5.5	6.5	3.5	5	5	4	368
1376	NOW	now	6.029444444444445	6.349480968858131	5.2	5	2.5	5	5.1	4.9	46
1377	VISIT	visit	6.54345703125	7.101643598615917	6.5	7.5	4.5	6	6.1	5.5	547
1378	SPOON	spoon	4.665406427221172	5.08642578125	4.5	5.5	2.5	4.1	4.2	3.9	1751
1379	TELEPHONE	telephone	6.099913494809689	6.928780131482835	6.5	8.5	4.5	5.5	6	5	2316
138	BATHE	bathe	7.903225806451613	8.222222222222221	7.5	8.5	5.5	6	6.3	4.9	3432
1380	TOOTH	tooth	5.581360946745562	6.0344827586206895	6.2	6.5	3.5	4.4	4.7	3.9	424
1381	SHOE	shoe	5.339285714285714	5.6971428571428575	5.2	6.5	2.5	4.6	5	3.9	1003
1382	NEEDLE (FOR SEWING)	needle	6.542857142857143	7.078947368421052	7.2	8.5	5.2	6.1	6.3	5.9	3266
1383	GRANDFATHER	grandfather	5.481481481481482	5.720588235294118	6.5	8.5	4.5	5.1	5.4	4.9	654
1384	SECOND	second	5.788461538461538	6.133608815426997	6.5	7.5	4.5	5.5	6	5	512
1385	PEPPER	pepper	5.813131313131312	6.467346938775511	7.2	7.5	4.5	5.4	5.7	4.9	1660
1386	LION	lion	5.911989795918367	6.378251821019771	5.2	6.5	4.5	5.1	5.2	4.9	818
1387	ARRIVE	arrive	7.189446366782007	8.23611111111111	7.2	8.5	5.2	7.9	8.1	7.5	1718
1388	SHADE	shadow	7.017551020408163	7.4716066481994465	6.5	7.5	4.5	5.1	5.3	4.9	678
1389	TOE	toe	5.24234693877551	5.403333333333334	5.2	6.5	3.5	4.5	5	4	1067
139	GUMS	gum	5.84375	6.31469387755102	6.5	6.5	5	5.1	5.2	4.9	1059
1390	WRONG	wrong	5.2316666666666665	6.154844290657439	6.5	7.5	4.5	5.1	5.3	4.9	413
1391	TOWN	town	6.43115234375	7.124897959183674	6.5	7	5	6.1	6.2	6	342
1393	HORN (ANATOMY)	horn	6.614744351961951	6.854671280276817	6.5	6.5	4.5	5.5	6	5	1449
1394	BONE	bone	6.67741935483871	6.781957633308985	6.5	6.5	4.5	5.5	6	5	1203
1395	ROUND	round	5.617647058823529	6.128205128205129	5.8	6.5	3.5	5.5	6	5	353
1396	SHARP	sharp	7.742857142857143	7.897160664819945	6.5	7.5	4.5	6.1	6.2	5.9	930
1398	DRY	dry	5.304890738813735	5.634645061728396	5.2	6.5	3.5	5.1	5.2	4.9	716
1399	CLAY	clay	5.813912009512485	6.154285714285715	6.5	6.5	5	6.1	6.2	6	1511
14	YOKE	yoke	8.838235294117647	9.243243243243244	10.5	9.5	8.5	10.5	11	10	4968
1400	THIN (SLIM)	skinny	5.965306122448979	6.607340720221607	7.5	8.5	5.5	6.1	6.2	5.9	2527
1401	DRINK	drink	6.42	6.23828125	5.2	6.5	2.5	4.6	5	3.9	776
1402	BREAST	breast	8.34212802768166	9.162162162162161	10.5	9.5	3.5	8.5	8.9	8	3033
1403	BITE	bite	6	5.522222222222223	5.2	6.5	3.5	5.1	5.3	4.9	792
1404	STRAIGHT	straight	8.5	9.357142857142858	7.5	9.5	5.2	6.9	7	6.5	527
1405	NAME	name	5.675	6.0576	5.2	5.5	2.5	4	4	4	200
1406	FAR	far	6.919354838709677	7.3779296875	5.2	5.5	3.5	5.1	5.2	4.9	266
1407	BREATHE	breathe	6.171875	6.873877551020408	7.5	9.5	4.5	7.1	7.5	7	866
1408	HEAR	hear	4.9375	5.382877526753864	5.2	6.5	2.5	5.1	5.2	4.9	237
1409	SEE	see	4.921875	6.02	5.2	5	2.5	4	4	4	49
1411	LIE (REST)	lie	5.428571428571429	5.786666666666666	6.5	6.5	4.5				1133
1412	RUDE	rude	7.064209274673008	7.742424242424242	7.5	7.5	5.5	6.4	6.7	6	1207
1413	PLAY	play	4.678888888888889	5.3486328125	5.2	5.5	2.5	4.4	4.5	3.9	109
1414	SQUEEZE	squeeze	6.5523415977961434	7.177083333333333	6.5	8.5	3.5	6	6.5	5.5	1227
1416	SIT	sit	5.404761904761905	5.187871581450653	4.5	5	2.5	4	4	4	272
1417	KILL	kill	7.389387755102041	8.283783783783784	8.5	8.5	5.2	6.4	6.7	6	1603
1418	DIG	dig	6.476111111111111	7.009182736455464	5.5	5.5	3.5	5.1	5.2	4.9	1021
1419	FEAR (BE AFRAID)	fear	4.854340071343639	5.375114784205693	6.5	7.5	4.5	5.4	5.7	4.9	604
1420	COUNT	count	5.212278106508876	6.13	5.2	6.5	4.5	5.5	5.5	5	675
1421	SUCK	suck	6.957959183673469	7.383487654320987	5.5	6.5	3.5	6.5	6.9	5.9	2536
1422	BE ALIVE	live	6.241935483870968	6.747837370242215	6.5	7.5	3.5	5.5	6	5	328
1423	FIGHT	fight	6.5244140625	7.493877551020408	7.5	7.5	4.5	5.5	6	4.9	611
1424	YELLOW	yellow	4.572314049586777	4.590561224489796	5.2	5.5	3.5	4.1	4.2	3.9	331
1425	GREEN	green	5.096774193548387	5.457142857142857	4.5	5.5	3.5	4	4	4	159
1426	EXPENSIVE	expensive	7.242040816326531	7.518698060941828	8.5	9.5	6.5	7.1	7.5	7	3659
1427	BEAUTIFUL	beautiful	6.8765432098765435	7.22910927456382	7.5	8.5	5.5	6.1	6.5	6	218
1429	FULL	full	5.953125	5.765625	5.2	6.5	3.5	5.1	5.2	4.9	260
143	HUMID	humid	7.421475529583637	8.1398891966759	9.5	10.5	8.5	9.1	9.5	9	6479
1430	STAR	star	4.6171875	5.006920415224914	5.2	5.5	3.5	5	5.1	4.9	437
1431	FREEZE	freeze	5.94287109375	6.855103806228374	7.5	8.5	5.5	6.1	6.3	5.9	2090
1432	CUT	cut	6.161352040816326	6.728928199791883	5.2	5	3.5	4.5	5	4	672
1433	HIT	hit	6.827777777777778	7.050173010380623	5.2	5.5	3.5	5	5	4	594
1434	STAB	stab	7	7.5	8.5	7.5	5.5	7.1	7.3	7	7266
1435	HUNT	hunt	7.150462962962962	7.875082182774491	7.5	7.5	5.5	6.4	6.7	6	1176
1436	SCRATCH	scratch	7.242857142857143	7.5054784514243975	6.5	7.5	4.5	6	6.1	5.5	1514
1437	SPLIT	split	7.451424397370343	9.058823529411764	7.5	8.5	5.5	6.1	6.2	6	1832
1438	FOOL	fool	8.413793103448276	8.370967741935484	7.5	8.5	6.5	6.4	6.7	6	1694
1439	SWIM	swim	4.7088	5.262747138397502	5.5	6.5	3.5	5.4	5.5	4.9	717
144	MACHINE	machine	6.8544921875	7.5685595567867034	8.5	10.5	5.5	7	7.2	6.9	1164
1440	SPIT	spit	7.125	7.457142857142857	6.5	6.5	4.5	5.2	5.4	4.9	1567
1441	FLY (MOVE THROUGH AIR)	fly	4.7056000000000004	5.306666666666667	5.2	6.5	3.5	5	5.1	4.9	203
1442	STAND	stand	5.6884661117717	6.641414141414141	5.5	6.5	3.5	5.1	5.2	4.9	444
1443	WALK	walk	4.715419501133787	5.244855967078189	5.2	5.5	2.5	4.4	4.5	3.9	289
1446	COME	come	6.53375	6.580645161290323	5.2	5.2	2.5	5	5.1	4.9	85
1447	GIVE	give	5.873365041617123	6.298442906574394	5.2	6.5	2.5	5.1	5.2	4.9	155
1448	HOLD	hold	6.426872770511296	6.790633608815426	5.2	6.5	3.5	5.1	5.3	4.9	358
1449	RUB	rub	7.866666666666666	7.978420569329659	5.2	6.5	3.5	5.1	5.2	4.9	1714
1450	ROOM	room	8.047619047619047	7.310586734693877	5.2	6.5	3.5	4.4	4.7	3.9	181
1451	SMILE	smile	5.154958677685951	5.87200832466181	5.2	6.5	3.5	5.1	5.2	4.9	307
1452	PUSH	push	5.5	6.034602076124568	4.5	6	3.5	5.1	5.2	4.9	927
1453	WASH	wash	5.0606060606060606	5.642857142857143	5.2	6.5	3.5	4.4	4.7	3.9	774
1454	WIPE	wipe	6.467741935483871	6.647762345679013	5.8	6.5	3.5	5.1	5.2	4.9	2089
1455	PULL	pull	6.603316326530612	6.493055555555555	5.2	6.5	3.5	5.1	5.2	4.9	775
1456	THROW	throw	5.55463728191001	5.80078125	5.2	6.5	3.5	5.1	5.2	4.9	677
1457	SEW	sew	7.954545454545454	8.291666666666666	9.5	9.5	6.5	7.1	7.2	7	3647
1458	SAY	say	5.584710743801653	5.095041322314049	4.5	5.2	2.5	4.4	4.5	3.9	112
1459	IF	if	5.776859504132231	6.313148788927336	5.2	5	2.5	4	4	4	53
146	SUGAR CANE	sugarcane	9.01388888888889	9.324324324324325	10.5	10.5	9.5	9	9.1	8.5	7766
1460	IN	in	6.5476190476190474	6.224965706447188	4.5	5	2.5	4	4	4	9
1461	AT	at	6.7821180555555545	6.822222222222222	4.5	5	2.5	4	4	4	25
1462	POT	pot	6.535918367346939	7.160701241782323	4.5	5	3.5	5.1	5.3	4.9	376
1463	DRUNK	drunk	9.527027027027026	10.027027027027026	9.5	8.5	5.5	8.1	8.4	7.9	4038
1464	LADDER	ladder	6.44120707596254	6.723140495867769	6.5	7.5	4.5	5.5	6	5	1157
1465	BOX	box	6.645833333333333	6.586206896551724	5	5	3.5	4.5	4.5	4	304
1466	EXACT	exact	7.701972242512783	8.799123447772098	9.5	9.5	8.5	8.1	8.5	8	2960
1467	CIRCLE	circle	4.813317479191438	5.708636836628512	5.2	6.5	4.5	5.1	5.2	4.9	955
1468	LOOK FOR	search	7.910518626734842	8.506925207756234	7.5	8.5	5.5	7.1	7.4	7	1042
1469	WEEK	week	6.21875	6.958333333333333	6.5	6.5	3.5	5.5	5.7	5	605
1470	FOLD	fold	7.066666666666666	7.66943359375	6.5	7.5	4.5	5.5	6	5	3430
1471	WINTER	winter	6.939643347050755	6.93935790725327	6.5	7	4.5	5.1	5.2	4.9	346
1472	KEY	key	4.65576694411415	5.328287197231834	5.2	6.5	3.5	5.5	6	5	1324
1473	FIST	fist	6.05463728191001	6.50073046018992	6.5	6.5	4.5	6.3	6.7	6	2187
1474	SEA	sea	7.518518518518518	8.0625	5.2	6.5	3.5	6.1	6.2	5.9	403
1475	COMB	comb	5.80090027700831	6.842451523545708	6.5	7.5	4.5	5.4	5.7	4.9	1684
1476	CHAIR	chair	5.0576923076923075	5.474288337924702	5.2	5.5	2.5	4.5	5	4	501
1477	KEEP	keep	5.603298611111112	6.026753864447087	6.5	6.5	3.5	5	5.1	4.9	212
1478	WITHOUT	without	7.0219907407407405	8.02378892733564	6.5	8.5	4.5	6	6.5	5	282
1479	DOLPHIN	dolphin	6.1118421052631575	7.5131578947368425	7.5	7.5	5.2	6.1	6.3	6	2821
1480	BODY	body	4.8872	5.4766666666666675	5.2	6.5	3.5	5.4	5.7	5	590
1481	HAMMER	hammer	6.701224489795918	7.452160493827161	6.5	6.5	4.5	5.5	5.7	5	1711
1482	SHOULDER	shoulder	6.224977043158861	7.1571428571428575	6.5	8.5	4.5	6.2	6.5	6	1086
1483	NINE	nine	5.517013232514178	5.689655172413793	5.2	5	4.5	5	5.1	4.9	697
1484	OIL (ORGANIC SUBSTANCE)	oil	6.1467764060356656	6.335629017447199	7.5	6.5	4.5	6.1	6.2	6	1107
1485	BELOW OR UNDER	below	8.125	8.470588235294118	6.5	7.5	4.5	6.1	6.2	5.9	607
1487	POUR	pour	7.477627471383975	8.307162534435262	6.5	7.2	3.5	6.1	6.3	5.9	1999
1488	FAUCET	tap	6.887633769322235	7.267578125	5.2	5.5	3.5	5.1	5.2	5	1216
1489	CLOUD	cloud	5.0302734375	5.553626543209877	5.5	6.5	3.5	5.1	5.2	4.9	787
149	ITCHY	itchy	7.496357960457856	7.889273356401384	6.5	7.5	4.5	5.4	5.7	5	1708
1490	RAT	rat	6.600475624256837	6.867768595041322	5.2	5	4.5	5.5	6	5	714
1491	MOUSE	mouse	6.109375	6.591435185185185	5.2	6.5	3.5	5.1	5.3	4.9	248
1492	DUMB	dumb	5.721536351165981	6.11524334251607	8.5	9.5	5.5	6.1	6.2	5.9	1952
1493	ONE	one	5.0625	4.8264	4.5	5	2.5	4	4	4	30
1494	DIE	die	6.523356401384084	7.192901234567902	7.5	7.5	4.5	5.1	5.2	4.9	2252
1495	HAPPY	happy	6.973684210526316	6.644132653061225	5.2	6.5	3.5	4.1	4.2	3.9	127
1496	GRANDMOTHER	grandmother	8.210526315789474	7.0126953125	6.5	7.5	4.5	5.1	5.5	4.9	897
1497	POSTCARD	postcard	7.5081632653061225	8.445821854912765	8.5	8.5	6.5	7.1	7.3	6.9	5355
1498	TWO	two	4.288194444444444	4.971383975026015	4.5	5.2	2.5	4	4	4	96
1499	JUICE	juice	5.087235996326905	5.73583984375	4.5	5.5	2.5	4.6	5	3.9	1069
15	OTTER	otter	6.140000000000001	7.0967346938775515	8.5	8.5	6.5	7.1	7.4	7	2198
150	WORRY	worry	7.242424242424242	7.562885802469136	7.5	8.5	4.5	6.4	6.7	6	410
1500	FOUR	four	5.496598639455782	6.5360000000000005	5.2	5.2	3.5	4	4	4	270
1501	BORE	bore	7.538494809688581	8.685714285714285	8.5	9.2	6.5	8	8.2	7.9	4019
1502	GOAT	goat	6.340830449826989	7.0285714285714285	5.2	6.5	4.5	5.6	6	4.9	508
1503	SALIVA	saliva	8.447658402203857	9.426470588235293	9.5	10.5	7.5	7.5	8	7	8441
1506	MEASURE	measure	7.384002770083103	8.671052631578947	8.5	9.5	6.5	7.1	7.5	7	2231
1507	FRUIT	fruit	6	5.210069444444444	5.2	6.5	3.5	5	5.1	4.9	859
1508	KING	king	6.432244897959184	7.351351351351352	6.5	6.5	5	5	5.1	5	392
1509	MOSQUITO	mosquito	6.516272189349111	7.265625	8.5	10.5	7.5	6.5	7	6	2822
151	RAZOR	razor	7.527027027027027	8.445945945945946	9.5	9.5	6.5	7.5	7.9	7	6121
1510	CHIN	chin	5.666666666666667	6.388822829964329	5.2	6.5	3.5	5.5	5.7	5	1303
1511	ROOSTER	rooster	7.006122448979592	7.972222222222222	7.5	7.5	5.2	6.5	7	6	1635
1512	RISE (ONESELF)	arise	8.642857142857142	8.797297297297296	10.5	10.5	8.5	10	10.2	9.9	5375
1514	HEN	hen	6.2456	6.5408631772268135	5.5	5	4.5	5.1	5.3	4.9	796
1515	TEN	ten	5.38265306122449	6.044489795918368	5.2	5	4.5	4	4	4	640
1517	WASP	wasp	6.2965668371073775	7.145429362880887	7.2	8.5	7.5	7.1	7.4	7	4399
1518	STUPID	stupid	6.023413111342352	6.34326530612245	7.5	8.5	5.5	6.1	6.2	5.9	2439
1519	RUN	run	6.706049149338374	5.869377162629758	5.2	6	3.5	4	4	4	223
152	HOOF	hoof	8.596774193548388	9.272727272727273	7.5	8.5	6.5	7.1	7.4	6.9	2564
1520	CRUSH	crush	7.783783783783784	8.932432432432432	8.5	8.5	7.5	7.7	7.9	7.5	2106
1521	SEEM	seem	7.1186997808619425	7.549306062819577	6.5	7.2	4.5	7.1	7.3	7	1000
1522	SOCK	sock	5.507544581618656	5.655567117585848	5.2	5	3.5	4.6	5	3.9	1118
1523	FORGET	forget	6.291666666666667	6.116161616161616	7.2	8.5	4.5	5.1	5.4	5	514
1524	WINE	wine	8.636363636363637	8.957142857142857	15.5	11.5	6.5	8.5	9	8	2861
1525	COAST	coast	6.919591836734694	7.918918918918919	7.5	8.5	6.5	7.5	7.7	7.5	2640
1526	MEAL	meal	5.962040816326531	6.891891891891892	5.8	7	3.5	5.4	5.7	4.9	1122
1527	TICK	tick	6.4714285714285715	7	6.5	7.5	5.5	6.1	6.2	6	3017
1528	FORGIVE	forgive	6.3092560553633215	7.470588235294118	8.5	9.5	5.5	6.5	6.7	6	3118
1529	LAST (FINAL)	last	5.34	5.411845730027548	6.2	6.5	3.5	5.1	5.2	5	162
153	GREY	gray	5.983539094650205	6.420918367346938	5.2	6.5	4.5	6.1	6.2	5.9	762
1530	BOWL	bowl	5.604252400548696	5.923875432525953	5.2	6.5	3.5	5.1	5.2	4.9	709
1531	BRANCH	branch	7.735294117647059	7.77027027027027	6.5	7.5	5.2	6.1	6.4	6	937
1532	SHEAR	shear	8.150230111768574	9.320512820512821	10.5	10.5	8.5	10.5	11	10	6524
1533	BE HUNGRY	hungry	5.65406427221172	6.305555555555556	5.2	6.5	3.5	5.1	5.2	4.9	380
1534	FEVER	fever	6.197710718002081	6.976124885215794	7.5	7.5	4.5	6.2	6.5	6	3838
1535	SWORD	sword	6.696969696969697	7.424032140248356	8.5	9.5	7.5	7	7.2	6.9	1790
1536	UNDERSTAND	understand	7.58347750865052	7.807098765432098	7.5	8.5	4.5	6.1	6.4	5.9	628
1537	SPRINGTIME	spring	7.757575757575758	8.047783933518005	7.2	7.5	4.5	5	5	5	435
1538	SCORPION	scorpion	8.614285714285714	9.38888888888889	9.5	10.5	7.5	8.5	9	8	7918
1539	BASKET	basket	6.087235996326905	6.72899926953981	5.5	6.5	4.5	5.5	6	5	567
154	UDDER	udder	8.720588235294118	9.285714285714286	9.5	10.5	7.5	8	8.4	7.9	7572
1540	EYELASH	eyelash	7.075962539021852	7.4026816608996535	7.5	8.5	5.2	6.3	6.7	6	7166
1543	SNAIL	snail	7.17741935483871	7.905405405405405	6.2	6.5	4.5	6.1	6.3	6	1073
1544	SOMETIMES	sometimes	7.196051423324151	8.115384615384615	7.5	8.5	4.5	6.1	6.4	6	214
1545	HOST	host	7.868686868686868	8.85307621671258	10.5	9.5	8.5	8.1	8.3	8	3732
1546	TWICE	twice	6.648148148148149	7.386587771203156	7.5	8.5	5.5	7	7.1	6.9	1173
1547	SOUP	soup	5.5859375	6.166666666666667	5.2	6.5	3.5	4.5	5	4	801
1548	UGLY	ugly	5.828125	6.616508400292184	7.5	7.5	5.2	5.5	5.7	5	1031
1549	TRIBE	tribe	8.875	9.175675675675675	8.5	9.5	8.5	8.1	8.5	8	4579
155	CHOP	chop	7.720588235294118	8.493512110726643	6.5	6.5	4.5	6.1	6.2	6	1723
1550	PREVENT	prevent	10.779411764705882	11	9.2	10.5	7.5	8.1	8.3	8	4633
1551	FEMALE	female	6.375	6.633149678604224	7.5	9.5	4.5	6.5	6.7	6	1575
