CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
2920	SUDDENLY	suddenly	7.5	9.5	5.8	7.11	7.5	7	21081
2921	THEN	then	5	6	3.5	6.11	6.22	5.89	21836
2924	A LITTLE	bit	5.5	6.5	4.5	5.5	5.5	5	1931
2925	HITHER (HERE TO)	hither	12.5	12.5	12.5	11.5	12	11	9966
2926	HARDLY	hardly	8.5	9.5	6.5	7.11	7.37	7	9616
2927	FROM HERE	hence	12.5	12.5	12.5	11.5	12	11	9837
2929	BENEFIT	benefit	9.5	10.5	7.5	9.11	9.5	9	1765
2930	BOSS	boss	7.5	7.5	5.2	7.11	7.22	6.89	2273
2931	BUSINESS	business	10.5	10.5	6.5	8.11	8.47	7.89	2670
2932	COLD (CHILL)	chill	8.5	8.5	5.5	7.11	7.22	7	3290
2933	CONVERSATION	conversation	8.5	9.5	5.5	8.11	8.37	7.89	4364
2934	CUCKOO	cuckoo	8.5	9.5	5.5	7.5	7.89	7	4877
2935	CURRENT (STREAM)	current	9.5	10.5	6.5	9.11	9.33	9	4932
2936	ELEVATION	elevation	10.5	11.5	9.5	10.47	10.95	10	6745
2937	FAIRY TALE	tale	7.5	7.5	5.2	6.67	6.89	6.53	21529
2938	FLAVOR	flavor	8.5	8.5	5.2	6.11	6.33	6	8092
2939	FLOCK (OF ANIMALS)	flock	7.5	7.5	5.5	7.11	7.37	7	8151
2940	GATE	gate	6.5	6.5	4.5	5.5	5.89	5	8774
2941	HAPPINESS	happiness	7.5	8.5	5.2	6.11	6.37	5.89	9596
2943	BUNDLE	bundle	7.5	8.5	5.5	7.11	7.5	7	2627
2945	COUNT (QUANTITY)	quantity	9.5	10.5	8.5	9.47	9.95	9	16984
2946	CRADLE	cradle	6.5	7.5	4.5	6.37	6.68	5.95	4640
2947	DAMAGE (INJURY)	damage	8.5	9.5	5.5	7.5	7.89	7	5015
2948	GAP (DISTANCE)	gap	6.5	6.5	5.2	6.5	6.7	6	8739
2949	LAIR	lair	9.5	9.5	7.5	9.47	9.95	9	11956
2950	MEANING	meaning	8.5	8.5	5.5	6.11	6.22	6	12979
2951	POUCH	pouch	7.5	8.5	5.5	7.37	7.68	7	16219
2952	SLAB	slab	8.5	8.5	7.5	9.11	9.33	9	19645
2953	SLEEVE	sleeve	7.5	8.5	5.2	5.5	6	5	19702
2954	SLICE	slice	6.5	7.5	4.5	6	6.11	5.89	19710
2955	STATE (POLITICS)	state	8.5	8.5	5.5	6.68	6.89	6.53	20561
2956	TUBE	tube	6.5	7.5	4.5	6.11	6.22	5.89	22571
2957	WARE	ware	10.5	10.5	8.5	10.47	10.95	10	24341
2958	LAUGHTER	laughter	7.5	9.5	4.5	6	6.5	5	12047
2959	LEASH	leash	7.5	8.5	5.2	6.37	6.68	5.95	12117
296	CROUCH	crouch	8.5	9.5	5.8	8.11	8.47	8	4804
2960	LONGING (WISH)	desire	9.5	10.5	6.5	9	9.33	8.89	5543
2961	MESSAGE	message	8.5	9.5	5.5	7.5	7.7	7	13136
2963	NET	net	5.5	6.5	5.5	6.11	6.22	5.89	14033
2964	NEWS	news	7.5	7.5	4.5	6.37	6.68	5.95	14091
2965	PAW	paw	5.5	6.5	3.5	5.37	5.68	4.89	15359
2966	PERCH (FISH)	perch	9.5	9.5	7.5	8.95	9.11	8.47	15505
2967	PIKE (FISH)	pike	9.5	9.5	8.5	9.47	9.95	9	15768
2968	REASON	reason	8.5	9.5	5.5	7.11	7.5	7	17287
2969	RIBBON	ribbon	6.5	7.5	5.2	5.5	6	5	18146
297	CROOKED	crooked	8.5	8.5	6.5	7.11	7.5	7	4777
2970	RIDDLE	riddle	8.5	8.5	6.5	7.11	7.37	6.95	18160
2971	SIN	sin	10.5	8.5	6.5	7.11	7.22	6.95	19508
2973	STRAP	strap	8.5	7.5	5.8	6.5	6.7	6	20811
2974	SWARM (OF BIRDS)	swarm	8.5	9.5	7.5	8.11	8.47	8	21331
2975	THOUGHT	thought	8.5	9.5	4.5	7	7.22	6.89	21911
2976	VIOLENCE	violence	11.5	11.5	8.5	9	9.22	8.89	24170
2977	WORKER	worker	8.5	8.5	5.8	6.11	6.22	5.95	24887
2978	DISTANCE	distance	8.5	9.5	6.5	7.11	7.37	7	6096
298	SHRIEK	shriek	8.5	9.5	6.5	9.47	10	9	19375
2980	AREA	area	8.5	8.5	6.5	7.47	7.68	7.53	976
2981	ITEM	item	8.5	9.5	6.5	7.11	7.33	7	11577
2982	GIFT	gift	6.5	6.5	4.5	5.11	5.22	4.89	8908
2983	COMPANIONSHIP	company	8.5	9.5	5.2	8	8.11	7.89	3867
2984	HEAP	heap	7.5	7.5	5.5	8.5	8.89	8	9738
2985	HEIGHT	height	8.5	9.5	5.2	6.5	7	6	9798
2986	CAMPFIRE	campfire	8.5	8.5	6.5	7	7.22	6.89	2787
2987	AMOUNT	amount	8.5	9.5	5	7.11	7.33	7	645
2988	PATTERN	pattern	8.5	8.5	5.5	7.11	7.33	7	15351
2989	FRINGE	fringe	9.5	10.5	8.5	9.89	10.16	9.47	8564
299	SCOLD	scold	8.5	8.5	5.8	8	8.47	7.47	18728
2990	SACK	sack	6.5	6.5	4.5	6.11	6.33	5.89	18454
2991	SKI	ski	8.5	8.5	7.5	7	7.11	6.89	19591
2992	TIP (OF OBJECT)	tip	6.5	6	4.5	6.11	6.22	6	22065
2993	STROKE (OF PEN)	stroke	9.5	9.5	5.5	9.11	9.5	9	20882
2995	TONE (MUSIC)	tone	8.5	8.5	6.5	8.11	8.33	8	22131
2996	WEALTH	wealth	10.5	10.5	7.5	8.11	8.33	8	24462
2997	COLORFUL	colorful	6.5	7.5	5.5	5.5	6	5	3753
2998	DAMP	damp	8.5	8.5	5.5	7.11	7.33	7	5022
2999	EVERYWHERE	everywhere	7.5	8.5	5.5	7	7.22	6.78	7223
3	BRAVE	brave	7.5	7.5	5.2	6.11	6.22	6	2378
300	RATTLE	rattle	4.5	6.5	3.5	6	6.11	5	17210
3001	POWERFUL	powerful	9.5	9.5	6.5	8	8.11	7.89	16239
3002	PRECIOUS	precious	8.5	9.5	6.5	7.5	7.89	7	16287
3003	SOLID	solid	8.5	8.5	5.5	7.11	7.22	7	20018
3004	FORMER	former	9.5	10.5	7.5	9.11	9.5	9	8381
3005	FAMILIAR	familiar	9.5	10.5	7.5	8.11	8.37	7.89	7645
3006	SPACE (AVAILABLE)	space	7.5	7.5	4.5	6.11	6.22	5.95	20129
301	CHIEFTAIN	chief	8.5	9.5	6.5	8	8.11	7.89	3273
3011	GRUB	grub	8.5	8.5	6.5	8.47	8.95	8	9353
302	CLAN	clan	9.5	9.5	8.5	10.11	10.44	10	3451
3020	BREAK (BREAKING)	burst	7.5	8.5	5.2	7.11	7.33	7	2662
3025	BARN OR SHED	barn	6.5	6.5	4.5	6.11	6.22	5.89	1530
3028	GRAVEL	gravel	9.5	9.5	7.5	7.11	7.33	7	9225
303	ABSTAIN FROM FOOD	abstain	13.5	13.5	12.5	12.5	13	12	74
3032	STARFISH	starfish	7.5	7.5	5.5	6.11	6.33	6	20533
3033	SCARED	scared	5.5	7.5	4.5	5.11	5.22	4.89	18669
304	PREACH	preach	10.5	10.5	8.5	8	8.22	7.89	16269
3046	FODDER	fodder	12.5	11.5	10.5	11.5	12	11	8226
3049	COURAGE	courage	9.5	9.5	7.5	8.11	8.33	8	4578
305	GRANDPARENTS	grandparent	7.5	8.5	5.5	5.11	5.44	4.89	9182
3050	SEEDLING	seedling	8.5	9.5	7.5	8.11	8.33	8	18948
3053	TIGHT	tight	7.5	7.5	4.5	6	6.11	5	22014
3055	SWINDLE	cheat	8.5	8.5	6.5	6.5	6.89	6	3204
3057	FLAIL	flail	10.5	10.5	8.5	10.47	10.95	10	8035
3058	GRAZE	graze	8.5	8.5	6.5	9.11	9.44	9	9237
3059	MALARIA	malaria	12.5	12.5	10.5	11.5	12	11	12724
3060	PHEASANT	pheasant	10.5	10.5	8.5	10.47	11	10	15660
3061	PHLEGM	phlegm	12.5	13.5	8.5	10.47	11	10	15673
3062	TURNIP	turnip	8.5	9.5	6.5	8.47	8.95	8	22617
3064	RUST	rust	8.5	8.5	5.5	7.11	7.37	7	18439
3065	SADDLE	saddle	8.5	8.5	6.5	6.5	6.89	6	18469
3066	SCARF OR TURBAN	scarf	6.5	7.5	5.2	6.37	6.68	5.95	18670
3069	FALSE	false	9.5	9.5	6.5				7634
307	HAWK	hawk	8.5	8.5	6.5	7.11	7.33	7	9681
3071	INSERT	insert	9.5	9.5	8.5	9	9.22	8.89	11145
3072	MISPLACE	lose	7.5	8.5	5.2	6	6.11	5.53	12518
3073	MANAGE	manage	9.5	10.5	7.5	9	9.22	8.89	12755
3074	FIX	fix	6.5	6.5	4.5	5.5	6	5	8012
3075	SLANTED	slanting	8.5	9.5	6.5	8.11	8.5	8	19661
3076	SLOPE	slope	9.5	9.5	8.5	10	10.11	9.89	19749
3078	IRRIGATE	irrigate	11.5	11.5	10.5	10.47	10.95	10	11541
3080	SPLIT OPEN	crack	6.5	7.5	4.5	7.11	7.33	6.89	4629
3083	BALLOON	balloon	5.2	6.5	3.5	5	5	4	1448
3084	BLACKBOARD	blackboard	6.5	7.5	6.5	5.5	6	5	1951
3085	CARROT	carrot	5.2	6.5	3.5	4.5	5	4	2923
3086	COMPUTER	computer	8.5	8.5	8.5	8.11	8.37	8	3971
3087	PACIFIER	dummy	6.5	7.5	5.5	6	6	5	6483
3088	ENVELOPE	envelope	8.5	9.5	5.5	6.11	6.5	6	7040
3089	GIRAFFE	giraffe	6.5	7.5	5.2	6.11	6.5	5.89	8929
3090	GUITAR	guitar	8.5	8.5	6.5	7.26	7.47	6.95	9404
3091	LEMON	lemon	6.5	6.5	4.5	5.5	6	5	12174
3092	LIGHTER	lighter	8.5	8.5	5.5	7.11	7.33	7	12277
3093	LIPSTICK	lipstick	8.5	8.5	6.5	6.22	6.47	5.95	12355
3094	PAINTBRUSH	paintbrush	6.5	7.5	5.5	5.5	6	5	15127
3095	POSTMAN	postman	6.5	6.5	4.5	6.11	6.33	6	16184
3096	RACKET	racket	7.5	8.5	5.5	8.11	8.33	8	17072
3098	SNOWMAN	snowman	5.5	6.5	4.5	5.11	5.22	4.89	19930
3099	SOFA	sofa	6.5	7.5	5.2	6.22	6.44	5.89	19988
31	PAN	pan	5	5	3.5	5.11	5.22	4.89	15152
3100	SUNGLASSES	sunglasses	6.5	7.5	5.5	5.5	6	5	21157
3101	SWING	swing	5.5	6.5	3.5	5	5	4	21383
3102	TANK	tank	7.5	6.5	5.5	6.11	6.22	6	21557
3104	THERMOMETER	thermometer	8.5	9.5	8.5	7.5	8	7	21861
3105	UMBRELLA	umbrella	6.5	7.5	5.5	5.22	5.67	4.89	22720
3106	WARDROBE	wardrobe	8.5	9.5	6.5	8.37	8.68	8	24340
3110	CLAP	clap	5	5.5	3.5	4.61	5	3.89	3453
3111	CONDUCT	conduct	10.5	10.5	8.5	10	10.22	9.89	4054
3112	ERUPT	erupt	10.5	10.5	8.5	9.11	9.44	9	7125
3114	GRATE (SOMETHING)	grate	8.5	8.5	7.5	8.47	8.95	8	9210
3116	HATCH (OUT)	hatch	7.5	7.5	5.5	7.11	7.33	7	9663
3117	HITCHHIKE	hitchhike	10.5	11.5	10.5	9.47	10	9	9964
3119	MASSAGE (SOMEBODY)	massage	11.5	11.5	8.5	8.47	8.95	8	12895
3120	MOP (SOMETHING)	mop	5	5	3.5	5.11	5.37	4.95	13606
3121	OPERATE (MEDICINE)	operate	9.5	10.5	7.5	8.5	8.89	8	14655
3123	PHOTOGRAPH (SOMETHING)	photograph	8.5	9.5	5.5	7.11	7.47	6.95	15697
3128	SHOWER (ACTION)	shower	6.5	7.5	4.5	5.61	6	4.89	19355
3129	SKATE	skate	6.5	7.5	5.5	6.11	6.22	5.89	19570
3130	SPILL (SOMETHING)	spill	5.5	6.5	3.5	5.11	5.22	4.89	20262
3131	SUNBATHE	sunbathe	10.5	10.5	8.5	9.47	9.95	9	21143
3132	SURF	surf	8.5	8.5	7.5	7.95	8.11	7.67	21250
3134	TYPE (ON SOMETHING)	type	8.5	8.5	6.5	7.11	7.37	7	22680
3135	VACUUM (SOMETHING)	vacuum	9.5	10.5	8.5	6.5	7	6	23952
3137	OAR	oar	8.5	8.5	7.5	8.11	8.47	8	14443
3138	STRAWBERRY	strawberry	6.5	7.5	4.5	5.22	5.67	4.89	20823
3139	LADYBUG	ladybug	6.5	7.5	4.5	5.5	5.89	5	11949
3140	VEST	vest	6.5	6.5	5.5	6.11	6.33	5.95	24097
3141	TAMBOURINE	tambourine	9.5	10.5	7.5	7.5	8	7	21543
3142	BISON	bison	10.5	10.5	8.5	9	9.22	8.89	1929
3144	GORILLA	gorilla	7.5	8.5	6.5	7.11	7.47	6.89	9111
3145	HIPPOPOTAMUS	hippopotamus	7.5	9.5	6.5	7.11	7.47	6.95	9947
3146	CHEETAH	cheetah	8.5	9.5	7.5	7.11	7.47	7	3247
3147	HAMSTER	hamster	7.5	7.5	5.2	6.5	7	6	9532
3149	ARMLET	armband	7.5	8.5	6.5	8.47	8.95	8	994
3153	LORD	lord	9.5	8.5	6.5	7.11	7.37	7	12515
3160	SLAP	slap	6.5	6.5	4.5	6	6	5	19662
3167	SERMON	sermon	12.5	11.5	10.5	8.47	8.95	8	19080
3169	TREATY	treaty	11.5	11.5	12.5	10.11	10.44	10	22428
3171	RINGWORM	ringworm	10.5	11.5	9.5	9.47	10	9	18201
3174	WAKE UP (SOMEONE)	wake	6.5	6.5	4.5	5.11	5.33	4.89	24307
3176	RACK (FOR STORING FOOD)	rack	8.5	7.5	6.5	7	7.11	6.89	17071
3179	CORAL ROCK	coral	8.5	9.5	7.5	8.68	9	8.47	4431
318	FOOTPRINT	footprint	7.5	7.5	5.5	6.11	6.33	6	8280
3181	MUSTARD	mustard	8.5	8.5	5.5	6.47	6.89	5.95	13840
3188	MIGHTY OR POWERFUL OR STRONG	mighty	8.5	8.5	6.5	7.11	7.37	6.95	13257
319	LICK	lick	5.2	6.5	3.5	5	5	4	12246
3193	CROSSBOW	crossbow	11.5	11.5	10.5	9.47	9.95	9	4786
3197	SUSPICION	suspicion	10.5	11.5	7.5	10.11	10.47	9.89	21306
32	EARWAX	earwax	9.5	9.5	5.5	6.5	7	6	6570
320	LAME	lame	8.5	8.5	6.5	7.11	7.22	7	11961
3200	COUNTRYSIDE	countryside	8.5	9.5	6.5	8.11	8.5	8	4568
3202	CANNON	cannon	9.5	9.5	8.5	7.11	7.5	7	2821
3204	INSULT	insult	9.5	9.5	7.5	8.11	8.5	8	11236
321	CHEW	chew	5.5	6.5	3.5	5.11	5.22	4.89	3265
3213	HIRE OR RENT	hire	9.5	10.5	6.5	8.11	8.47	8	9950
3215	CREEP	creep	8.5	8.5	5.5	7.11	7.22	7	4713
322	FIG	fig	8.5	7.5	6.5	8.11	8.33	8	7888
3222	TWIG	twig	7.5	7.5	5.5	6.95	7.11	6.53	22653
323	FAT (ORGANIC SUBSTANCE)	fat	5	5	4.5	5.11	5.22	4.89	7707
3230	DECEIVE	deceive	11.5	11.5	9.5	10.11	10.47	9.89	5163
3231	DEITY	deity	12.5	12.5	12.5	11.5	12	11	5336
3232	PELT	pelt	10.5	9.5	8.5	10.47	10.95	10	15444
3247	KIWIFRUIT	kiwi	8.5	8.5	7.5	9.11	9.22	9	11868
3248	MAPLE TREE	maple	8.5	8.5	7.5	7.11	7.33	7	12818
325	FELT	felt	6.5	6.5	4.5	6.11	6.22	5.89	7795
3252	PANCREAS	pancreas	12.5	14.5	12.5	11.5	12	11	15155
3257	CLITORIS	clitoris	15.5	16.5	15.5	13.5	13.8	13	3553
3258	FALCON	falcon	9.5	9.5	7.5	9.47	10	9	7626
326	CLOAK	cloak	9.5	9.5	7.5	8.11	8.37	8	3554
3261	HORNET	hornet	9.5	9.5	8.5	7.47	7.95	7	10106
3262	HORSEFLY	horsefly	9.5	9.5	8.5	8.47	8.95	8	10123
3263	LAP	lap	5.2	5.5	3.5	5	5	4	12002
3267	PULSE	pulse	9.5	9.5	6.5	8.47	8.95	8	16861
3268	QUESTION	question	6.5	8.5	4.5	6.11	6.37	5.95	17012
3269	PORCH	veranda	10.5	10.5	8.5	11.5	12	11	24069
327	PONCHO	poncho	9.5	9.5	8.5	8.47	8.95	8	16086
3274	ENCIRCLE	surround	8.5	9.5	6.5	8.11	8.5	8	21279
3276	SUNSHINE	sunshine	6.5	7.5	4.5	5.11	5.22	4.89	21169
3279	MANTIS	mantis	10.5	10.5	9.5	9.47	10	9	12806
3280	TUSK	tusk	7.5	7.5	6.5	8.11	8.37	8	22630
3282	GROOM	groom	8.5	8.5	6.5	7.11	7.37	7	9311
3283	CAGE	cage	6.5	6.5	4.5	5.5	6	5	2740
3284	GRAVEYARD	cemetery	10.5	11.5	8.5	8	8.37	7.89	3058
3287	BLOOM	bloom	8.5	8.5	5.5	7	7.11	6.89	2087
3288	WEED	weed	8.5	7.5	5.5	7.11	7.33	6.89	24504
329	STOCKING	stocking	6.5	7.5	5.5	6.11	6.33	5.89	20722
3299	KIND	kind	5.2	6.5	4.5	5.11	5.33	4.89	11837
330	HEADBAND	headband	7.5	8.5	6.5	6.5	6.7	6	9698
3300	POLITE	polite	7.5	8.5	5.5	6.37	6.68	5.95	16046
3302	QUARREL (VERB)	argue	8.5	8.5	5.5	7.68	8	7.37	980
3303	PICTURE (PAINTING)	painting	7.5	7.5	4.5	5.5	6	5	15130
3304	PICTURE (PHOTOGRAPH)	photo	7.5	8.5	4.5	6.11	6.37	5.95	15693
3312	SHORT (TIME)	brief	9.5	10.5	7.5	9.68	10	9.47	2460
3313	JACKAL	jackal	10.5	11.5	9.5	10.47	10.95	10	11593
3314	LYNX	lynx	10.5	11.5	9.5	11.5	12	11	12635
3315	FLAX	flax	11.5	10.5	9.5	11.5	12	11	8103
3317	ELM	elm	9.5	8.5	8.5	9.11	9.22	9	6762
332	RAG	rag	6.5	6.5	4.5	5.5	5.67	5	17106
3320	SNARE (TRAP)	snare	10.5	10.5	9.5	10.47	10.95	10	19869
3325	PEARL	pearl	8.5	9.5	7.5	7.11	7.33	7	15396
3327	AUTUMN OR HARVEST SEASON	harvest	8.5	9.5	6.5	8	8.22	7.89	9653
3330	LENTILS	lentil	9.5	10.5	8.5	11.5	11.67	11	12187
3333	BELIEF (RELIGIOUS)	belief	9.5	10.5	6.5	8.11	8.67	8	1724
3336	FUNERAL	funeral	11.5	11.5	7.5	7.11	7.37	6.89	8658
3349	WRISTWATCH	wristwatch	9.5	10.5	8.5	7.11	7.47	6.95	24969
3356	INCENSE	incense	12.5	12.5	10.5	10.47	11	10	10705
3357	CUPBOARD	cupboard	7.5	8.5	5.2	7.11	7.61	6.89	4906
336	PADLOCK	padlock	9.5	9.5	7.5	8.47	8.95	8	15107
3361	OFFICIAL	official	10.5	11.5	8.5	9	9.22	8.89	14576
3367	STUTTERER	stutterer	10.5	11.5	8.5	10.47	10.95	10	20946
3368	POWDER	powder	7.5	8.5	5.5	6.11	6.5	5.89	16231
337	PITCHFORK	pitchfork	9.5	9.5	7.5	8.47	8.95	8	15834
3375	PATIENT (SICK PERSON)	patient	8.5	9.5	6.5	7.11	7.5	7	15335
3376	ROBBER	robber	7.5	8.5	5.5	7	7.11	6.89	18263
3377	EMPEROR	emperor	9.5	10.5	7.5	8.67	8.95	8.47	6836
338	RAKE	rake	6.5	6.5	5	5.5	6	5	17135
3380	HUNTING DOG	hound	8.5	8.5	6.5	8	8.11	7.89	10163
3382	PEACOCK	peacock	7.5	8.5	5.5	7.11	7.47	6.95	15389
3384	WEASEL	weasel	9.5	10.5	7.5	8.37	8.95	8	24474
3385	ALUMINIUM	aluminum	12.5	11.5	8.5	8.5	9	8	593
3386	SULPHUR	sulphur	12.5	11.5	10.5	11.5	12	11	21129
3388	PLACENTA	placenta	15.5	14.5	12.5	12.5	12.94	12	15855
3389	MEASLES	measles	9.5	10.5	5.5	8.11	8.47	7.89	12989
3396	BUILDING	building	6.5	8.5	4.5	6.11	6.37	5.95	2587
3399	WAREHOUSE	warehouse	10.5	11.5	8.5	10	10.22	9.89	24342
34	STAIRS	stairs	5.5	6.5	3.5	5.11	5.22	4.89	20484
3401	HENHOUSE	coop	8.5	8.5	6.5	8.47	8.95	8	4410
3404	TILE	tile	8.5	8.5	6.5	7.11	7.33	7	22022
3405	RULER	ruler	6.5	7.5	5.5	6.11	6.22	6	18413
3406	MERCHANDISE	goods	9.5	10.5	7.5	8.89	9	8.47	9092
3407	FILE (TOOL)	file	8.5	8.5	6.5	8.11	8.22	8	7900
341	SICKLE	sickle	11.5	11.5	8.5	10.47	10.95	10	19418
3413	IN THIS WAY	thus	10.5	11.5	10.5	10	10.11	9.89	21984
3416	EVERY (EACH)	each	6.5	6.5	4.5	5.5	6	5	6536
342	HAY	hay	6.5	6.5	4.5	6.11	6.22	5.95	9682
3423	DRILL	drill	7.5	8.5	5.5	7.11	7.37	6.95	6394
3424	SHEATH	sheath	11.5	11.5	9.5	10.47	10.95	10	19221
3425	JOKE	joke	7.5	7.5	5	5.5	6	5	11694
3426	SURNAME	surname	10.5	10.5	8.5	11.5	12	11	21265
3427	DIRECTION	direction	8.5	9.5	6.5	7.11	7.33	7	5787
3429	COMPARE	compare	8.5	9.5	6.5	8.11	8.37	8	3873
343	VINE	vine	8.5	8.5	6.5	7.11	7.33	7	24161
344	TREE TRUNK	trunk	6.5	7.5	5.2	6.5	6.7	6	22550
3446	PINK	pink	4.5	5.5	3.5	4.11	4.22	3.89	15802
345	SAP	sap	8.5	7.5	6.5	7.11	7.22	7	18573
3452	MUCH	much	5.2	6.5	3.5	5	5.11	4.89	13724
3458	SILENCE	silence	8.5	9.5	5.2	7.11	7.37	6.95	19464
3460	BEACH	beach	6.5	7.5	4.5	5.11	5.22	4.89	1604
3466	DANGEROUS	dangerous	8.5	9.5	6.5	6.5	7	6	5036
3468	KINDNESS	kindness	7.5	8.5	5.5	6.37	6.68	5.95	11845
3469	LEVEL	level	7.5	8	5	6.11	6.22	6	12212
3470	LIAR	liar	7.5	7.5	5.2	6.11	6.22	5.89	12227
3471	OBLIGATION (DUTY)	duty	9.5	9.5	7.5	8.11	8.5	8	6514
3475	SUFFICE	suffice	12.5	13.5	12.5	11.5	12	11	21089
352	UNTIE	untie	6.5	7.5	4.5	5.5	6	5	23761
353	STRIKE	strike	8.5	9.5	5.8	8.11	8.33	8	20862
3533	ONE MILLION	million	8.5	9.5	6.5	7.11	7.33	7	13293
3534	BEG	beg	6.5	6.5	4.5	6.11	6.33	5.95	1698
3535	BE DEFEATED	defeated	9.5	9.5	7.5	8	8.22	7.89	5256
354	POUND	pound	7.5	7.5	5	6.11	6.22	6	16224
3545	WATERY	watery	8.5	9.5	5.5	7	7.11	6.53	24435
355	CUT DOWN	fell	6.5	6.5	3.5	5.11	5.22	4.89	7790
3551	FETCH	fetch	7.5	7.5	4.5	6.11	6.22	5.89	7833
3552	GREET	greet	7.5	8.5	5	7.11	7.37	7	9258
3553	HELLO	hello	5	5.5	3.5	5	5.11	4.89	9815
3554	GOODBYE	farewell	9.5	9.5	7.5	8.5	8.89	8	7676
356	SHEARS	scissors	6.5	7.5	4.5	5.5	6	5	18725
359	POTTER	potter	8.5	9.5	7.5	9.47	9.68	9	16215
3599	BILLION	billion	10.5	10.5	10.5	9.11	9.44	9	1849
3602	TRILLION	trillion	12.5	11.5	12.5	10.11	10.67	10	22486
3608	WARRIOR	warrior	9.5	10.5	7.5	8.11	8.47	7.95	24369
361	PEG	peg	5.2	5.5	5.2	5.5	5.67	5	15440
3610	MALLARD	mallard	10.5	10.5	7.5	9.47	9.95	9	12738
3614	PANT	pant	6.5	6.5	4.5	6.11	6.22	5.89	15174
3615	BLEED	bleed	8.5	8.5	5.2	6	6.11	5	2007
3616	FAINT (PASS OUT)	faint	8.5	8.5	5.5	7.89	8.11	7.47	7602
3617	STUMBLE	stumble	8.5	9.5	5.8	7.11	7.33	7	20923
362	STRING	string	7.5	7.5	4.5	6.37	6.68	5.95	20867
3620	SLEEPY	sleepy	5	6.5	3.5	4.11	4.33	3.89	19698
3621	DISABLED PERSON	cripple	10.5	9.5	6.5	8.47	8.95	8	4750
3624	LEPROSY	leprosy	12.5	12.5	12.5	12.11	12.47	12	12191
3625	HEADACHE	headache	8.5	9.5	5.5	6.5	6.7	6	9697
3626	KNOW	know	6.5	7.5	3.5	5.5	6	5	11903
3628	HONOR (SOMEBODY)	honor	10.5	9.5	7.5	8	8.11	7.89	10065
3629	HESITATE	hesitate	9.5	10.5	7.5	10.47	10.95	10	9879
363	DWELL (LIVE, RESIDE)	dwell	10.5	11.5	8.5	10.47	10.95	10	6517
3630	PLAN	plan	6.5	7	4.5	6.68	6.89	6.53	15867
3631	PRETEND	pretend	6.5	7.5	4.5	5.37	5.68	4.95	16452
3632	GENEROUS	generous	9.5	9.5	7.5	8.47	8.95	8	8830
3633	CURIOUS	curious	7.5	8.5	5.2	7.5	7.8	7	4924
3634	STUBBORN	stubborn	8.5	9.5	6.5	7.5	7.89	7	20906
3635	ADULT	adult	8.5	10.5	8.5	6.11	6.22	5.89	305
3637	WEAVER	weaver	10.5	10.5	8.5	10	10.22	9.89	24484
3638	ASSEMBLE (GET TOGETHER)	assemble	10.5	10.5	7.5	8.68	8.95	8.47	1090
3639	AVOID	avoid	9.5	9.5	6.5	7.68	7.95	7.47	1308
3640	GOSSIP	gossip	10.5	10.5	8.5	8.5	8.89	8	9115
3642	COMPLAIN	complain	8.5	9.5	5.5	7.5	7.89	7	3910
3643	AGREE	agree	7.5	8.5	4.5	6.89	7	6.53	438
3644	AGREEMENT	agreement	9.2	10.5	7.5	8.68	8.95	8.47	443
3645	PERSUADE	persuade	9.5	10.5	8.5	10	10.47	9.47	15603
3646	PROVERB	proverb	11.5	11.5	10.5	10.89	11	10.47	16753
3647	TICKLE (SOMEBODY)	tickle	5.2	6.5	3.5	4.89	5	3.89	21998
3648	SERVE (SOMEONE)	serve	8.5	9.5	4.5	7.11	7.33	7	19086
3649	PUNISH	punish	7.5	8.5	4.5	6	6.11	5	16882
365	SPLASH	splash	5.8	7.5	3.5	5.11	5.33	4.89	20302
3651	MUSH (FOOD)	mush	7.5	7.5	5.5	7	7.22	6.89	13821
3653	COOKING POT	saucepan	8.5	8.5	5.5	8.47	8.95	8	18602
3658	BELLOWS	bellows	12.5	11.5	10.5	11.5	12	11	1737
3659	POLISH (SOMETHING)	polish	8.5	9.5	6.5	7.5	7.89	7	16043
366	LIMP	limp	7.5	8.5	5.5	7	7.11	6.89	12318
3664	INHERIT	inherit	12.5	12.5	10.5	10.47	10.95	10	11052
3665	TRAVEL	travel	8.5	8.5	5.5	6.68	6.95	6.47	22403
3666	WANDER	wander	8.5	9.5	5.8	8.11	8.37	8	24331
3667	LOST	lost	6.5	7.5	4.5	5.11	5.33	4.95	12522
367	RIDE	ride	5.5	6.5	3.5	5.11	5.22	4.89	18161
3670	PLUNDER	plunder	11.5	11.5	9.5	10.47	11	10	15976
3673	MOURNING	mourning	11.5	11.5	8.5	10.47	10.95	10	13699
3674	ANTELOPE	antelope	9.5	10.5	7.5	8.37	8.95	8	777
3675	ZEBRA	zebra	6.5	6.5	5.2	6.11	6.22	5.89	25051
3676	SHREW	shrew	10.5	10.5	8.5	11.5	12	11	19371
