CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
3626	KNOW	know	5.5	6	5	4.5	13604
3628	HONOR (SOMEBODY)	honor	8	8.11	7.89	7.89	11604
3629	HESITATE	hesitate	10.47	10.95	10	8.3	11391
363	DWELL (LIVE, RESIDE)	dwell	10.47	10.95	10	10.78	7630
3630	PLAN	plan	6.68	6.89	6.53	6.78	18262
3631	PRETEND	pretend	5.37	5.68	4.95	4.56	18929
3632	GENEROUS	generous	8.47	8.95	8	7.22	10166
3633	CURIOUS	curious	7.5	7.8	7	6.64	5870
3634	STUBBORN	stubborn	7.5	7.89	7	7.17	23690
3635	ADULT	adult	6.11	6.22	5.89	4.68	370
3638	ASSEMBLE (GET TOGETHER)	assemble	8.68	8.95	8.47	8.72	1390
3639	AVOID	avoid	7.68	7.95	7.47	8.5	1634
3640	GOSSIP	gossip	8.5	8.89	8	9.16	10522
3642	COMPLAIN	complain	7.5	7.89	7	7.28	4768
3643	AGREE	agree	6.89	7	6.53	7.68	532
3644	AGREEMENT	agreement	8.68	8.95	8.47	8.16	534
3645	PERSUADE	persuade	10	10.47	9.47	10.79	17924
3646	PROVERB	proverb	10.89	11	10.47	8.16	19256
3647	TICKLE (SOMEBODY)	tickle	4.89	5	3.89	4.35	24881
3648	SERVE (SOMEONE)	serve	7.11	7.33	7	7.17	21891
3649	PUNISH	punish	6	6.11	5	6.68	19416
365	SPLASH	splash	5.11	5.33	4.89	3.67	23094
3651	MUSH (FOOD)	mush	7	7.22	6.89	5.78	15881
3653	COOKING POT	saucepan	8.47	8.95	8	7.89	21364
3657	GRANARY	granary	11.5	12	11	11.38	10571
3658	BELLOWS	bellows	11.5	12	11	13.191395	2186
3659	POLISH (SOMETHING)	polish	7.5	7.89	7	8.06	18457
366	LIMP	limp	7	7.11	6.89	7.16	14104
3664	INHERIT	inherit	10.47	10.95	10	9.05	12665
3665	TRAVEL	travel	6.68	6.95	6.47	5.9	25328
3666	WANDER	wander	8.11	8.37	8	6.89	27255
367	RIDE	ride	5.11	5.22	4.89	4.67	20866
3670	PLUNDER	plunder	10.47	11	10	12.47	18380
3673	MOURNING	mourning	10.47	10.95	10	11.05	15758
3674	ANTELOPE	antelope	8.37	8.95	8	8.39	977
3675	ZEBRA	zebra	6.11	6.22	5.89	4.79	28013
3676	SHREW	shrew	11.5	12	11	11.82	22165
3677	MONGOOSE	mongoose	10.47	10.95	10	9.94	15578
3679	GROWL	growl	6.11	6.37	5.95	5.79	10757
3680	RUMINATE	ruminate	14.5	15	14	14.5	21123
3681	PARTRIDGE	partridge	9.47	10	9	8.05	17553
3683	CACKLE	cackle	10	10.47	9.47	8.56	3332
3684	PECK	peck	6.11	6.33	5.89	7.894866	17698
3685	HISS	hiss	6.5	7	6	6.33	11475
3687	DESERT	desert	7.11	7.37	7	8.35	6519
3688	MARSH	marsh	9	9.22	8.89	10.633714999999999	14786
3689	BUBBLE	bubble	4.11	4.37	3.89	3.79	3101
369	OWE	owe	7.11	7.37	7	8.61	17248
3695	MOVEMENT	movement	8.11	8.5	8	6.58	15772
3697	DIP	dip	5.5	6	5	7	6827
3698	SINGE	singe	10.47	10.95	10	11.57	22331
370	BARTER	barter	10.47	10.95	10	10.72	1956
3700	LENGTHEN	lengthen	9.11	9.5	9	7.84	13942
3701	HOLLOW	hollow	8.11	8.5	8	7.44	11531
3702	SLIPPERY	slippery	6.11	6.37	5.95	6.72	22522
3703	STICKY	sticky	5.37	5.68	4.95	4.06	23459
3704	ODOR (SMELL)	odor	7.5	7.89	7	6.81	16697
3707	BEIGE	beige	10.5	11	10	7.74	2159
3709	BRILLIANT	brilliant	9	9.22	8.89	7.95	3008
3712	RAINCOAT	raincoat	5.5	6	4.89	5.5	19717
3714	LARYNX	larynx	12.5	13	12	12.72	13752
3716	OVARY	ovary	11.5	11.89	11	12.26	17081
3717	BADGER	badger	8.47	8.95	8	8.74	1768
3719	MARMOT	marmot	12.5	12.8	12	13.91	14774
3720	BUDGERIGAR	budgerigar	13	13	13	8.98188	3125
3721	FINCH	finch	9.11	9.47	8.95	8.907281	9175
3722	FLAMINGO	flamingo	7	7.22	6.89	6.32	9303
3723	NIGHTINGALE	nightingale	9.47	10	9	8.811368	16247
3724	STORK	stork	7	7.22	6.89	7.649755000000002	23554
3725	AVOCADO	avocado	10.47	10.95	10	9.29	1632
3726	BROCCOLI	broccoli	6.47	6.95	5.95	5.2	3040
3727	CELERY	celery	6.5	6.89	6	5.78	3777
3729	LETTUCE	lettuce	6.22	6.61	5.89	4.28	13972
3730	APRICOT	apricot	8.47	8.95	8	6.15	1171
3732	POMEGRANATE	pomegranate	10.47	10.95	10	11.17	18513
3733	FERRY	ferry	8.37	8.68	8	8	9054
3734	CHIMPANZEE	chimp	7.47	7.95	7	7.17	4070
3736	INSTEP	instep	11.5	12	11	12	12809
3737	BAREFOOT	barefooted	6.5	7	6	5.37	1911
3739	MARTEN	marten	12.5	12.94	12	10.14	14793
374	ONE TIME	once	6.11	6.22	5.89	4.974848000000001	16777
3740	WHIRLWIND	whirlwind	8.68	9	8.47	10.5	27543
3743	BRASS	brass	8.68	8.95	8.47	9.05	2906
3744	INTERPRETER	interpreter	10.47	10.95	10	11	12966
3746	VASE	vase	6.5	7	6	7.89	26873
3747	SHAPE	shape	5.11	5.22	5	4.47	21974
375	SNIFF	sniff	6	6.11	5	6.16	22665
3750	KHAKI	khaki	9.47	10	9	9.89	13479
3752	LILAC	lilac	9.68	10	9.47	8.89	14082
3753	MAGENTA	magenta	10	10.22	9.89	7.79	14520
3754	TRANSPARENT	transparent	8.11	8.5	8	10.67	25299
3755	MOUNTAINOUS	mountainous	9.11	9.67	9	10.56	15752
3756	FLORAL	floral	9	9.22	8.89	8.84	9416
3757	MUGGY	muggy	9.47	9.68	9	8.06	15811
3758	WINDY	windy	6.11	6.22	5.89	5.39	27672
3759	FOGGY	foggy	7	7.11	6.53	7.11	9493
376	FRAGRANT	fragrant	9.11	9.47	9	9.58	9740
3760	THUNDERY	thunderbolt	7.47	7.95	7	6.65	24860
3761	EMOTIONAL	emotional	9.11	9.47	8.95	9.45	7983
3762	SAFE	safe	5.11	5.33	4.89	5.11	21200
377	LOUD	loud	5.11	5.22	4.89	4.537911000000001	14347
3777	CATFISH	catfish	7.37	7.68	7	6.61	3712
378	PINCH	pinch	5.5	6	5	5.5	18163
3780	PET	pet	4.89	5	3.89	4.05	17958
379	BLUNT	dull	7.11	7.37	6.95	8.05	7571
3796	ALBATROSS	albatross	11.5	12	11	11.64	606
3797	OSTRICH	ostrich	7.37	7.95	7	6.42	16965
3798	STINGER	stinger	7.11	7.5	7	7.79	23480
3799	FISHBONE	fishbone	7	7.22	6.89	7.639098000000001	9232
38	SPREAD OUT	spread	6.5	6.7	6	5.72	23164
380	WRINKLED	wrinkled	7.11	7.47	7	7.26	27905
3800	IVORY	ivory	8.68	8.95	8.47	9.39	13210
3801	DATE (FRUIT)	date	7	7.11	6.89	5.84	6036
3802	FERN	fern	7.68	7.95	7.47	8.67	9047
3803	RASPBERRY	raspberry	7.22	7.67	6.89	5.33	19788
3804	GRAPEFRUIT OR POMELO	grapefruit	7.5	7.89	7	6.9	10600
3807	EYEBALL	eyeball	5.5	6	5	3.83	8772
3808	JUNGLE	jungle	6.11	6.37	6	5.26	13399
3809	SCREAM (PRODUCE A CRY)	scream	6.11	6.37	5.95	4.2	21562
381	BLAME	blame	7	7.11	6.53	6.48	2464
3812	COWARDLY	cowardly	9.47	9.95	9	8.84	5514
3813	DISOBEDIENT	disobedient	8	8.37	7.89	6.63	7043
3814	HANDSOME	handsome	7.11	7.47	6.95	6.5	11028
3815	ALMOND	almond	8.47	8.95	8	7.67	686
382	GOVERN	govern	9.11	9.33	9	9.53	10532
3821	BROOK	brook	8.47	8.95	8	8.42	3063
383	MASTER	master	7.11	7.33	7	6.5	14829
3837	ASTRINGENT	astringent	13.5	14	13	13.89	1437
384	FREEMAN	freeman	10.47	10.68	10	11.38	9783
3840	CRANBERRY	cranberry	7.11	7.44	7	6.45	5560
3841	WINDMILL	windmill	7.11	7.5	7	5.32	27656
3843	BUT	but	5.11	5.22	4.89	4.601853000000001	3269
3844	CONTEMPT	contempt	12.11	12.47	12	12.44	5128
3845	DISAPPOINTMENT	disappointment	8.11	8.47	7.89	8.32	6874
3846	EXCITEMENT	excitement	7.11	7.47	6.95	7.2	8533
3848	SURPRISE (FEELING)	surprise	6.11	6.37	5.95	5.47	24089
3849	TRIUMPH	triumph	10.47	10.95	10	10.16	25440
385	RESPECT (SOMEBODY)	respect	7.11	7.37	6.95	8.5	20620
3854	SADNESS	sadness	5.5	6	5	5	21196
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	5.37	5.68	4.89	5.05	13199
3857	EGGSHELL	eggshell	5.5	6	5	7.11	7798
3858	CONFUSED	confused	7.11	7.47	6.95	8.02275	4962
3859	MIDWIFE	midwife	11.47	11.95	11	10.89	15229
3860	POSSESSIONS	belongings	8.5	8.89	8	9.17	2192
3861	FAIL	fail	6.11	6.22	5.89	6	8823
3866	ABORTION	abortion	12.5	12.8	12	13.21	51
3867	ALCOHOLIC (PERSON)	alcoholic	11	11.22	10.89	9.95	615
3869	ANXIOUS	anxious	10	10.47	9.89	10.21	1060
387	SLING	sling	7.68	7.95	7.47	8.67	22512
3871	MURDERER	assassin	10.47	10.95	10	11.28	1382
3872	BLOND	blond	6.95	7.11	6.53	6.72	2541
3873	CHOCOLATE	chocolate	5	5.5	4	3.33	4107
3874	KNOWLEDGE	knowledge	8.11	8.47	7.89	7.68	13608
3875	CRIMINAL	criminal	8.11	8.37	7.89	6.78	5660
3876	DENTIST	dentist	5.5	6	5	5.22	6411
3877	DEPRESSION	depression	10.95	11.16	10.47	10.71	6465
3878	DIAMOND	diamond	6.11	6.22	6	6.47	6697
3879	IMAGINE	imagine	6.95	7.11	6.53	6.06	12077
388	FISHNET	fishnet	8.37	8.68	8	10.55	9246
3881	PISTOL	pistol	8.47	8.95	8	7.28	18210
3882	ROSE	rose	5.5	6	5	6.11	21032
3883	NOISY	noisy	6.37	6.68	5.95	5.33	16309
3885	IMPATIENT	impatient	8.47	8.95	8	7.39	12156
3886	TARANTULA	tarantula	9.11	9.67	8.89	7.76	24409
3887	NOBODY	nobody	5.5	6	5	5.251930000000001	16295
3888	SKUNK	skunk	6.37	6.68	5.95	5.32	22427
3892	ACQUIRE (SOMETHING)	acquire	10.47	10.95	10	9.94	219
3893	AFFORD	afford	8.37	8.68	8	7.47	452
3894	ATTACH	attach	7.68	7.95	7.37	6.39	1486
3895	DETECT	detect	9.11	9.5	9	9.53	6584
3896	ROAR	roar	6.11	6.33	5.89	4.79	20962
3897	NATURE	nature	7.11	7.37	6.95	6.16	16027
39	KEEN	keen	10.47	10.95	10	10.7	13449
390	PUNISHMENT	punishment	6	6.5	5	5.47	19419
3902	TRUST (SOMEBODY)	trust	6.5	6.7	6	6.55	25493
3903	SYMPATHIZE	sympathize	10.47	10.95	10	9.42	24236
3904	ENCOUNTER (MEET)	encounter	10.11	10.47	9.89	8.63	8051
391	BLESS	bless	6.37	6.68	5.95	5.33	2499
3914	TURQUOISE	turquoise	9.47	10	9	7.68	25578
3915	PRIDE	pride	7.11	7.22	7	8.95	18962
3916	PLEASURE	pleasure	8.5	8.89	8	8.21	18337
3917	DEVIL	devil	6.5	6.89	6	5	6643
3918	CALABASH	calabash	14.5	15	14	16.75	3358
392	MAGIC	magic	5.5	6	5	5.52	14523
3929	BRAZILIAN CEDAR	cedar	9.47	9.95	9	9.86	3767
393	CIRCUMCISION	circumcision	12.5	13	12	12.11	4213
394	SHAMAN (FOLK HEALER)	shaman	13.5	13.89	13	12.25	21960
3947	HONEYCOMB	honeycomb	8.37	8.68	8	7.11	11597
3948	SHOTGUN	shotgun	8.11	8.47	7.89	7.53	22136
395	PILL	pill	6.37	6.68	5.89	6.06	18145
3951	PANDA	panda	7	7.11	6.89	5.67	17379
3952	REFRIGERATOR	refrigerator	6.5	7	5.89	4.11	20195
3953	CHARITY	charity	8.37	8.68	8	7.63	3935
3954	FRIENDSHIP	friendship	6.11	6.33	5.89	5.62	9826
3955	HOSTILITY	hostility	11.5	12	11	11.47	11694
3956	DISPUTE	dispute	10.5	11	10	12.05	7092
3957	SYSTEM	system	9.11	9.5	9	9.9	24277
3958	SOCIETY	society	10	10.22	9.89	8.7	22746
3959	RELATIONSHIP	relationship	9.11	9.5	9	9.11	20313
3960	IDENTITY	identity	10	10.22	9.89	9.45	12005
3961	TEAM	team	6.11	6.22	5.89	6	24476
3962	DISCIPLINE	discipline	8	8.47	7.47	7.7	6908
3963	SCENERY	scenery	8.68	8.95	8.47	9.7	21451
3964	SPLENDOR	splendor	10.47	11	10	10.79	23103
3965	TRAUMA	trauma	11.47	11.95	11	9.72	25324
3966	CONCEPT	concept	10.47	10.95	10	11.44	4846
3967	CONTENT	content	8.11	8.37	8	8.37	5134
3968	EFFECT	effect	9.11	9.5	9	9.26	7768
3969	RESULT	result	8.11	8.22	8	8.22	20671
3970	PROCESS	process	9.11	9.44	9	10.7	19038
3971	METHOD	method	10	10.22	9.89	11.15	15147
3972	EXCITED	excited	6.11	6.47	5.95	6.21	8532
3973	DEPRESSED	depressed	10.47	10.95	10	9.47	6463
3974	UNHAPPY	unhappy	6.11	6.33	5.89	4.89	26174
3975	NERVOUS	nervous	7.95	8.11	7.47	6.79	16133
3976	EXPLODE	explode	7.5	8	7	7	8667
3977	SHINY	shiny	5.5	6	5	4.32	22057
3978	COMPANION	companion	9	9.22	8.89	9.58	4731
3979	TADPOLE	tadpole	7.11	7.5	7	6.37	24317
398	PIERCE	pierce	8.37	8.68	8	8.076035	18115
3981	GUAVA	guava	12.5	12.8	12	12.39	10793
3982	BREEZE	breeze	7.11	7.33	7	6.22	2968
3984	THESE (PLURAL OF THIS)	these	6.11	6.22	5.89	6.424200000000001	24750
3985	THOSE (PLURAL OF THAT)	those	6.11	6.33	5.89	5.006819000000001	24796
3986	COLLAPSE	collapse	8.5	9	8	9.17	4562
3987	HOARSE	hoarse	9.47	10	9	7.95	11494
3988	PLATEAU	plateau	11.47	11.95	11	9.74	18288
3989	AGAVE	agave	13.5	13.8	13	14.57	490
399	PLANTAIN	plantain	12.5	12.8	12	12.8	18274
3990	LAWN	lawn	6.22	6.44	5.89	5.45	13811
3991	TORTILLA	tortilla	8.47	8.95	8	8.28	25108
3992	SARDINE	sardine	8.47	8.95	8	7.74	21328
3993	JINGLE (INSTRUMENT)	jingle	7	7.22	6.89	5.21	13310
3994	PIANO (INSTRUMENT)	piano	6.11	6.37	5.95	5.5	18083
3995	AMAZONIAN MANATEE	manatee	10	10.47	9.89	10.56	14650
3997	ARTICHOKE	artichoke	9.47	10	9	10	1310
4	COURTYARD	courtyard	10	10.22	9.89	9.95	5491
40	ENVY	envy	9.11	9.44	9	8.37	8237
4000	LIGHTBULB	lightbulb	6.37	6.68	5.95	5.89	14059
4003	PLIERS	pliers	8.47	8.95	8	7	18357
4005	SUITCASE	suitcase	7.11	7.37	6.89	8.22	23907
4006	ROBOT	robot	7.11	7.33	7	5.35	20971
4007	WALRUS	walrus	7.11	7.47	6.95	5.06	27252
4008	SANDWICH	sandwich	5.11	5.37	4.89	4.79	21306
4010	TOASTER	toaster	6	6.11	5	6.72	24993
4011	TRUCK	truck	4.5	5	4	3.79	25480
4012	TELESCOPE	telescope	8.11	8.47	8	6.95	24554
4013	AMBULANCE	ambulance	6.37	6.89	5.95	6.16	766
4014	MICROPHONE	microphone	7.5	8	7	6.25	15187
4015	PIRATE	pirate	6.11	6.37	5.89	6.5	18204
4016	MICROSCOPE	microscope	9.11	9.44	9	9.16	15190
4017	JELLYFISH	jellyfish	6.5	6.89	6	6.61	13282
4018	BLOUSE	blouse	7.5	7.89	7	6.65	2574
4019	CIGAR	cigar	9	9.22	8.89	7.67	4187
402	SURPASS	surpass	10.5	11	10	11	24087
4020	CLOWN	clown	5.11	5.33	4.89	3.72	4407
4021	DINOSAUR	dinosaur	5.5	6	5	4.91	6819
4022	SUBMARINE	submarine	7.5	7.89	7	7.94	23772
4023	VIOLIN	violin	7.11	7.5	7	7.45	27074
4024	SAXOPHONE	saxophone	8.37	8.95	8	9.1	21388
4025	LANTERN	lantern	7.11	7.5	7	8.55	13727
4026	SAILBOAT	sailboat	6.5	6.89	6	4.65	21217
4027	BATHTUB	bathtub	5	5.11	4	3.22	2004
4028	ASHTRAY	ashtray	7.37	7.95	7	5.95	1354
4030	DOORKNOB	doorknob	6	6.5	5	4.7	7329
4033	ELEVATOR	elevator	6.5	6.7	6	5.47	7887
4035	SWEATER	sweater	6.11	6.22	5.89	5.22	24162
404	ALCOHOL (FERMENTED DRINK)	alcohol	10.11	10.5	9.89	9	614
41	IGNORE	ignore	7.37	7.68	6.95	6.74	12038
410	YAM	yam	7.47	7.68	7	8.342459999999999	27938
411	GOURD	gourd	9.89	10.16	9.47	10.65	10528
416	OUTRIGGER	outrigger	12.5	13	12	11.41	17050
419	SEVERE	severe	9.5	10	9	9.05	21914
42	STINKING	stinky	5.11	5.22	4.89	4.53	23487
420	FOREST	forest	7	7.11	6.89	6.28	9619
421	RETREAT	retreat	9.11	9.33	9	10.53	20724
43	LEAD (GUIDE)	lead	7.11	7.22	7	6.76	13836
430	TWIST	twist	6.11	6.33	5.89	6.46	25624
432	BLOWGUN	blowgun	10	10.47	9.47	10.89	2580
438	CHIGGOE (JIGGER FLEA)	chigger	10.5	11	10	10.78	4049
44	INJURE	injure	7.5	7.89	7	7.53	12691
442	FRONT TOOTH (INCISOR)	incisor	10.47	10.95	10	10.7	12347
446	LOWER ARM	forearm	8.89	9	8.47	8.65	9579
449	CORN FIELD	cornfield	7.11	7.33	7	6.42	5315
45	EVIL	evil	6.11	6.33	6	6.71	8472
459	SNAP (OF STICK)	snap	6.11	6.22	5.89	6.05	22644
467	CRAYFISH	crayfish	8.47	8.95	8	9.35	5591
47	EXCRETA	excreta	14	14	14	12.8	8547
470	POSSUM	possum	7.47	7.95	7	6.61	18621
471	UPPER LEG (THIGH)	thigh	7.5	7.89	7	6.42	24766
472	PELICAN	pelican	7.47	7.95	7	8.22	17740
474	DRESS	dress	4.5	5	4	4.05	7471
476	CUP	cup	4.11	4.22	3.89	3.57	5849
477	LATE	late	5.5	5.5	5	5.28	13763
478	LIP	lip	4.5	5	4	3.79	14143
479	GROW	grow	5.11	5.22	4.89	4.79	10755
48	BE SILENT	silent	6.67	7	6.53	4.42	22276
480	PLATE	plate	4.5	4.5	4	3.84	18287
481	DISH	dish	4.5	5	4	4.89	6989
482	NOBLE	noble	10	10.22	9.89	10.67	16290
483	COMPOUND	compound	10.47	10.95	10	11.26	4801
484	CONDEMN	condemn	11.5	12	11	12.5	4882
485	DISAPPEAR	disappear	7.11	7.37	6.95	5.37	6869
486	MINISTER	minister	9.11	9.47	8.95	7.42	15319
487	SHY	shy	6.11	6.37	5.95	5.32	22201
488	MANNER	manner	8	8.21	7.47	6.83	14697
489	KIDNEY	kidney	8.37	8.68	8	9.33	13497
49	REFUSE	refuse	8.5	8.89	8	9.33	20205
490	DESCENDANTS	descendant	10.47	10.95	10	9.61	6506
491	CENTER	center	6.68	6.95	6.53	6.57	3806
492	THREE	three	4.11	4.22	3.89	3.6853510000000003	24813
493	FIVE	five	4	4	4	4.505940000000001	9263
494	FLIRT	flirt	10.47	10.89	10	8.68	9390
495	REVENGE	revenge	9	9.47	8.47	8	20768
496	CUCUMBER	cucumber	7	7.5	6.5	5.72	5811
497	SCAR	scar	6.11	6.37	5.95	5.68	21425
499	CURE	cure	7.11	7.33	7	9.58	5865
5	GAZELLE	gazelle	9.89	10.16	9.47	9.37	10128
500	CRUEL	cruel	8.11	8.37	7.89	7.63	5754
501	LIFT	lift	5.5	6	5	4.74	14052
502	NAIL (TOOL)	nail	5.5	5.5	5	5.42	15963
503	FROG	frog	5.11	5.22	4.89	4.32	9853
504	LEARN	learn	5.11	5.22	4.89	4.44	13858
506	MAIZE	corn	5.11	5.22	4.89	4.61	5305
507	MELON	melon	6.11	6.37	5.95	4.21	15014
508	PERIOD	period	8.11	8.22	8	6.78	17849
509	CERTAIN	certain	8.11	8.5	8	8.2	3841
51	SORE	sore	6.11	6.33	5.95	5.84	22868
518	SPARK	spark	7	7.22	6.89	7.95	22950
519	SPOT	spot	5.11	5.22	4.89	5.39	23151
52	SHIVER	shiver	7.5	7.89	7	7.5	22085
522	WOLF	wolf	6.11	6.37	5.95	4.5	27757
523	BACK OF HEAD	rear	7.11	7.37	6.89	6.89	19888
526	HOWL	howl	6.11	6.33	6	5.55	11749
528	DREADFUL	dreadful	8.68	8.95	8.47	6.78	7455
53	SPIRIT	spirit	7.11	7.5	7	7.11	23076
530	FRECKLE	freckle	6.5	7	6	5.61	9772
533	GLUTTON	glutton	11.47	11.95	11	12.22	10402
534	HUMP	hump	7	7.11	6.89	6.11	11816
535	INFLATED	inflated	9.11	9.5	9	9.5	12604
537	TURBID	turbid	14.5	15	14	15.83	25547
539	NEST	nest	5.5	5.89	5	5.11	16136
54	SHRINK	shrink	7.11	7.33	7	7.06	22174
540	PALATE	palate	11.47	11.95	11	11.72	17339
541	POETRY	poetry	7.11	7.44	7	8.11	18422
543	SHUTTLE	shuttle	9.47	9.95	9	8.37	22200
544	SPICY	spicy	6.37	6.68	5.95	5.06	23048
545	SPRUCE	spruce	9.47	9.95	9	10.84	23181
547	SURFACE	surface	8.11	8.37	8	8.86	24074
55	WHISPER	whisper	6.22	6.47	5.95	4.26	27551
550	DILUTE	dilute	10.47	10.95	10	12.11	6784
554	HINDER	hinder	10.47	10.95	10	11.1	11458
555	INFRINGE	infringe	13.5	14	13	14.56	12633
557	OFFEND	offend	8.47	8.95	8	9.67	16709
56	BAD LUCK	misfortune	10.11	10.47	10	10.53	15394
568	RISE (MOVE UPWARDS)	rise	6.89	7	6.53	6.72	20924
569	SPOIL (BECOME SPOILED)	rot	7.11	7.22	7	7.57	21039
57	ATOP	upon	8.11	8.47	7.89	6.179089	26687
571	STING	sting	6.37	6.68	5.95	6.21	23479
573	SWAY	sway	8.47	8.95	8	9.58	24157
575	TREAD	tread	9.47	9.95	9	8.75	25340
576	DANDRUFF	dandruff	10.47	10.95	10	10.74	6001
577	FOREFINGER	forefinger	8.5	9	8	7.26	9590
578	KISS	kiss	5.11	5.22	4.89	3.61	13547
579	BATTLE	battle	7.11	7.37	6.95	6.95	2015
58	LIQUID	liquid	7.11	7.44	7	5.83	14154
580	FUR	fur	5.5	6	5	5.22	9947
581	COME BACK	return	7.11	7.37	7	5.61	20746
582	LEND	lend	7	7.11	6.53	8.45	13939
584	DIFFICULT	difficult	7.5	8	7	5.85	6745
585	BOOT	boot	5.37	5.68	4.89	3.89	2758
586	GARDEN	garden	5.5	5.67	5	5.33	10060
587	ANT	ant	5.11	5.22	4.89	4.32	966
59	ELECTRICITY	electricity	7	7.22	6.89	6.6	7850
590	NAKED	naked	5.5	6	5	4.68	15969
592	PISS	urinate	9	9.33	8.89	7.63	26738
593	POTATO	potato	5.11	5.37	4.89	4.84	18664
594	PIECE	piece	6.11	6.22	5.89	4.89	18111
595	GROUNDNUT (PEANUT)	peanut	5.11	5.33	4.89	5	17686
596	POSTAGE STAMP	stamp	6.11	6.22	5.89	6.33	23280
597	PHYSICIAN	doctor	5.11	5.33	4.89	4.6	7249
598	SHELL	shell	6	6.11	5.53	5.22	22022
6	EARTHQUAKE	earthquake	7.11	7.33	7	7.53	7681
60	OAT	oats	7	7.11	6.89	7.489900000000001	16579
600	STRANGE	strange	7.11	7.37	6.95	6.42	23589
602	HIDE (CONCEAL)	conceal	10	10.37	9.89	10.81	4834
603	COAT	coat	5.11	5.22	4.89	3.58	4444
604	GLASS	glass	5.11	5.22	4.89	4.47	10329
605	GRAIN	grain	8	8.11	7.89	7.44	10564
606	GRASS	grass	4.5	5	4	3.94	10613
607	GRASSHOPPER	grasshopper	6.37	6.89	5.95	5.78	10614
608	GULF	gulf	9.11	9.33	9	9.365532	10826
609	HAIL	hail	7.11	7.33	7	7.9	10923
610	PORT	port	9.11	9.33	9	9.32	18578
611	HARVEST	crop	7.11	7.33	6.95	7.63	5707
612	HEAT	heat	5.5	5.5	5	5.33	11247
613	HIGH TIDE	flood	7	7.22	6.89	6.58	9402
614	HILL	hill	5.11	5.22	4.89	3.47	11450
615	HORSE	horse	5.11	5.33	4.89	4.15	11660
616	HOSPITAL	hospital	5.5	6	5	5.55	11684
617	ICE	ice	4.89	5	4	3.86	11968
618	PRECIPICE	precipice	12.47	13	12	11.94	18757
619	ANIMAL	animal	4.5	5	4	2.89	914
620	INSECT	insect	6.11	6.33	6	4.75	12752
621	IRON	iron	7.11	7.5	7	7.32	13126
622	ISLAND	island	7.11	7.47	7	7.41	13176
623	LAGOON	lagoon	10.47	10.95	10	9.42	13670
624	LAKE	lake	6.11	6.22	5.95	4.61	13672
625	LAMP	lamp	5.11	5.22	4.89	4	13690
626	LAND	land	5.5	5.5	5	5.22	13699
628	LEAF	leaf	5	5.11	4.89	4.6	13843
629	LEATHER	leather	7.47	7.95	7	7.25	13866
630	LIGHT (RADIATION)	light	4.11	4.22	3.89	4.05	14058
631	LIVESTOCK	livestock	9.11	9.5	9	7.89	14203
632	LIZARD	lizard	6.95	7.16	6.53	5.42	14205
633	MARKET	market	6.11	6.22	6	7.16	14762
634	MEAT	meat	5.11	5.22	4.89	4.42	14938
635	MILK	milk	4.37	4.53	3.89	3.37	15261
636	MILL	mill	8	8.11	7.89	8.17	15267
637	MOSS	moss	7.11	7.37	7	8.310489	15701
638	MOTORCYCLE	motorcycle	6.47	7	5.95	5.05	15738
639	MOUNTAIN	mountain	6.11	6.33	5.95	6.15	15750
64	PIN	pin	5.11	5.22	4.89	4.53	18159
640	MUD	mud	4.61	5	3.89	4.05	15790
641	MUSHROOM	mushroom	6.5	6.89	6	6.44	15883
642	MUSIC	music	4.5	5	4	3.81	15885
644	OAK	oak	7.11	7.22	7	7.35	16570
645	OCEAN	ocean	6.11	6.37	5.95	4.74	16673
646	ASH	ashes	6.5	6.89	6	7.06362	1351
647	PAINT (PIGMENTS)	paint	5.11	5.22	4.89	4.45	17324
648	PAPER	paper	4	4	4	4	17419
649	PASTURE	pasture	8.47	8.95	8	6.33	17587
65	AMBUSH	ambush	10.47	10.95	10	9.3	769
650	PETROLEUM	petroleum	11.11	11.47	11	11.11	17969
651	SEAL	seal	6.11	6.22	6	5.42	21636
652	PLAIN	plain	6.68	6.95	6.53	7.37	18255
653	PLANT (VEGETATION)	plant	5	5.11	5	3.95	18273
654	PLASTIC	plastic	6.11	6.37	5.95	5.11	18284
655	POISON	poison	7.11	7.5	7	5.58	18436
656	POLICE	police	5.37	5.68	4.89	5.05	18451
657	PRICE	price	6.11	6.22	6	7.35	18957
658	RAIN (PRECIPITATION)	rain	4.61	5	3.89	3.6	19715
659	REED	reed	8.11	8.22	8	8.779397000000001	20118
66	KNEEL	kneel	6.95	7.11	6.53	6.95	13578
660	REEF	reef	9.47	9.68	9	9.72	20120
661	RELIGION	religion	8.11	8.47	7.89	7.06	20344
662	BATTERY	battery	6.5	6.7	6	5.58	2014
663	BAY	bay	7	7.11	6.89	8.67	2032
664	RESIN	resin	12.5	12.8	12	12.07	20601
665	BEE	bee	5.11	5.22	4.89	5	2116
666	RIVER	river	6.11	6.22	5.95	4.9	20938
667	ROAD	road	5.11	5.22	4.89	4.55	20949
668	ROCK	rock	5.11	5.22	4.89	3.22	20975
