CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_PM	CHINESE_CD	CHINESE_CD_LOG	CHINESE_CD_PERCENTAGE	LINE_IN_SOURCE
3635	ADULT	大人	2784.0	3.4447	82.99	748.0	2.8739	11.98	1075
3638	ASSEMBLE (GET TOGETHER)	聚齐	6.0	0.7782	0.18	6.0	0.7782	0.1	42357
3642	COMPLAIN	埋怨	118.0	2.0719	3.52	99.0	1.9956	1.59	10374
3646	PROVERB	谚语	91.0	1.959	2.71	73.0	1.8633	1.17	12126
365	SPLASH	噴	2.0	0.301	0.06	1.0	0.0	0.02	59477
3650	APPLY (OINTMENT)	敷	132.0	2.1206	3.93	92.0	1.9638	1.47	9725
3654	TAKE OUT	取出	260.0	2.415	7.75	210.0	2.3222	3.36	6345
3664	INHERIT	承	56.0	1.7482	1.67	50.0	1.699	0.8	16035
3665	TRAVEL	旅游	469.0	2.6712	13.98	363.0	2.5599	5.81	4228
367	RIDE	骑	1423.0	3.1532	42.42	709.0	2.8506	11.36	1838
3670	PLUNDER	哄抢	2.0	0.301	0.06	2.0	0.301	0.03	60055
3674	ANTELOPE	羚羊	62.0	1.7924	1.85	43.0	1.6335	0.69	15107
3687	DESERT	沙漠	677.0	2.8306	20.18	361.0	2.5575	5.78	3213
369	OWE	欠	2623.0	3.4188	78.19	1593.0	3.2022	25.52	1123
3702	SLIPPERY	滑	1218.0	3.0856	36.31	727.0	2.8615	11.65	2062
371	PICK UP	捡	896.0	2.9523	26.71	629.0	2.7987	10.08	2611
3711	TIE (NOUN)	领带	511.0	2.7084	15.23	324.0	2.5105	5.19	3994
373	LONG AGO	古时候	8.0	0.9031	0.24	8.0	0.9031	0.13	38909
374	ONE TIME	下	51975.0	4.7158	1549.34	6171.0	3.7904	98.85	83
3746	VASE	花瓶	175.0	2.243	5.22	121.0	2.0828	1.94	8168
376	FRAGRANT	香	981.0	2.9917	29.24	648.0	2.8116	10.38	2455
3765	STORING POT	罐子	361.0	2.5575	10.76	210.0	2.3222	3.36	5064
377	LOUD	响	1405.0	3.1477	41.88	1004.0	3.0017	16.08	1855
379	BLUNT	钝	153.0	2.1847	4.56	127.0	2.1038	2.03	8877
380	WRINKLED	皱	164.0	2.2148	4.89	143.0	2.1553	2.29	8496
390	PUNISHMENT	惩罚	1329.0	3.1235	39.62	906.0	2.9571	14.51	1945
395	PILL	丹	1069.0	3.029	31.87	219.0	2.3404	3.51	2290
4	COURTYARD	院子	380.0	2.5798	11.33	285.0	2.4548	4.57	4902
40	ENVY	忌妒	41.0	1.6128	1.22	30.0	1.4771	0.48	18896
404	ALCOHOL (FERMENTED DRINK)	酒	6338.0	3.802	188.93	2594.0	3.414	41.55	530
406	OLD MAN	老头儿	48.0	1.6812	1.43	36.0	1.5563	0.58	17420
411	GOURD	瓜	304.0	2.4829	9.06	174.0	2.2405	2.79	5696
412	CARRY IN HAND	捧	163.0	2.2122	4.86	139.0	2.143	2.23	8521
413	CARRY ON SHOULDER	挑	1689.0	3.2276	50.35	1173.0	3.0693	18.79	1614
419	SEVERE	厉害	2532.0	3.4035	75.48	1657.0	3.2193	26.54	1156
42	STINKING	臭	2499.0	3.3978	74.49	1374.0	3.138	22.01	1169
420	FOREST	丛林	401.0	2.6031	11.95	229.0	2.3598	3.67	4726
421	RETREAT	退	1593.0	3.2022	47.49	1083.0	3.0346	17.35	1686
425	BE LATE	耽误	318.0	2.5024	9.48	289.0	2.4609	4.63	5536
427	YOUNGER SIBLING	弟妹	21.0	1.3222	0.63	16.0	1.2041	0.26	26132
43	LEAD (GUIDE)	牵	495.0	2.6946	14.76	387.0	2.5877	6.2	4081
430	TWIST	搓	77.0	1.8865	2.3	49.0	1.6902	0.78	13367
457	BLIND PERSON	瞎子	186.0	2.2695	5.54	125.0	2.0969	2.0	7855
458	DEAF PERSON	聋子	106.0	2.0253	3.16	87.0	1.9395	1.39	11059
476	CUP	杯	7541.0	3.8774	224.79	3094.0	3.4905	49.56	445
477	LATE	晚	7970.0	3.9015	237.58	3725.0	3.5711	59.67	429
478	LIP	唇	479.0	2.6803	14.28	277.0	2.4425	4.44	4170
479	GROW	生长	285.0	2.4548	8.5	205.0	2.3118	3.28	5953
480	PLATE	盘子	535.0	2.7284	15.95	364.0	2.5611	5.83	3856
485	DISAPPEAR	消失	3263.0	3.5136	97.27	1979.0	3.2964	31.7	949
486	MINISTER	臣	62.0	1.7924	1.85	29.0	1.4624	0.46	15139
487	SHY	害羞	541.0	2.7332	16.13	433.0	2.6365	6.94	3818
489	KIDNEY	肾脏	168.0	2.2253	5.01	79.0	1.8976	1.27	8365
491	CENTER	央	59.0	1.7709	1.76	5.0	0.699	0.08	15551
492	THREE	三	16916.0	4.2283	504.26	4765.0	3.6781	76.33	233
493	FIVE	五	5903.0	3.7711	175.96	2674.0	3.4272	42.83	563
495	REVENGE	报复	911.0	2.9595	27.16	643.0	2.8082	10.3	2568
496	CUCUMBER	黄瓜	91.0	1.959	2.71	54.0	1.7324	0.86	12139
497	SCAR	伤疤	281.0	2.4487	8.38	206.0	2.3139	3.3	6014
498	CALF OF LEG	小腿	49.0	1.6902	1.46	44.0	1.6435	0.7	17104
499	CURE	医治	87.0	1.9395	2.59	69.0	1.8388	1.11	12409
5	GAZELLE	十万	271.0	2.433	8.08	163.0	2.2122	2.61	6145
500	CRUEL	残酷	541.0	2.7332	16.13	461.0	2.6637	7.38	3814
501	LIFT	举起	233.0	2.3674	6.95	208.0	2.3181	3.33	6838
502	NAIL (TOOL)	钉子	208.0	2.3181	6.2	139.0	2.143	2.23	7352
503	FROG	青蛙	339.0	2.5302	10.11	143.0	2.1553	2.29	5272
504	LEARN	学	6209.0	3.793	185.09	3023.0	3.4804	48.42	544
505	PARENTS	父母	5081.0	3.7059	151.46	2204.0	3.3432	35.3	640
506	MAIZE	玉米	661.0	2.8202	19.7	381.0	2.5809	6.1	3275
508	PERIOD	问号	29.0	1.4624	0.86	27.0	1.4314	0.43	22432
509	CERTAIN	一定	20273.0	4.3069	604.33	5274.0	3.7221	84.48	204
51	SORE	疮	32.0	1.5051	0.95	26.0	1.415	0.42	21407
511	BAOZI	包子	26.0	1.415	0.78	8.0	0.9031	0.13	23724
512	SEE A DOCTOR	看病	150.0	2.1761	4.47	111.0	2.0453	1.78	8963
513	THIS YEAR	今年	1802.0	3.2558	53.72	1064.0	3.0269	17.04	1522
514	LAST YEAR	去年	1897.0	3.2781	56.55	1292.0	3.1113	20.7	1469
515	NEXT YEAR	明年	634.0	2.8021	18.9	421.0	2.6243	6.74	3383
516	PERSON (CLASSIFIER)	个	173905.0	5.2403	5184.0	6239.0	3.7951	99.94	29
52	SHIVER	哆嗦	19.0	1.2788	0.57	15.0	1.1761	0.24	27741
522	WOLF	狼	1202.0	3.0799	35.83	452.0	2.6551	7.24	2091
53	SPIRIT	鬼魂	1321.0	3.1209	39.38	287.0	2.4579	4.6	1950
530	FRECKLE	雀斑	38.0	1.5798	1.13	25.0	1.3979	0.4	19717
537	TURBID	浑浊	11.0	1.0414	0.33	10.0	1.0	0.16	33892
539	NEST	窝	435.0	2.6385	12.97	353.0	2.5478	5.65	4465
54	SHRINK	缩	231.0	2.3636	6.89	173.0	2.238	2.77	6865
541	POETRY	诗歌	175.0	2.243	5.22	120.0	2.0792	1.92	8148
544	SPICY	辣	1689.0	3.2276	50.35	908.0	2.9581	14.54	1615
552	GROW UP	长大	1797.0	3.2545	53.57	1335.0	3.1255	21.38	1531
555	INFRINGE	侵犯	590.0	2.7709	17.59	385.0	2.5855	6.17	3568
558	PASS BY	经过	2251.0	3.3524	67.1	1650.0	3.2175	26.43	1267
568	RISE (MOVE UPWARDS)	升起	243.0	2.3856	7.24	199.0	2.2989	3.19	6640
57	ATOP	上边	110.0	2.0414	3.28	92.0	1.9638	1.47	10833
570	STAND UP	起来	37205.0	4.5706	1109.06	5973.0	3.7762	95.68	117
571	STING	蜇	33.0	1.5185	0.98	20.0	1.301	0.32	21210
573	SWAY	摇晃	110.0	2.0414	3.28	91.0	1.959	1.46	10844
575	TREAD	踩	1044.0	3.0187	31.12	725.0	2.8603	11.61	2334
577	FOREFINGER	食指	56.0	1.7482	1.67	50.0	1.699	0.8	15978
578	KISS	吻	2773.0	3.4429	82.66	1257.0	3.0993	20.13	1084
581	COME BACK	回来	22423.0	4.3507	668.42	5483.0	3.739	87.83	186
583	KIND OR POLITE	客气	2251.0	3.3524	67.1	1589.0	3.2011	25.45	1265
584	DIFFICULT	困难	2132.0	3.3288	63.55	1462.0	3.1649	23.42	1338
585	BOOT	靴子	480.0	2.6812	14.31	254.0	2.4048	4.07	4164
586	GARDEN	花园	744.0	2.8716	22.18	423.0	2.6263	6.78	2994
587	ANT	蚂蚁	248.0	2.3945	7.39	126.0	2.1004	2.02	6545
59	ELECTRICITY	电	1551.0	3.1906	46.23	980.0	2.9912	15.7	1724
590	NAKED	裸体	599.0	2.7774	17.86	375.0	2.574	6.01	3518
592	PISS	撒尿	296.0	2.4713	8.82	235.0	2.3711	3.76	5792
593	POTATO	土豆	406.0	2.6085	12.1	247.0	2.3927	3.96	4687
597	PHYSICIAN	医生	15679.0	4.1953	467.38	3079.0	3.4884	49.32	248
598	SHELL	贝	593.0	2.7731	17.68	271.0	2.433	4.34	3553
6	EARTHQUAKE	地震	486.0	2.6866	14.49	172.0	2.2355	2.76	4125
600	STRANGE	奇怪	5833.0	3.7659	173.88	3104.0	3.4919	49.72	571
601	LIE (MISLEAD)	撒谎	3663.0	3.5638	109.19	1978.0	3.2962	31.68	853
602	HIDE (CONCEAL)	隐瞒	976.0	2.9894	29.09	735.0	2.8663	11.77	2469
603	COAT	大衣	325.0	2.5119	9.69	209.0	2.3201	3.35	5444
604	GLASS	玻璃	1133.0	3.0542	33.77	708.0	2.85	11.34	2191
605	GRAIN	粟	7.0	0.8451	0.21	7.0	0.8451	0.11	40755
606	GRASS	草	743.0	2.871	22.15	513.0	2.7101	8.22	3001
607	GRASSHOPPER	蚱蜢	22.0	1.3424	0.66	17.0	1.2304	0.27	25786
609	HAIL	雹子	1.0	0.0	0.03	1.0	0.0	0.02	93307
613	HIGH TIDE	洪水	150.0	2.1761	4.47	81.0	1.9085	1.3	8969
615	HORSE	马	6796.0	3.8323	202.58	2729.0	3.436	43.71	489
617	ICE	冰	1582.0	3.1992	47.16	871.0	2.94	13.95	1696
619	ANIMAL	动物	2636.0	3.4209	78.58	1239.0	3.0931	19.85	1116
620	INSECT	昆虫	179.0	2.2529	5.34	89.0	1.9494	1.43	8037
621	IRON	铁	941.0	2.9736	28.05	632.0	2.8007	10.12	2519
622	ISLAND	孤岛	36.0	1.5563	1.07	31.0	1.4914	0.5	20114
624	LAKE	湖泊	28.0	1.4472	0.83	23.0	1.3617	0.37	22878
625	LAMP	灯	1643.0	3.2156	48.98	998.0	2.9991	15.99	1650
627	LEAD (CHEMICAL ELEMENT)	鉛	1.0	0.0	0.03	1.0	0.0	0.02	79930
628	LEAF	葉	3.0	0.4771	0.09	1.0	0.0	0.02	52243
629	LEATHER	革	56.0	1.7482	1.67	47.0	1.6721	0.75	15988
630	LIGHT (RADIATION)	点	77665.0	4.8902	2315.14	6194.0	3.792	99.22	58
631	LIVESTOCK	牲畜	75.0	1.8751	2.24	51.0	1.7076	0.82	13561
632	LIZARD	蜥蜴	182.0	2.2601	5.43	93.0	1.9685	1.49	7975
633	MARKET	集市	88.0	1.9445	2.62	49.0	1.6902	0.78	12318
634	MEAT	肉	2456.0	3.3902	73.21	1292.0	3.1113	20.7	1184
635	MILK	牛奶	888.0	2.9484	26.47	530.0	2.7243	8.49	2632
639	MOUNTAIN	山峰	41.0	1.6128	1.22	35.0	1.5441	0.56	18842
640	MUD	泥	492.0	2.692	14.67	357.0	2.5527	5.72	4090
641	MUSHROOM	蘑菇	224.0	2.3502	6.68	133.0	2.1239	2.13	7009
642	MUSIC	音乐	4776.0	3.6791	142.37	1721.0	3.2358	27.57	677
645	OCEAN	海洋	452.0	2.6551	13.47	285.0	2.4548	4.57	4338
646	ASH	灰烬	100.0	2.0	2.98	83.0	1.9191	1.33	11503
647	PAINT (PIGMENTS)	漆	263.0	2.42	7.84	182.0	2.2601	2.92	6281
648	PAPER	工分	1.0	0.0	0.03	1.0	0.0	0.02	87321
65	AMBUSH	埋伏	182.0	2.2601	5.43	135.0	2.1303	2.16	7953
652	PLAIN	平原	108.0	2.0334	3.22	72.0	1.8573	1.15	10945
655	POISON	毒	1384.0	3.1411	41.26	751.0	2.8756	12.03	1882
657	PRICE	价	514.0	2.711	15.32	384.0	2.5843	6.15	3976
658	RAIN (PRECIPITATION)	雨	1312.0	3.1179	39.11	734.0	2.8657	11.76	1968
659	REED	芦苇	13.0	1.1139	0.39	8.0	0.9031	0.13	31978
66	KNEEL	跪	328.0	2.5159	9.78	250.0	2.3979	4.0	5403
663	BAY	港湾	39.0	1.5911	1.16	25.0	1.3979	0.4	19477
664	RESIN	松香	15.0	1.1761	0.45	10.0	1.0	0.16	30436
665	BEE	蜜蜂	581.0	2.7642	17.32	158.0	2.1987	2.53	3609
666	RIVER	川	282.0	2.4502	8.41	87.0	1.9395	1.39	6000
667	ROAD	街道	492.0	2.692	14.67	372.0	2.5705	5.96	4093
668	ROCK	岩石	355.0	2.5502	10.58	178.0	2.2504	2.85	5119
670	ROOT	本	10526.0	4.0223	313.77	3743.0	3.5732	59.96	338
671	SAND	沙尘	7.0	0.8451	0.21	6.0	0.7782	0.1	41829
672	EARLY	早	12185.0	4.0858	363.23	4580.0	3.6609	73.36	292
673	SCHOOL	学校	7502.0	3.8752	223.63	2435.0	3.3865	39.0	447
674	MOUTH	最	46464.0	4.6671	1385.06	6129.0	3.7874	98.17	95
675	FAECES (EXCREMENT)	粪便	129.0	2.1106	3.85	82.0	1.9138	1.31	9871
677	AXE	斧子	98.0	1.9912	2.92	70.0	1.8451	1.12	11599
678	BEARD	胡须	104.0	2.017	3.1	83.0	1.9191	1.33	11219
679	BRIGHT	亮	1165.0	3.0663	34.73	867.0	2.938	13.89	2148
680	BREAK (DESTROY OR GET DESTROYED)	破裂	253.0	2.4031	7.54	210.0	2.3222	3.36	6472
681	DESTROY	毁灭	922.0	2.9647	27.48	553.0	2.7427	8.86	2553
682	SIDE	边	3385.0	3.5296	100.9	2053.0	3.3124	32.88	915
683	PERSON	人类	3857.0	3.5862	114.97	1372.0	3.1374	21.98	808
686	EASY	容易	5146.0	3.7115	153.4	3062.0	3.486	49.05	627
688	LUNG	肺脏	6.0	0.7782	0.18	3.0	0.4771	0.05	43915
692	BRING	带来	4492.0	3.6524	133.9	2657.0	3.4244	42.56	703
693	FROM	从	47313.0	4.675	1410.37	6129.0	3.7874	98.17	92
694	GET	收	3237.0	3.5101	96.49	2016.0	3.3045	32.29	954
695	GO	出去	11524.0	4.0616	343.52	4347.0	3.6382	69.63	310
696	STIR	搅	357.0	2.5527	10.64	296.0	2.4713	4.74	5097
698	WISE	睿智	71.0	1.8513	2.12	67.0	1.8261	1.07	13998
699	SAD	悲伤	973.0	2.9881	29.0	659.0	2.8189	10.56	2472
7	GATHER	收拾	1941.0	3.288	57.86	1350.0	3.1303	21.62	1437
700	CARRY	抬	1050.0	3.0212	31.3	734.0	2.8657	11.76	2321
701	SLOW	慢	2887.0	3.4604	86.06	1677.0	3.2245	26.86	1042
702	CATCH	撈	1.0	0.0	0.03	1.0	0.0	0.02	96405
704	CLEAN	干净	2189.0	3.3402	65.25	1525.0	3.1833	24.43	1309
705	GO UP (ASCEND)	上	114371.0	5.0583	3409.33	6238.0	3.795	99.92	45
706	DARK	乌	193.0	2.2856	5.75	84.0	1.9243	1.35	7686
707	REMEMBER	记得	13898.0	4.143	414.29	4713.0	3.6733	75.49	265
709	TEACH	教	5127.0	3.7099	152.83	2420.0	3.3838	38.76	631
710	WHEEL	轮子	203.0	2.3075	6.05	144.0	2.1584	2.31	7441
711	TALL	髙	1.0	0.0	0.03	1.0	0.0	0.02	76294
712	RICH	富	533.0	2.7267	15.89	310.0	2.4914	4.97	3872
713	STEAL	偷	5501.0	3.7404	163.98	2338.0	3.3688	37.45	597
714	SEED	种子	205.0	2.3118	6.11	156.0	2.1931	2.5	7393
715	SHOUT	喊叫	85.0	1.9294	2.53	72.0	1.8573	1.15	12612
717	SWEET	甘甜	19.0	1.2788	0.57	16.0	1.2041	0.26	27234
718	PAY	工钱	91.0	1.959	2.71	71.0	1.8513	1.14	12146
719	FIND	找到	22128.0	4.3449	659.62	5139.0	3.7109	82.32	188
72	CLAW	爪	200.0	2.301	5.96	103.0	2.0128	1.65	7524
720	GOOD LUCK	运气	1394.0	3.1443	41.55	993.0	2.9969	15.91	1872
721	LOW	底	3925.0	3.5938	117.0	2546.0	3.4059	40.78	793
723	PLACE (POSITION)	地方	23358.0	4.3684	696.29	5538.0	3.7434	88.71	181
724	READ	读	4661.0	3.6685	138.94	2269.0	3.3558	36.34	686
725	OLD PERSON	老人	630.0	2.7993	18.78	427.0	2.6304	6.84	3401
726	WHILE	会	265929.0	5.4248	7927.17	6242.0	3.7953	99.98	14
727	WHICH	哪	26385.0	4.4214	786.52	5326.0	3.7264	85.31	162
728	FIRST	第一	18192.0	4.2599	542.29	5202.0	3.7162	83.33	223
729	DAWN	黎明	246.0	2.3909	7.33	175.0	2.243	2.8	6577
730	SNAKE	蛇	1023.0	3.0099	30.49	378.0	2.5775	6.05	2378
734	MAKE	使	4915.0	3.6915	146.51	2531.0	3.4033	40.54	659
735	OWL	猫头鹰	143.0	2.1553	4.26	58.0	1.7634	0.93	9231
738	THING	东西	38127.0	4.5812	1136.54	5958.0	3.7751	95.43	114
744	EGG	卵	127.0	2.1038	3.79	82.0	1.9138	1.31	9924
745	SHELF	架子	285.0	2.4548	8.5	217.0	2.3365	3.48	5954
746	SHOP	商店	1224.0	3.0878	36.49	800.0	2.9031	12.81	2051
749	ENTER	进入	5490.0	3.7396	163.65	2550.0	3.4065	40.85	600
753	PUPIL (STUDENT)	学生	2942.0	3.4686	87.7	1238.0	3.0927	19.83	1022
756	DEPEND	依赖	315.0	2.4983	9.39	258.0	2.4116	4.13	5565
757	BUTTON	钮扣	21.0	1.3222	0.63	17.0	1.2304	0.27	26359
759	SILVER	银	553.0	2.7427	16.48	257.0	2.4099	4.12	3757
76	YOUNG MAN	小伙子	1734.0	3.239	51.69	1007.0	3.003	16.13	1569
760	KNOT	结	1627.0	3.2114	48.5	1069.0	3.029	17.12	1661
761	COVER	封面	697.0	2.8432	20.78	362.0	2.5587	5.8	3142
762	OUTSIDE	外边	169.0	2.2279	5.04	144.0	2.1584	2.31	8324
763	SKIN	肌肤	94.0	1.9731	2.8	81.0	1.9085	1.3	11892
765	MOVE	动	8406.0	3.9246	250.58	3323.0	3.5215	53.23	409
767	CORPSE	尸体	4994.0	3.6984	148.87	1696.0	3.2294	27.17	651
768	LUNCH	午饭	1418.0	3.1517	42.27	977.0	2.9899	15.65	1845
769	ROOF	屋顶	798.0	2.902	23.79	470.0	2.6721	7.53	2859
770	EARRING	耳环	297.0	2.4728	8.85	169.0	2.2279	2.71	5782
771	HAT	帽子	1553.0	3.1912	46.29	826.0	2.917	13.23	1719
772	BELT	裤带	14.0	1.1461	0.42	14.0	1.1461	0.22	31460
773	HAVE	有	289109.0	5.4611	8618.15	6242.0	3.7953	99.98	11
774	CABBAGE	青菜	20.0	1.301	0.6	15.0	1.1761	0.24	26813
777	FLUTE	笛子	39.0	1.5911	1.16	25.0	1.3979	0.4	19415
778	SMOKE (EXHAUST)	煙	9.0	0.9542	0.27	1.0	0.0	0.02	37413
779	PART	份儿	81.0	1.9085	2.41	73.0	1.8633	1.17	12983
78	THAT	那个	41417.0	4.6172	1234.61	6022.0	3.7797	96.46	108
784	SNOW	雪	968.0	2.9859	28.86	507.0	2.705	8.12	2481
785	STRONG	强壮	877.0	2.943	26.14	629.0	2.7987	10.08	2668
788	SOAP	肥皂	364.0	2.5611	10.85	239.0	2.3784	3.83	5039
789	PEOPLE	百姓	135.0	2.1303	4.02	99.0	1.9956	1.59	9574
792	BOIL (OF LIQUID)	沸	6.0	0.7782	0.18	4.0	0.6021	0.06	43622
794	PEN	钢笔	103.0	2.0128	3.07	66.0	1.8195	1.06	11242
797	TESTICLES	睾丸	260.0	2.415	7.75	153.0	2.1847	2.45	6344
799	WRIST	手腕	370.0	2.5682	11.03	279.0	2.4456	4.47	4991
800	THIGH	大腿	291.0	2.4639	8.67	241.0	2.382	3.86	5852
801	RIB	肋骨	256.0	2.4082	7.63	188.0	2.2742	3.01	6415
802	ADAM'S APPLE	喉结	25.0	1.3979	0.75	22.0	1.3424	0.35	24145
803	ANKLE	脚踝	287.0	2.4579	8.56	198.0	2.2967	3.17	5913
805	SPINE	脊骨	21.0	1.3222	0.63	19.0	1.2788	0.3	26149
806	BLANKET	毡子	5.0	0.699	0.15	3.0	0.4771	0.05	46422
808	DRIP (FALL IN GLOBULES)	滴	861.0	2.935	25.67	576.0	2.7604	9.23	2709
809	TROUSERS	裤	576.0	2.7604	17.17	397.0	2.5988	6.36	3639
810	LOCUST	蚂蚱	35.0	1.5441	1.04	33.0	1.5185	0.53	20410
811	SOUL	灵魂	2425.0	3.3847	72.29	1133.0	3.0542	18.15	1200
813	DO	做	122364.0	5.0877	3647.59	6226.0	3.7942	99.73	42
816	HALF	一半	2633.0	3.4205	78.49	1673.0	3.2235	26.8	1117
817	THEY	他们	140460.0	5.1476	4187.02	6199.0	3.7923	99.3	34
818	WILLOW	垂柳	1.0	0.0	0.03	1.0	0.0	0.02	86116
819	STOMACH	胃	604.0	2.781	18.0	434.0	2.6375	6.95	3494
82	ANGER	恼火	221.0	2.3444	6.59	185.0	2.2672	2.96	7086
820	LAMB	羔羊	129.0	2.1106	3.85	94.0	1.9731	1.51	9857
821	POPLAR	杨树	3.0	0.4771	0.09	3.0	0.4771	0.05	54360
822	HOW MANY	多少	9965.0	3.9985	297.05	4135.0	3.6165	66.23	360
823	SORCERER	巫师	506.0	2.7042	15.08	167.0	2.2227	2.67	4027
824	WITCH	巫婆	242.0	2.3838	7.21	133.0	2.1239	2.13	6662
827	ROLL	滚	3992.0	3.6012	119.0	1940.0	3.2878	31.07	781
829	RAFTER	椽子	3.0	0.4771	0.09	3.0	0.4771	0.05	58108
83	FORBID	禁止	896.0	2.9523	26.71	666.0	2.8235	10.67	2613
832	BEAN	豆子	296.0	2.4713	8.82	138.0	2.1399	2.21	5791
833	ENDURE	忍耐	188.0	2.2742	5.6	148.0	2.1703	2.37	7782
834	BUTTOCKS	屁股	3804.0	3.5802	113.39	1753.0	3.2438	28.08	821
837	BLUE	兰	1407.0	3.1483	41.94	581.0	2.7642	9.31	1852
838	REMAINS	遗骸	49.0	1.6902	1.46	32.0	1.5051	0.51	17177
84	JUST	刚	10888.0	4.0369	324.56	4456.0	3.6489	71.38	329
842	LIQUOR	甜酒	32.0	1.5051	0.95	26.0	1.415	0.42	21422
843	SPIDER	蜘蛛	701.0	2.8457	20.9	221.0	2.3444	3.54	3131
846	TIGER	虎	550.0	2.7404	16.4	204.0	2.3096	3.27	3769
847	THIRSTY	渴	292.0	2.4654	8.7	242.0	2.3838	3.88	5843
849	SPRING (OF WATER)	喷泉	188.0	2.2742	5.6	90.0	1.9542	1.44	7801
853	ALTAR	祭坛	54.0	1.7324	1.61	31.0	1.4914	0.5	16299
854	KETTLE	壶	195.0	2.29	5.81	152.0	2.1818	2.43	7643
855	SEIZE	抓住	4481.0	3.6514	133.58	2240.0	3.3502	35.88	706
857	STONE	石	762.0	2.882	22.71	398.0	2.5999	6.38	2951
859	STOVE	灶	26.0	1.415	0.78	16.0	1.2041	0.26	23654
86	SIEVE	筛	33.0	1.5185	0.98	29.0	1.4624	0.46	21221
862	SUGAR	红糖	4.0	0.6021	0.12	4.0	0.6021	0.06	50495
863	EDGE	边上	511.0	2.7084	15.23	438.0	2.6415	7.02	3999
864	PUMPKIN	南瓜	300.0	2.4771	8.94	151.0	2.179	2.42	5744
865	FAME	名声	455.0	2.658	13.56	370.0	2.5682	5.93	4311
866	WIN	赢	8363.0	3.9224	249.3	2646.0	3.4226	42.38	410
867	GLOVE	手套	676.0	2.8299	20.15	417.0	2.6201	6.68	3217
868	BANANA	香蕉	395.0	2.5966	11.77	254.0	2.4048	4.07	4771
873	TAX	税收	89.0	1.9494	2.65	68.0	1.8325	1.09	12294
879	COUGH	咳嗽	190.0	2.2788	5.66	142.0	2.1523	2.27	7744
882	PARROT	鹦鹉	127.0	2.1038	3.79	91.0	1.959	1.46	9954
883	TERMITE	白蚁	74.0	1.8692	2.21	37.0	1.5682	0.59	13620
885	OPPOSITE	反	1731.0	3.2383	51.6	1128.0	3.0523	18.07	1576
887	BITTER	苦	764.0	2.8831	22.77	615.0	2.7889	9.85	2947
889	FLAME	火苗	23.0	1.3617	0.69	18.0	1.2553	0.29	25364
890	MULE	骡子	83.0	1.9191	2.47	43.0	1.6335	0.69	12758
892	TIME	时候	52176.0	4.7175	1555.33	6130.0	3.7875	98.19	82
893	TIN (METAL)	錫	26.0	1.415	0.78	3.0	0.4771	0.05	23738
894	TOAD	癞蛤蟆	35.0	1.5441	1.04	24.0	1.3802	0.38	20535
895	TORTOISE	乌龟	233.0	2.3674	6.95	118.0	2.0719	1.89	6836
897	SWALLOW	咽	122.0	2.0864	3.64	103.0	2.0128	1.65	10219
898	TRADE	贸易	232.0	2.3655	6.92	145.0	2.1614	2.32	6848
899	PRESIDENT	总统	5549.0	3.7442	165.41	934.0	2.9703	14.96	589
900	TRAIN	火车	1533.0	3.1855	45.7	637.0	2.8041	10.2	1739
906	TREE	树	2150.0	3.3324	64.09	969.0	2.9863	15.52	1328
907	OLD WOMAN	老太婆	157.0	2.1959	4.68	111.0	2.0453	1.78	8728
908	DRUM	鼓	408.0	2.6107	12.16	291.0	2.4639	4.66	4673
909	GARBAGE	垃圾	2485.0	3.3953	74.08	1485.0	3.1717	23.79	1174
911	TEMPLE	寺院	51.0	1.7076	1.52	31.0	1.4914	0.5	16882
913	CROW	乌鸦	194.0	2.2878	5.78	103.0	2.0128	1.65	7662
915	SINK (BASIN)	脸盆	4.0	0.6021	0.12	3.0	0.4771	0.05	50934
919	CHILI PEPPER	辣椒	255.0	2.4065	7.6	140.0	2.1461	2.24	6436
920	GRAPE	葡萄	238.0	2.3766	7.09	156.0	2.1931	2.5	6733
921	VALLEY	山谷	230.0	2.3617	6.86	145.0	2.1614	2.32	6891
922	PEAR	梨子	16.0	1.2041	0.48	13.0	1.1139	0.21	29861
923	LOVE	爱情	1906.0	3.2801	56.82	964.0	2.9841	15.44	1464
924	VEGETABLES	菜	1963.0	3.2929	58.52	1114.0	3.0469	17.84	1421
926	RICE	大米	97.0	1.9868	2.89	47.0	1.6721	0.75	11635
928	EMBRACE	拥抱	965.0	2.9845	28.77	680.0	2.8325	10.89	2483
930	VILLAGE	村寨	1.0	0.0	0.03	1.0	0.0	0.02	81892
931	MILLET	小米	12.0	1.0792	0.36	8.0	0.9031	0.13	33016
932	BARLEY	大麦	21.0	1.3222	0.63	17.0	1.2304	0.27	26082
933	WALL (OF HOUSE)	墙	1687.0	3.2271	50.29	987.0	2.9943	15.81	1620
937	BIRD	鳥	3.0	0.4771	0.09	1.0	0.0	0.02	52782
940	STRAIN	滤	67.0	1.8261	2.0	53.0	1.7243	0.85	14484
942	HONEY	蜂蜜	208.0	2.3181	6.2	99.0	1.9956	1.59	7340
943	WATERFALL	瀑布	153.0	2.1847	4.56	101.0	2.0043	1.62	8875
945	SPEAR	矛	81.0	1.9085	2.41	51.0	1.7076	0.82	12947
