ID,ENG 1,ENG 2,PoS,ARA 1,ARA 2,CMN 1,CMN 2,CYM 1,CYM 2,EST 1,EST 2,FIN 1,FIN 2,FRA 1,FRA 2,HEB 1,HEB 2,POL 1,POL 2,RUS 1,RUS 2,SPA 1,SPA 2,SWA 1,SWA 2,YUE 1,YUE 2,scores 1,scores 2,translation 1,translation 2
104,past,antecedent,nouns,ماضي,سالف,过去,前情,gorffennol,rhagflaenydd,minevik,eellane,menneisyys,edeltäjä,passé,antécédent,עבר,קודם,przeszłość,poprzednik,прошлое,предшествующее,pasado,antecedente,antecedent,zamani,過去,前情,past,antecedent,past,antecedent
105,globalism,visa,nouns,عولمة,تأشيرة,全球化,签证,bydiaeth,fisa,globalism,viisa,globalismi,viisumi,globalisation,visa,גלובליזם,ויזה,globalizm,wiza,глобализм,виза,globalismo,visado,mhuri,utandawazi,全球化,簽證,globalism,visa,globalism,visa
106,monster,demon,nouns,وحش,شيطان,怪兽,恶魔,anghenfil,cythraul,koletis,deemon,hirviö,demoni,monstre,démon,מפלצת,שד,potwór,demon,чудовище,демон,monstruo,demonio,jitu,pepo,怪獸,惡魔,monster,demon,monster,demon
107,lawyer,banker,nouns,محام,مصرفي,律师,银行家,cyfreithiwr,banciwr,advokaat,pankur,lakimies,pankkiiri,avocat,banquier,פרקליט,בנקאי,prawnik,bankier,юрист,банкир,abogado,banquero,mwanasheria,mfanyakazi wa benki,律師,銀行家,lawyer,banker,lawyer,banker
108,spoon,cup,nouns,ملعقة,كوب,勺子,杯子,llwy,cwpan,lusikas,tass,lusikka,kuppi,cuillère,tasse,כף,כוס,łyżka,filiżanka,ложка,чашка,cuchara,vaso,kijiko,kikombe,匙羹,杯子,spoon,cup,spoon,cup
109,second,minute,nouns,ثانية,دقيقة,秒,分钟,ail,munud,sekund,minut,sekunti,minuutti,seconde,minute,שנייה,דקה,sekunda,minuta,секунда,минута,segundo,minuto,sekunde,dakika,秒,分鐘,second,minute,second,minute
110,happiness,sadness,nouns,سعادة,حزن,幸福,悲伤,hapusrwydd,tristwch,rõõm,kurbus,onnellisuus,suru,bonheur,tristesse,שמחה,עצב,szczęscie,smutek,счастье,печаль,felicidad,tristeza,huzuni,furaha,幸福,悲傷,happiness,sadness,happiness,sadness
111,galaxy,astronomer,nouns,مجرة,عالم الفلك,星系,天文学家,galaeth,seryddwr,galaktika,astronoom,galaksi,astronomi,galaxie,astronome,גלקסיה,אסטרונום,galaktyka,astronom,галактика,астроном,galaxia,astrónomo,mtaalam wa nyota,giligili,星系,天文學家,galaxy,astronomer,galaxy,astronomer
112,worker,camera,nouns,عامل,صوّارة,工作者,相机,gweithiwr,camera,tööline,kaamera,työläinen,kamera,ouvrier,appareil photo,עובד,מצלמה,robotnik,aparat,работник,фотоаппарат,obrero,cámara,mfanyakazi,kamera,工作者,相機,worker,camera,worker,camera
113,kidney,organ,nouns,كلية,عضو,肾,器官,aren,organ,neer,organ,munuainen,elin,rein,organe,כלייה,איבר,nerka,organ,почка,орган,riñón,órgano,figo,kiungo,腎,器官,kidney,organ,kidney,organ
114,football,soccer,nouns,كرة القدم,كرة القدم الامريكي,足球,英式足球,pêl-droed,socer,ameerika jalgpall,jalgpall,jalkapallo,futis,football,football américain,פוטבול,כדורגל,piłka nożna,futbol,американский футбол,футбол,fútbol,fútbol americano,soka,mpira wa miguu,足球,英式足球,football,soccer,football,soccer
115,guy,girl,nouns,شاب,فتاة,男人,女孩,dyn,merch,kutt,tüdruk,heppu,tyttö,mec,fille,נער,נערה,facet,dziewczyna,парень,девушка,chico,niña,mvulana,msichana,男人,女孩,guy,girl,guy,girl
116,boy,brother,nouns,صبي,أخ,男孩,哥哥,bachgen,brawd,poiss,vend,poika,veli,garçon,frère,ילד,אח,chłopiec,brat,мальчик,брат,niño,hermano,mvulana,kaka,男孩,哥哥,boy,brother,boy,brother
117,exchange,replacement,nouns,تبادل,استبدال,交换,替换,cyfnewid,amnewidyn,vahetus,asendus,vaihto,korvaaminen,échange,remplacement,החלפה,תחליף,wymiana,zastępstwo,обмен,замена,intercambio,reemplazo,badala,badilisha,交換,替換,exchange,replacement,exchange,replacement
118,poet,journalist,nouns,شاعر,صحافي,诗人,记者,bardd,newyddiadurwr,luuletaja,ajakirjanik,runoilija,toimittaja,poète,journaliste,משורר,עיתונאי,poeta,dziennikarz,поэт,журналист,poeta,periodista,mwanahabari,mshairi,詩人,記者,poet,journalist,poet,journalist
119,remainder,difference,nouns,بقية,فرق,剩余,差数,gweddill,gwahaniaeth,meelespea,erinevus,muistutus,ero,reste,différence,שארית,הבדל,reszta,różnica,остаток,разница,recordatorio,diferencia,tofauti,baki,剩餘,差數,remainder,difference,remainder,difference
120,cow,goat,nouns,بقرة,ماعز,牛,山羊,buwch,gafr,lehm,kits,lehmä,vuohi,vache,chèvre,פרה,עז,krowa,koza,корова,коза,vaca,cabra,ngombe,mbuzi,牛,山羊,cow,goat,cow,goat
121,parliament,congress,nouns,برلمان,مؤتمر,议会,国会,senedd,cyngres,parlament,kongress,parlamentti,kongressi,parlement,congrès,פרלמנט,קונגרס,parlament,kongres,парламент,конгресс,parlamento,congreso,mkutano,bunge,議會,國會,parliament,congress,parliament,congress
122,fun,football,nouns,مرح,كرة القدم,有趣,足球,hwyl,pêl-droed,lõbu,jalgpall,hauskanpito,amerikkalainen jalkapallo,plaisir,football,כיף,כדורגל,zabawa,piłka nożna,развлечение,футбол,divertido,fútbol,burudani,mpira wa miguu,有趣,足球,fun,football,fun,football
123,wealth,poverty,nouns,ثروة,فقر,财富,贫困,cyfoeth,tlodi,jõukus,vaesus,varallisuus,köyhyys,richesse,pauvreté,עושר,עוני,bogactwo,bieda,богатство,бедность,riqueza,pobreza,utajiri,umasikini,財富,貧困,wealth,poverty,wealth,poverty
124,cab,bus,nouns,سيارة أجرة,حافلة,出租车,公共汽车,cab,bws,takso,buss,taksi,linja-auto,taxi,autobus,מונית,אוטובוס,taksówka,autobus,таксомотор,автобус,taxi,autobús,teksi,basi,的士,巴士,cab,bus,cab,bus
125,alcohol,gin,nouns,كحول,جن,酒,杜松子酒,alcohol,jin,alkohol,džinn,alkoholi,gini,alcool,gin,אלכוהול,ג'ין,alkohol,jałowcówka,алкоголь,джин,alcohol,Ginebra,kileo,jini,酒,杜松子酒,alcohol,gin,alcohol,gin
126,heart,surgery,nouns,قلب,عملية جراحية,心脏,手术,calon,llawdriniaeth,süda,operatsioon,sydän,kirurgia,coeur,chirurgie,לב,ניתוח,serce,chirurgia,сердце,операция,corazón,cirugía,moyo,upasuaji,心臟,手術,heart,surgery,heart,surgery
127,elegance,style,nouns,أناقة,طراز,优雅,风格,ceinder,steil,elegants,stiil,eleganssi,tyyli,élégance,style,אלגנטיות,סגנון,elegancja,styl,элегантность,стиль,elegancia,estilo,uzuri,mtindo,優雅,風格,elegance,style,elegance,style
128,cattle,beef,nouns,بقرة,لحم البقر,家牛,牛肉,gwartheg,cig eidion,kari,veiseliha,karja,naudanliha,bétail,boeuf,בקר,פרה,bydło,wołowina,скот,бык,ganado,ternera,mifugo,nyama ya ng'ombe,家牛,牛肉,cattle,beef,cattle,beef
129,task,highway,nouns,مهمة,طريق سريع,任务,高速公路,tasg,priffordd,ülesanne,maantee,tehtävä,moottoritie,tâche,autoroute,משימה,כביש,zadanie,szosa,задача,автострада,tarea,autopista,jukumu,njia kuu,任務,高速公路,task,highway,task,highway
130,night,day,nouns,ليل,نهار,晚上,白天,nos,dydd ,öö,päev,yö,päivä,nuit,jour,לילה,יום,noc,dzień,ночь,день,noche,día,usiku,mchana,晚上,白天,night,day,night,day
131,container,mouse,nouns,وعاء,فأر,容器,老鼠,cynhwysydd,llygoden,konteiner,hiir,säilytysastia,hiiri,réceptacle,souris,מיכל,עכבר,pojemnik,mysz,контейнер,мышь,envase,ratón,chombo,panya,容器,老鼠,container,mouse,container,mouse
132,game,trick,nouns,لعبة,خدعة,游戏,戏法,gêm,tric,mäng,trikk,peli,temppu,jeu,tour,משחק,טריק,gra,trik,игра,сноровка,juego,truco,mchezo,mbinu,遊戲,戲法,game,trick,game,trick
133,cattle,yogurt,nouns,بقرة,لبن,家牛,酸奶,gwartheg,iogwrt,kari,jogurt,karja,jogurtti,bétail,yaourt,בקר,יוגורט,bydło,jogurt,коро́ва,йогурт,ganado,yogur,mgando,mifugo,家牛,乳酪,cattle,yogurt,cattle,yogurt
134,ostrich,orchard,nouns,نعامة,بستان,鸵鸟,果园,estrys,perllan,jaanalind,puuvijaaed,strutsi,hedelmätarha,autruche,verger,יען,פרדס,struś,sad,страус,плодовый сад,avestruz,huerta,kiunga,mbuni,鴕鳥,果園,ostrich,orchard,ostrich,orchard
135,people,balloon,nouns,ناس,أنفوخة,人,气球,pobl,balŵn,rahvas,õhupall,ihmiset,ilmapallo,peuple,ballon,אנשים,בלון,ludzie,balon,народ,шар,gente,globo,watu,puto,人,氣球,people,balloon,people,balloon
136,door,kitchen,nouns,باب,مطبخ,门,厨房,drws,cegin,uks,köök,ovi,keittiö,porte,cuisine,דלת,מטבח,drzwi,kuchnia,дверь,кухня,puerta,cocina,mlango,jiko,門,廚房,door,kitchen,door,kitchen
137,business,industry,nouns,عمل,صناعة,商业,工业,busnes,diwydiant,äri,tööstus,liiketoiminta,teollisuus,affaire,industrie,עסק,תעשייה,biznes,przemysł,предприятие,промышленность,negocio,industria,biashara,viwanda,商業,工業,business,industry,business,industry
138,pollution,president,nouns,تلوث,رئيس,污染,总统,llygredd,llywydd,reostus,president,saastuminen,presidentti,pollution,président,זיהום,נשיא,zanieczyszczenie,prezydent,загрязнение,президент,contaminación,presidente,uchafuzi,rais,污染,總統,pollution,president,pollution,president
139,sea,ocean,nouns,بحر,محيط,海,海洋,môr,cefnfor,meri,ookean,meri,valtameri,mer,océan,ים,אוקיינוס,morze,ocean,море,океан,mar,océano,bahari,ziwa,海,海洋,sea,ocean,sea,ocean
140,chapel,cable,nouns,مصلى كنسي,كبل,教堂,电缆,capel,cebl,kabel,kaabel,kappeli,kaapeli,chapelle,câble, קפלה,כבל,kaplica,kabel,часовня,кабель,capilla,cable,amari,kanisa ,教堂,電纜,chapel,cable,chapel,cable
141,clothes,button,nouns,ملابس,زر,衣服,纽扣,dillad,botwm,riided,nööp,vaatteet,nappi,habit,bouton,בגדים,כפתור,ubrania,guzik,одежда,пуговица,ropa,botón,nguo,kifungo,衣服,鈕扣,clothes,button,clothes,button
142,deck,mouse,nouns,سطح السفينة,فأر,甲板,老鼠,dec,llygoden,tekk,hiir,kansi,hiiri,pont,souris,סיפון,עכבר,pokład,mysz,палуба,мышь,cubierta,ratón,sitaha,panya,甲板,老鼠,deck,mouse,deck,mouse
143,denial,confession,nouns,إنكار,إعتارف,否认,坦白,gwadu,cyffes,eitamine,ülestunnistus,kieltäminen,tunnustus,déni,confession,הכחשה,וידוי,wyparcie,wyznanie,отрицание,признание,negación,confesión,kanusho,kukiri,否認,坦白,denial,confession,denial,confession
144,ball,cannon,nouns,كرة,مدفع,球,大炮,pêl,canon,kuul,kahur,pallo,tykki,ballon,canon,כדור,תותח,bal,działo,ядро,пушка,pelota,cañón,mpira,mzinga,球,大炮,ball,cannon,ball,cannon
145,girl,child,nouns,فتاة,طفل,女孩,小孩,geneth,plentyn,tüdruk,laps,tyttö,lapsi,fille,enfant,נערה,ילדה,dziewczyna,dziecko,девочка,ребенок,niña,niño,msichana,mtoto,女孩,小孩,girl,child,girl,child
146,anatomy,biology,nouns,تشريح,علم الأحياء,解剖学,生物学,anatomeg,bioleg,anatoomia,bioloogia,anatomia,biologia,anatomie,biologie,אנטומיה,ביולוגיה,anatomia,biologia,анатомия,биология,anatomía,biología,viungo,biolojia,解剖學,生物學,anatomy,biology,anatomy,biology
147,dairy,honey,nouns,ألبان,عسل,乳制品,蜜糖,cynnyrch llaeth,mêl,meierei,mesi,päiväkirja,hunaja,yaourt,miel,מחלבה,דבש,nabiał,miód,молочные продукты,мед,lácteos,miel,asali,maziwa,乳製品,蜜糖,dairy,honey,dairy,honey
148,house,barn,nouns,بيت,إسطبل,屋,谷仓,tŷ,ysgubor,maja,küün,talo,lato,maison,grange,בית,אסם,dom,stodoła,дом,амбар,casa,granero,nyumba,banda,屋,穀倉,house,barn,house,barn
149,dinner,soup,nouns,عشاء,حساء,晚餐,汤,cinio,cawl,õhtusöök,supp,päivällinen,keitto,dîner,soupe,סעודה,מרק,kolacja,zupa,ужин,суп,cena,sopa,chakula cha usiku,supu,晚餐,湯,dinner,soup,dinner,soup
150,accident,catastrophe,nouns,حادث,كارثة,意外,大灾难,damwain,trychineb,õnnetus,katastroof,onnettomuus,katastrofi,accident,catastrophe,תאונה,אסון,wypadek,katastrofa,авария,бедствие,accidente,catástrofe,ajali,balaa,意外,大災難,accident,catastrophe,accident,catastrophe
151,curve,angle,nouns,منحنئ,زاوية,弯曲,角度,cromlin,ongl,kurv,nurk,käyrä,kulma,courbe,angle,עקומה,זווית,krzywa,kąt,изгиб,угол,curva,ángulo,tao,pembe,彎曲,角度,curve,angle,curve,angle
152,character,person,nouns,شخصية,شخص,人物,人,cymeriad,person,tegelane,inimene,hahmo,henkilö,personnage,personne,אופי,אדם,charakter,osoba,персонаж,человек,personaje,persona,mtu,mhusika,人物,人,character,person,character,person
153,basketball,baseball,nouns,كرة السلة,كرة القاعدة,篮球,棒球,pêl-fasged,pêl-fas,korvpall,pesapall,koripallo,pesäpallo,basket,baseball,כדורסל,בייסבול,koszykówka,baseball,баскетбол,бейсбол,baloncesto,béisbol,mpira wa kikapu,baseball,籃球,棒球,basketball,baseball,basketball,baseball
154,symbol,sign,nouns,رمز,اشارة,象征,标志,symbol,arwydd,sümbol,märk,symboli,merkki,symbole,signe,סמל,סימן,symbol,znak,символ,знак,símbolo,firmar,alama,ishara,象徵,標誌,symbol,sign,symbol,sign
155,king,princess,nouns,ملك,أميرة,国王,公主,brenin,tywysoges,kuningas,pritsess,kuningas,prinsessa,roi,princesse,מלך,נסיכה,król,księżniczka,король,принцесса,Rey,princesa,mfalme,mtoto wa mfalme,國王,公主,king,princess,king,princess
156,couple,pair,nouns,زوجان,زوج,情侣,一对,cwpl,pâr,mõni,paar,pariskunta,pari,couple,paire,זוג,צמד,dwójka,para,чета,пара,Pareja,par,vitu viwili,jozi,情侶,一對,couple,pair,couple,pair
157,photophone,homophone,nouns,تلفون ضوئي,لفظ متجانس,光线电话机,同音词,ffotoffon,homoffon,fotofon,homofoon,valopuhelin,homofoni,photophone,homophone,פוטופון,הומופון,fotofon,homofon,фотофон,омофон,fotófono,homófono,nyumba ya nyumbani,picha,光線電話機,同音詞,photophone,homophone,photophone,homophone
158,target,arrow,nouns,هدف,سهم,目标,箭头,targed,saeth,sihtmärk,nool,kohde,nuoli,cible,flèche,מטרה,חץ,cel,strzała,мишень,стрела,objetivo,flecha,lengo,mshale,目標,箭頭,target,arrow,target,arrow
159,priest,monk,nouns,كاهن,راهب,神职人员,僧侣,offeiriad,mynach,preester,munk,pappi,munkki,prêtre,moine,כומר,נזיר,ksiądz,mnich,священник,монах,sacerdote,monje,padri,mtawa,神職人員,僧侶,priest,monk,priest,monk
160,student,pupil,nouns,طالب,تلميذ,学生,小学生,myfyriwr,disgybl,üliõpilane,õpilane,opiskelija,oppilas,étudiant,élève,סטודנט,תלמיד,student,uczeń,учащийся,ученик,estudiante,alumno,mwanafunzi,mwanachuo,學生,小學生,student,pupil,student,pupil
161,baby,daughter,nouns,طفل,إبنة,婴儿,女儿,babi,merch,tita,tütar,vauva,tytär,bébé,fille,תינוקת,בת,niemowlę,córka,младенец,дочь,bebé,hija,mtoto mchanga,mtoto wa kike,嬰兒,女兒,baby,daughter,baby,daughter
162,apple,sauce,nouns,تفاحة,صلصة,苹果,酱,afal,saws,õun,kaste,omena,kastike,pomme,sauce,תפוח,רוטב,jabłko,sos,яблоко,повидло,manzana,salsa,matofaa,sosi,蘋果,醬,apple,sauce,apple,sauce
163,prince,king,nouns,أمير,ملك,王子,国王,tywysog,brenin,prints,kuningas,prinssi,kuningas,prince,roi,נסיך,מלך,książę,król,принц,король,Príncipe,Rey,mtoto wa mfalme,mfalme,王子,國王,prince,king,prince,king
164,presence,door,nouns,حضور,باب,存在,门,presenoldeb,drws,kohalolek,uks,läsnäolo,ovi,présence,porte,נוכחות,דלת,obecność,drzwi,присутствие,дверь,presencia,puerta,uwepo,mlango,存在,門,presence,door,presence,door
165,bed,couch,nouns,سرير,أريكة,床,沙发,gwely,soffa,voodi,diivan,sänky,valmentaja,lit,canapé,מיטה,ספה,łóżko,kanapa,кровать,кушетка,cama,sofá,kitanda,kochi,床,沙發,bed,couch,bed,couch
166,geyser,spring,nouns,فوارة حارة,ينبوع,喷泉,泉,geiser,gwanwyn,geiser,allikas,geisir,kevät,geyser,source,גייזר,אביב,gejzer,źródło,гейзер,весна,géiser,primavera,kisima,chemchemi ya maji ya moto,噴泉,泉,geyser,spring,geyser,spring
167,digit,number,nouns,منزلة,رقم,数字,数,digid,rhif,number,arv,luku,numero,chiffre,nombre,ספרה,מספר,cyfra,liczba,цифра,число,dígito,número,nambari,tarakimu,數字,數,digit,number,digit,number
168,hashtag,topic,nouns,علامة المربع,موضوع,主题标签,主题,hashnod,pwnc,teemaviide,teema,risuaita,aihe,hashtag,sujet,סולמית,נושא,hasztag,temat,хэштег,тема,hashtag,tema,mada,reli,主題標籤,話題,hashtag,topic,hashtag,topic
169,confidence,self,nouns,ثقة,ذات,自信,自己,hyder,hunan,kindlustunne,ise,itseluottamus,minuus,confiance,soi,ביטחון,עצמי,pewność siebie,własna osoba,уверенность,самость,confianza,yo,hakika,nafsi,自信,自己,confidence,self,confidence,self
170,doctor,orthodontist,nouns,طبيب,طبيب تقويم الأسنان,医生,正牙医生,meddyg,orthodontydd,arst,ortodont,tohtori,ortodontti,docteur,orthodontiste,רופא,אורתודונט,doktor,ortodonta,врач,ортодонт,médico,ortodoncista,daktari,mtaalamu wa meno,醫生,正牙醫生,doctor,orthodontist,doctor,orthodontist
171,jail,choice,nouns,سجن,خيار,监狱,选择,carchar,dewis,vangla,valik,vankila,valinta,prison,choix,כלא,בחירה,więzienie,wybór,тюрьма,выбор,cárcel,elección,jela,chaguo,監獄,選擇,jail,choice,jail,choice
172,car,elevator,nouns,سيارة,مصعد,汽车,电梯,car,lifft,auto,lift,auto,hissi,voiture,ascenseur,מכונית,מעלית,samochód,winda,автомобиль,подъемник,coche,ascensor,gari,lifti,汽車,電梯,car,elevator,car,elevator
