NUMBER	GLOSS	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT MATTIS	Comment Kristina	Comment Mei-Shin	Comments Tiago	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
285	birthday	birthday	nouns	2407	BIRTHDAY					851:0	year	1	2	生日	anniversaire	юбилей	cumpleaños	0.7272727273	2.7	1.4	1.5	1.097902098
288	bite	bite	verbs	1403	BITE					1353:0 1385:1	fight read	2	2	咬	mordre	укусить	morder	1.7272727272727273 0.0	1.8 0.0	0.7 0.0	0.6 0.0	0.8811771561771563 0.031818181818181836
290	blade (specific)	blade	nouns				unmapped because refers to grass blade		“espada” is “sword”; the general terms for “blade” here is “hoja” (i.e., leaf)	404:1	grass	1	1	刀口	lame	травинка	espada	0	0.2	4.2	0.1	0.9993589744
291	blame	blame	verbs	2716	BLAME (SOMEBODY)					1381:0	accuse	1	2	责怪	reprocher	осуждать	culpa	3.363636364	4.7	4.3	2.4	3.827972028
292	blame	blame	verbs	2716	BLAME (SOMEBODY)					1480:0	push	1	2	责怪	critiquer	обвинять	culpar	0.3636363636	0.4	0	0.1	0.1931818182
293	blanket	blanket	nouns	806	BLANKET					334:1	bed	1	3	毯子	couverture	одеяло	manta	0.09090909091	2.4	1.2	1.1	0.974009324
294	blanket	blanket	nouns	806	BLANKET					635:1	gale	1	3	毯	couverture	покрывало	manta	0	0.1	0	0.1	0.125
295	blanket	blanket	nouns	806	BLANKET					920:1	wood	1	3	毯	couverture	одеяло	manta	0	0.3	0	0.1	0.06666666667
298	blister	blister	nouns	1584	BLISTER					997:1	illustration	1	1	起泡	ampoule	волдырь	ampolla	0	0.3	0	0	0.04090909091
301	blood	blood	nouns	946	BLOOD					72:1 299:0 1029:0 1050:0	virus marrow body flesh	4	4	血液	sang	кровь	sangre	0.18181818181818182 0.36363636363636365 0.9090909090909091 0.36363636363636365	2.1 2.5 2.4 3.4	0.8 0.6 0.9 1.2	1.2 1.3 0.5 0.6	0.8285547785547785 0.8762820512820512 0.9036713286713288 1.1067599067599065
302	blue	blue	adjectives	837	BLUE					1162:1	red	1	1	蓝色	bleu	синий	azul	0.1818181818	2.3	0.1	0.5	0.6982517483
874	dull (boring)	dull	adjectives	905	BORING		unmapped			1085:0	bored	1	5	平淡	terne	скучный	insulso	2.181818182	1.4	2.5	4.2	2.28974359
875	dull (boring)	dull	adjectives	905	BORING		unmapped			1115:0	exciting	1	5	平淡	terne	скучный	aburrido	0.1818181818	0.6	0.1	0.2	0.2518648019
876	dull (blunt)	dull	adjectives	379	BLUNT	wrong translation in Spanish				1184:1	sharp	1	5	钝	terne	тупой	!aburrido	0.1818181818	0.1	0.1	0	0.3033799534
877	dull	dull	adjectives	905	BORING		unmapped			1111:0 1224:1	funny dreary	2	5	枯燥	terne	скучный	aburrido	0.0 3.909090909090909	0.5 6.0	0.1 3.7	0.1 0.5	0.2075757575757576 2.863927738927739
303	boat	boat	nouns	1844	BOAT					676:0 877:0	deck car	2	5	船	bateau	судно	bote	0.7272727272727273 0.36363636363636365	1.7 2.1	1.5 0.6	1.0 0.6	1.0684149184149183 0.8380536130536128
304	boat	boat	nouns	1844	BOAT					432:1 677:0 832:0	motor anchor tree	3	5	船	bateau	лодка	bote	0.2727272727272727 0.5454545454545454 0.0	1.8 2.1 0.4	0.9 0.9 0.6	0.4 1.0 0.3	0.8474941724941725 0.9824592074592076 0.26590909090909093
305	body	body	nouns	1480	BODY					187:0 280:1 499:0 763:0 842:1 857:0 944:0 1029:1	stomach underwear chest spine arm shoulder nerve blood	8	8	身体	corps	тело	cuerpo	1.7272727272727273 0.0 2.0 1.3636363636363635 0.45454545454545453 0.7272727272727273 1.8181818181818181 0.9090909090909091	2.9 1.7 2.5 2.2 2.4 2.2 1.6 2.4	1.5 0.3 1.4 1.3 1.1 1.4 0.6 0.9	1.7 0.6 1.1 0.6 1.1 1.0 0.5 0.5	1.6216783216783217 0.4695804195804196 1.672785547785548 1.0578088578088576 1.190034965034965 1.0532634032634032 0.7719696969696971 0.9036713286713288
306	boil	boil	verbs	2493	BOIL					1357:0	fry	1	1	煮沸	bouillir	кипятить	hervir	0.7272727273	3	0.7	0.8	1.376689977
2135	rush	rush	verbs	2860	BOLT (MOVE IN HASTE)					1652:1	hurry	1	1	赶	se ruer	мчаться	apurarse	4	5.3	3	5.7	4.287237762
309	bone	bone	nouns	1394	BONE	the Chinese is a spelling error, or similar.		舌头 is tongue.		696:1	muscle	1	8	!舌头	os	кость	hueso	0.3636363636	2.3	0.6	0.5	0.7234265734
310	bone	bone	nouns	1394	BONE					19:0 261:0 492:0 585:0 822:1 840:0 991:0	teeth ankle jaw elbow arm knee neck	7	8	骨头	os	кость	hueso	0.6363636363636364 0.45454545454545453 1.6363636363636365 0.2727272727272727 0.45454545454545453 1.3636363636363635 0.2727272727272727	2.9 2.3 2.7 2.3 2.2 2.7 2.0	1.3 1.2 1.1 1.0 0.9 1.2 0.4	1.7 1.1 1.1 0.9 0.9 0.9 0.4	1.6344405594405595 1.6603729603729602 1.2903263403263407 1.0787878787878789 1.0124125874125876 1.2381118881118878 0.6881701631701631
311	book	book	nouns	963	BOOK					417:1	accident	1	11	书	registre	книга	libro	0	0.6	0	0.2	0.075
312	book	book	nouns	963	BOOK					249:0 397:0 398:0 441:0 540:0 650:0 708:0 748:0 983:0 989:0	topic article text bible manuscript information essay story theme literature	10	11	书	livre	книга	libro	2.0 3.3636363636363638 2.5454545454545454 2.3636363636363638 1.0 2.0 3.727272727272727 2.5454545454545454 1.8181818181818181 2.0	1.4 2.8 4.0 3.7 4.4 2.2 1.3 3.0 1.3 3.2	0.8 1.0 2.0 1.6 1.6 1.4 1.7 1.1 0.8 2.3	1.7 1.0 2.5 2.0 2.9 1.2 1.5 1.0 0.9 2.3	0.8294871794871795 1.7281468531468525 2.362762237762238 2.13502331002331 2.152680652680653 1.2019230769230769 1.724242424242424 2.038403263403264 0.6624708624708625 2.5032051282051286
314	border	border	nouns	2546	BORDER					919:1	boundary	1	1	国境	limite	граница	frontera	3.181818182	5.6	4.4	5.1	4.096270396
315	bored	bored	adjectives							1085:1	dull	1	1	沉闷	ennuyé	скучающий	aburrido	2.181818182	1.4	2.5	4.2	2.28974359
316	boring	boring	adjectives	905	BORING					1065:0	mediocre	1	2	闷	ennuyeux	скучный	aburrido	0.9090909091	3.1	2.3	0.8	1.513694639
317	boring	boring	adjectives	905	BORING					1153:0	tired	1	2	无聊	ennuyeux	скучный	aburrido	0.1818181818	1.6	0.5	1.5	0.8983682984
318	borrow	borrow	verbs	1823	BORROW					1305:0 1320:0 1442:1 1559:0 1621:1	beg want give sell keep	5	5	借	emprunter	занимать	pedir prestado	1.0909090909090908 0.2727272727272727 2.3636363636363638 0.5454545454545454 0.0	1.1 1.0 1.8 1.2 1.9	0.6 0.0 1.4 0.1 0.2	1.3 1.0 1.0 0.4 0.2	1.1400932400932398 0.4462121212121212 1.9162587412587406 0.4177738927738926 0.4025641025641025
320	boss	boss	nouns	2930	BOSS					934:1	director	1	1	老板	patron	босс	jefe	4.272727273	2.2	4.5	4.5	3.863869464
321	bother	bother	verbs	2869	BOTHER (HARASS)					1487:0	aggravate	1	3	打扰	déranger	беспокоить	molestar	0	0.4	0.1	1.1	0.8243589744
322	bother	bother	verbs	2869	BOTHER (HARASS)					1523:1	offend	1	3	打扰	déranger	беспокоить	molestia	1.909090909	2.7	0.5	1.5	1.221270396
323	bother	bother	verbs	2869	BOTHER (HARASS)					1695:0	disturb	1	3	打扰	importuner	беспокоить	molestar	3.818181818	5.9	3.2	3.2	2.997027972
324	bottle	bottle	nouns	1321	BOTTLE					100:1 315:0 669:1	jar container can	3	3	瓶子	bouteille	бутылка	botella	4.2727272727272725 2.909090909090909 2.5454545454545454	3.1 4.2 3.4	1.5 0.4 1.0	2.3 2.0 0.0	2.4779137529137527 2.0484848484848484 1.5347319347319341
325	bottom	bottom	nouns	690	BOTTOM					287:0 588:0	side top	2	2	下面	bas	низ	fondo	0.18181818181818182 0.09090909090909091	2.4 2.5	0.4 0.3	1.0 0.2	0.8275058275058275 0.5165501165501166
326	boundary	boundary	nouns	1010	BOUNDARY					919:0	border	1	1	分界线	frontière	рубеж	límite	3.181818182	5.6	4.4	5.1	4.096270396
327	bowl	bowl	nouns				Russian translation wrong			567:1	alley	1	3	碗	bol	шар	cuenco	0	0	0	0	0.01474358974
328	bowl	bowl	nouns	1530	BOWL					316:0 340:1	tail plate	2	3	碗	bol	миска	cuenco	0.0 1.8181818181818181	0.1 2.9	0.0 3.3	0.2 2.4	0.025000000000000005 2.451689976689977
331	box (of cigarettes)	box	nouns				unmapped, relates to a pack of cigarettes			353:0	cigar	1	5	盒子	boîte	пачка	caja	0.09090909091	1.4	0.9	0.7	0.402972028
332	box	box	nouns	1465	BOX		unmapped			462:0	booth	1	5	盒子	boîte	!кабинка	caja	0	2	4.2	1.2	1.153846154
333	box	box	nouns	1465	BOX					803:0	elevator	1	5	盒子	cabine	коробка	caja	0	3.3	0.7	0.3	0.463986014
334	box	box	nouns	1465	BOX					288:0 637:1	hat source	2	5	盒子	boîte	коробка	caja	0.0 0.0	1.3 0.0	0.5 0.0	0.3 0.2	0.2480769230769231 0.02424242424242425
433	case (lawsuit)	case	nouns				Russian translation wrong	案件 means a lawsuit/criminal case. I suggest to unmap BOX		55:1	hardware	1	2	案件	étui	дело	caso	0.1818181818	1.9	0.3	0.6	0.4142773893
434	case (lawsuit)	case	nouns					案件 means a lawsuit/criminal case. I suggest to unmap BOX		440:1	electricity	1	2	案件	boîtier	ящик	caso	0.09090909091	1.3	0.6	0	0.2325757576
335	boy	boy	nouns	1366	BOY					948:0	son	1	8	男孩子	garçon	мальчик	niño	3	4.5	2	3.1	3.200990676
336	boy	boy	nouns	1366	BOY					293:0 395:1	kid child	2	8	男孩	garçon	мальчик	chico	3.3636363636363638 3.090909090909091	4.4 4.2	2.8 2.4	4.4 4.2	3.1567599067599055 2.6599067599067605
337	boy	boy	nouns	1366	BOY					61:1 116:0 853:0 863:1 873:0	rice brother partner condition soldier	5	8	男孩	garçon	мальчик	niño	0.0 2.1818181818181817 0.45454545454545453 0.2727272727272727 2.272727272727273	0.1 2.7 2.2 0.1 1.8	0.0 1.2 0.8 0.0 1.0	0.0 1.7 0.4 0.1 0.4	0.05757575757575759 2.056934731934732 0.7878205128205127 0.05530303030303033 0.8450466200466197
338	brain	brain	nouns	1583	BRAIN	The Chinese can still be seen as some kind of a synonym here.		Please rethink this one. Because 腦 includes 大腦 小腦 腦隨 腦幹		772:1	mind	1	2	大脑	cerveau	мозги	cerebro	4.454545455	3.9	2.4	3.7	3.335897436
339	brain	brain	nouns	1583	BRAIN			This is a better mapping		963:1	nerve	1	2	脑	cerveau	мозг	cerebro	1.818181818	2.2	1	1	1.162296037
341	branch	branch	nouns				Russian translation wrong			335:0	arm	1	1	树枝	branche	ветка	rama	0.09090909091	1.7	0.3	1.3	0.7761655012
1488	limb	limb	nouns				unmapped			1025:0	leg	1	1	肢体	membre	конечность	miembro	2	3.7	3	3.6	2.709032634
344	bread	bread	nouns	1368	BREAD					965:0	cheese	1	3	面包	pain	хлеб	un pan	0.2727272727	2.2	0.4	0.4	0.7143356643
345	bread	bread	nouns	1368	BREAD					827:1 1016:0	meat flour	2	3	面包	pain	хлеб	pan	0.18181818181818182 1.7272727272727273	1.9 2.6	0.4 1.3	0.5 1.1	0.526864801864802 1.2463286713286716
346	break (destroy, cleave)	break	verbs	680	BREAK (DESTROY OR GET DESTROYED)		BREAK (CLEAVE) based on Russian			1601:1	crack	1	1	打破	casser	ломать	romper	2	3.9	1.4	2.4	2.420512821
347	breakfast	breakfast	nouns	1322	BREAKFAST					874:0	supper	1	3	早餐	déjeuner	завтрак	desayuno	0.7272727273	2.8	0.7	0.7	1.176748252
348	breakfast	breakfast	nouns	1322	BREAKFAST					243:1 599:0	dinner bacon	2	3	早餐	petit déjeuner	завтрак	desayuno	0.8181818181818182 0.45454545454545453	3.4 1.6	0.5 0.8	1.4 0.3	1.404195804195804 0.8437062937062936
349	breathe	breathe	verbs	1407	BREATHE					1335:0	choke	1	1	呼吸	respirer	дышать	respirar	0.6363636364	2	0.5	0.5	0.646969697
350	brick	brick	nouns	1006	BRICK					618:1	wall	1	1	砖	brique	кирпич	ladrillo	0.6363636364	2.2	1	1.3	1.164160839
351	bride	bride	nouns	1266	BRIDE					695:0 847:1	princess groom	2	2	新娘	mariée	невеста	novia	0.18181818181818182 0.5454545454545454	2.4 4.0	0.5 1.0	1.1 3.2	0.7586829836829837 1.6479603729603731
352	bridge	bridge	nouns	1011	BRIDGE					704:1	car	1	2	桥	pont	мост	puente	0.1818181818	0.6	0.4	0.2	0.3128787879
353	bridge (card game)	bridge	nouns			I flagged the others as wrong translations. How many of those cases are in the dataset? I mean, it shows how shaky it is to "just translate" from English to other languages!	unmapped; card game			1018:1	card	1	2	!桥	!pont	бридж	!puente	0.3636363636	0.5	1	0	0.396969697
356	brilliant	brilliant	adjectives	3709	BRILLIANT					1234:0	great	1	1	极好	brillant	выдающийся	brillante	5.545454545	5.1	4.2	3.3	3.71969697
357	bring	bring	verbs	692	BRING					1370:0 1431:0 1571:1 1650:0 1696:1	restore complain carry send come	5	5	带来	apporter	приносить	traer	0.09090909090909091 0.18181818181818182 3.0 0.09090909090909091 1.7272727272727273	0.2 0.2 3.8 2.1 0.9	0.1 0.2 2.2 0.3 0.6	0.1 0.0 0.7 1.0 0.6	0.6006993006993008 0.06515151515151517 2.3643939393939393 0.6291375291375291 0.9889860139860138
358	broad	broad	adjectives	2531	BROAD					1149:1 1192:1	narrow big	2	2	宽广	vaste	широкий	ancho	0.18181818181818182 3.272727272727273	1.1 3.6	0.1 1.4	0.2 1.9	0.310955710955711 2.9414335664335667
360	broom	broom	nouns	245	BROOM					45:0	dust	1	1	扫帚	balai	метла	Escoba	0.3636363636	2	1.3	0.9	0.8002913753
361	brother	brother	nouns	1262	BROTHER					311:1 368:0	sister soul	2	5	兄弟	frère	брат	hermano	2.090909090909091 0.0	3.1 0.6	1.4 1.0	3.5 0.3	1.953146853146853 0.25833333333333336
362	brother	brother	nouns	1262	BROTHER			哥哥 is older brother		116:1 422:0 784:1	boy son father	3	5	!哥哥	frère	брат	hermano	2.1818181818181817 0.7272727272727273 0.2727272727272727	2.7 2.4 2.5	1.2 0.8 0.8	1.7 0.9 0.4	2.056934731934732 1.5012237762237761 1.033566433566434
364	bubble	bubble	nouns	3689	BUBBLE					808:0	suds	1	1	泡	bulle	пузырь	burbuja	3.727272727	2.6	1.6	1.7	2.242773893
367	build	build	verbs	1840	BUILD					1422:1 1545:1	add create	2	2	建立	construire	строить	construir	1.0 4.636363636363637	1.5 5.0	0.5 3.3	1.0 4.0	1.0267482517482522 3.8289044289044294
368	building	building	nouns	3396	BUILDING					668:1	room	1	1	大厦	échouage	здание	edificio	0.1818181818	1.6	0.8	0.8	0.9641608392
369	bulb	bulb	nouns	2617	BULB					408:1	flower	1	1	灯泡	bulbe	луковица	bulbo	0	2.8	0.6	1.5	1.014102564
370	bull	bull	nouns	1008	BULL					508:1	calf	1	1	公牛	taureau	бык	toro	3.181818182	3.1	2.2	2.3	2.346736597
372	bunch	bunch	nouns	1966	BUNCH				I understand “manojo” more as “a handful”, which is the etymology (man/hand) and the first entry in the dictionaries; “bunch” in this sense would be more “grupo” (as the French cognate) or “montón”	755:1	crowd	1	1	束	groupe	группа	manojo	0	4.5	3	0.8	1.886538462
374	burn	burn	verbs	2102	BURN	I added burn here: the intransitive reading is something that may occur in languages, but in fact it is not clear. 		烧伤 emphesize on the wound (being burnt). Concepticon concept BURN is 著火		1716:0	smother	1	1	烧伤	brûler	жечь	quemar	0.2727272727	0.7	0	0.1	0.4189393939
375	bury (someone)	bury	verbs			Good example for a case where the intended meaning (of the word pairs) is not well expressed in many languages, but in Chinese.		埋葬 is to bury someone, Concepticon concept BURY is 掩埋 or 埋 		1334:0 1462:1	die cover	2	2	埋葬	enterrer	закапывать	enterrar	2.090909090909091 2.4545454545454546	2.2 3.3	0.8 1.0	1.0 3.4	1.2800116550116551 2.3340909090909085
376	bus	bus	nouns	1070	BUS					124:1 1019:1	cab vehicle	2	2	公共汽车	autobus	автобус	autobús	2.090909090909091 3.0	3.1 4.0	0.8 1.9	2.0 2.5	1.8094405594405591 2.783741258741258
377	bush	bush	nouns	1683	BUSH					212:1	flower	1	1	灌木	buisson	куст	arbusto	0.6363636364	2.8	1.1	2.1	1.53018648
378	business	business	nouns	2931	BUSINESS					858:1	corporation	1	3	企业	affaire	предприятие	negocio	4.636363636	2.7	3.8	2.2	2.728379953
379	business	business	nouns	2931	BUSINESS					137:0 1027:0	industry company	2	3	商业	affaire	предприятие	negocio	0.9090909090909091 2.0	2.9 3.8	1.6 3.7	3.1 4.3	2.2473776223776225 3.667307692307693
380	busy	busy	adjectives	2755	BUSY					1125:0	lazy	1	1	忙碌	occupé	занятый	ocupado	0.09090909091	0.9	0.1	0.3	0.2560606061
381	butter	butter	nouns	1245	BUTTER					812:0	potato	1	1	牛油	beurre	масло	mantequilla	0.2727272727	1.7	0.6	0.7	0.5995337995
382	butterfly	butterfly	nouns	1791	BUTTERFLY					518:0	rose	1	1	蝴蝶	papillon	бабочка	mariposa	0.5454545455	0.7	0.6	0.3	0.3446969697
383	button	button	nouns	757	BUTTON					141:1	clothes	1	1	纽扣	bouton	пуговица	botón	0.4545454545	2.2	1.3	1.4	0.974009324
384	buy	buy	verbs	1869	BUY					1526:1	pay	1	3	购买	acheter	купить	comprar	2.818181818	4.2	1.1	1	2.415792541
385	buy	buy	verbs	1869	BUY					1395:1 1581:1	steal get	2	3	购买	acheter	покупать	comprar	0.5454545454545454 0.8181818181818182	1.6 1.7	0.0 3.8	0.2 3.0	0.3813519813519814 1.3906177156177153
394	cage	cage	nouns	3283	CAGE					753:1	bar	1	1	笼子	cage	клетка	jaula	1.727272727	2.9	0	0.3	1.2497669
395	calendar	calendar	nouns	1967	CALENDAR					231:0 977:1	holiday date	2	2	日历	calendrier	календарь	calendario	0.5454545454545454 2.727272727272727	2.3 3.0	0.8 1.7	1.2 1.5	0.9093822843822844 2.146620046620047
396	calf	calf	nouns	1989	CALF					508:0	bull	1	1	小牛	veau	теленок	becerro	3.181818182	3.1	2.2	2.3	2.346736597
398	calm	calm	adjectives	258	CALM					1241:1 1271:1	neutral relaxed	2	2	冷静	calme	спокойный	calma	0.18181818181818182 1.0	2.0 5.6	2.0 2.5	1.1 3.7	1.2452214452214456 3.0188811188811187
401	camera	camera	nouns	2618	CAMERA					612:1	sequel	1	4	相机	appareil photo	камера	cámara	0.09090909091	0.3	0	0.2	0.06515151515
402	camera	camera	nouns	2618	CAMERA					112:1 173:0 727:1	worker president lens	3	4	相机	appareil photo	фотоаппарат	cámara	0.09090909090909091 0.0 0.45454545454545453	0.1 0.1 2.5	0.5 0.2 1.0	0.1 0.9 2.4	0.15454545454545457 0.1416666666666667 1.4727272727272727
403	camp	camp	nouns	1105	CAMP					733:0	cabin	1	1	营地	campement	лагерь	campamento	0.1818181818	1.3	1.2	1	0.8031468531
409	candy	candy	nouns	874	CANDY					302:1	apple	1	2	糖果	confiserie	сладость	caramelo	0.09090909091	1.8	0.8	0.5	0.5624708625
410	candy	candy	nouns	874	CANDY					823:1	cinnamon	1	2	糖果	bonbon	конфеты	caramelo	0.1818181818	1.5	0.4	0.8	0.5896853147
411	cannon	cannon	nouns	3202	CANNON					144:1 480:1	ball gun	2	2	大炮	canon	пушка	cañón	0.0 1.7272727272727273	0.9 3.1	1.2 2.0	0.4 1.3	0.5497668997668997 2.170745920745921
418	car	car	nouns	1111	CAR					58:1 917:1	automobile tank	2	15	汽车	voiture	машина	coche	5.818181818181818 0.6363636363636364	6.0 1.4	5.7 1.4	5.5 0.6	5.650874125874125 0.8899184149184148
419	car	car	nouns	1111	CAR					18:0 75:0 631:0 802:0 877:1	cab highway gauge horn boat	5	15	车	voiture	автомобиль	coche	3.4545454545454546 0.09090909090909091 0.2727272727272727 0.18181818181818182 0.36363636363636365	4.0 2.3 0.7 1.9 2.1	2.8 1.1 0.9 0.9 0.6	3.8 1.4 0.4 0.0 0.6	3.2402097902097897 0.9006410256410255 0.40606060606060607 0.6322261072261072 0.8380536130536128
420	car	car	nouns	1111	CAR					172:0 379:1 490:0 611:0 704:0 915:0 954:0 958:0	elevator street hose bicycle bridge carriage factory truck	8	15	汽车	voiture	автомобиль	coche	0.0 0.2727272727272727 0.09090909090909091 0.45454545454545453 0.18181818181818182 1.9090909090909092 0.18181818181818182 2.8181818181818183	0.7 1.3 0.2 2.2 0.6 4.3 1.1 3.3	0.8 0.8 0.8 0.7 0.4 0.9 0.4 2.5	0.3 0.3 0.3 0.6 0.2 4.9 0.4 1.2	0.37989510489510486 0.6148601398601398 0.24772727272727277 1.0493589743589748 0.3128787878787879 2.435780885780886 0.34015151515151515 2.6895104895104893
423	card	card	nouns	2619	CARD					1018:0	bridge	1	1	卡	carte	карта	tarjeta	0.3636363636	0.5	1	0	0.396969697
429	carriage (transportation)	carriage	nouns	2620	CARRIAGE	flagged Chinese translation as wrong		运输 is transportation		915:1	car	1	2	!运输	calèche	карета	carro	1.909090909	4.3	0.9	4.9	2.435780886
430	carriage	carriage	nouns	2620	CARRIAGE					968:1	wagon	1	2	马车	voiture	вагон	carro	3.636363636	5.2	0.9	2.5	3.137529138
