NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
149	ashamed	adjectives	1894	ASHAMED	1210:0 1238:0	upset lucky	2	4	羞耻	honteux	пристыженный	avergonzado	0.2727272727272727 0.09090909090909091	1.3 0.8	0.9 0.0	0.7 0.0	0.8050116550116554 0.11515151515151519
150	ask	verbs	1309	ASK (INQUIRE)	1640:1	ignore	1	5	问	demander	обращаться	pedir	0.18181818181818182	1.1	0.0	0.2	0.20681818181818182
151	ask	verbs	1309	ASK (INQUIRE)	1397:0 1476:1 1516:0 1757:1	plead beg pray help	4	5	问	demander	просить	pedir	0.2727272727272727 0.8181818181818182 0.5454545454545454 0.18181818181818182	2.7 3.6 3.9 1.2	3.2 4.3 1.9 0.2	0.7 2.8 1.5 0.5	1.8554195804195803 2.4740093240093235 1.3821678321678323 0.5157925407925409
152	assault	verbs			1599:0	aggravate	1	1	攻击	agresser	нападать	asaltar	0.36363636363636365	1.3	0.0	1.0	0.6083916083916084
153	asset	nouns			22:0	stock	1	1	资产	actif	актив	activo	2.5454545454545454	4.0	2.2	2.6	2.5463869463869453
154	assignment	nouns			202:0	task	1	2	作业	affectation	задание	asignación	2.5454545454545454	3.0	3.9	4.9	4.061013986013985
155	assignment	nouns			322:1	note	1	2	作业	devoir	задание	trabajo	0.45454545454545453	2.6	0.7	0.7	0.7283216783216782
156	assist	verbs			1626:0	aid	1	1	协助	assister	ассистировать	asistir	3.6363636363636362	5.6	4.7	4.2	4.827156177156177
157	assume	verbs			1419:0	pretend	1	2	假设	supposer	симулировать	asumir	2.272727272727273	3.0	4.5	2.3	1.3406177156177153
158	assume	verbs			1520:0	predict	1	2	假设	supposer	предполагать	asumir	4.636363636363637	2.9	3.1	2.8	2.466200466200467
159	asteroid	nouns			768:0	star	1	1	小行星	astéroïde	астероид	asteroide	3.0	3.2	2.0	2.7	2.4350233100233094
160	astronomer	nouns			111:1	galaxy	1	1	天文学家	astronome	астроном	astrónomo	0.18181818181818182	1.9	1.5	1.6	1.0585081585081584
161	astronomical	adjectives			1212:1	massive	1	1	天文	astronomique	астрономический	astronómico	0.09090909090909091	3.1	0.8	1.6	1.7404428904428901
162	athlete	nouns			657:1	runner	1	1	运动员	athlète	спортсмен	atleta	3.272727272727273	3.8	2.0	3.3	3.108624708624708
163	atmosphere	nouns			238:1 428:0	pollution ozone	2	2	大气层	atmosphère	атмосфера	atmósfera	0.18181818181818182 2.6363636363636362	2.5 4.1	0.8 1.6	1.3 2.0	0.7438228438228438 2.365384615384615
164	atom	nouns			193:0 289:1	carbon molecule	2	2	原子	atome	атом	átomo	0.45454545454545453 2.4545454545454546	3.1 4.0	1.6 1.0	1.3 2.5	1.3695804195804195 2.366375291375291
165	attach	verbs			1379:0	join	1	2	连接	attacher	вкладывать	adjuntar	0.9090909090909091	1.9	1.0	2.7	2.2029137529137532
166	attach	verbs			1674:1	separate	1	2	连接	attacher	прикреплять	adjuntar	0.36363636363636365	1.5	0.0	0.1	0.3200466200466201
167	attack	nouns	722	ATTACK	391:1 516:1	crime blitz	2	2	攻击	attaque	атака	ataque	0.9090909090909091 3.4545454545454546	2.4 2.9	0.5 3.3	1.7 2.8	1.5425407925407926 3.6287878787878776
168	attack	verbs	722	ATTACK	1605:0	hurt	1	1	攻击	attaque	нападать	atacar	3.090909090909091	2.5	0.7	2.6	2.185780885780886
169	attempt	verbs			1748:0	intend	1	1	试着	tenter	пытаться	intentar	1.8181818181818181	4.4	2.8	3.2	1.9251748251748257
170	attend	verbs			1388:0 1398:1 1435:1 1587:0 1610:1 1660:1	arrive send come argue appear gather	6	6	出席	assister	посещать	asistir	3.090909090909091 0.0 3.1818181818181817 0.18181818181818182 3.090909090909091 0.5454545454545454	0.4 0.5 3.4 1.1 1.5 0.7	1.1 0.2 2.3 0.0 1.1 0.3	2.2 0.7 2.0 0.2 2.7 0.9	1.9480769230769235 0.2901515151515152 2.804487179487179 0.3393939393939394 1.949417249417249 0.9448717948717947
171	attention	nouns			265:0 633:0	awareness interest	2	2	注意	attention	внимание	atención	2.727272727272727 0.2727272727272727	3.5 4.6	0.9 3.9	1.5 3.8	2.2557109557109554 2.6504079254079254
172	attitude	nouns			389:0	confidence	1	1	态度	attitude	настрой	actitud	1.2727272727272727	2.3	1.6	1.9	1.4011655011655002
173	attorney	nouns			281:0	lawyer	1	1	狀師	avocat	представитель	abogado	3.090909090909091	4.3	1.4	4.7	4.202505827505828
174	attract	verbs			1714:1	hit	1	1	吸引	attirer	привлекать	atraer	0.0	1.1	0.0	0.1	0.225
175	august	nouns	2851	AUGUST	87:0	month	1	1	八月	août	август	agosto	2.5	3.3	2.7	3.0	2.5136363636363632
176	aunt	nouns	1272	AUNT	582:1 786:0	uncle nephew	2	2	阿姨	tante	тетя	tía	0.6363636363636364 0.2727272727272727	3.9 2.5	1.0 0.8	3.2 0.6	1.6811771561771558 0.907109557109557
177	author	nouns			81:0	creator	1	2	作者	auteur	автор	autor	4.0	5.1	4.5	5.3	4.219055944055944
178	author	nouns			1047:0	reader	1	2	作者	auteur	писатель	autor	0.36363636363636365	2.3	0.8	0.8	0.7618881118881119
179	automobile	nouns			58:0	car	1	1	车	automobile	автомобиль	automóvil	5.818181818181818	6.0	5.7	5.5	5.650874125874125
180	avalanche	nouns			1007:0	snow	1	1	雪崩	avalanche	снежный обвал	avalancha	1.7272727272727273	2.8	1.7	1.5	1.9433566433566432
181	average	adjectives			1288:1	regular	1	1	平均	moyen	средний	promedio	0.45454545454545453	3.6	2.2	4.1	2.1113636363636363
182	aviation	nouns			1001:0	flight	1	1	航空	aviation	авиация	aviación	3.0	2.8	1.3	2.2	2.6481351981351975
183	avionics	nouns			207:0	aeronautics	1	1	航空电子学	avionique	авионики	aviónica	3.090909090909091	4.6	1.3	3.0	2.703263403263403
184	avoid	verbs	3639	AVOID	1604:0	deny	1	3	避免	éviter	избежать	evitar	0.5454545454545454	1.1	0.2	1.0	1.0002331002331002
185	avoid	verbs	3639	AVOID	1441:1 1518:1	reject ignore	2	3	避免	éviter	избегать	evitar	1.5454545454545454 0.0	2.3 3.6	1.3 3.7	3.1 3.3	1.580361305361306 2.719755244755245
186	awake	verbs	825	AWAKE	1566:0	snore	1	1	清醒	réveiller	проснуться	despierto	0.36363636363636365	1.4	0.3	0.2	0.40337995337995336
187	awareness	nouns			265:1	attention	1	1	意识	conscience	осведомленность	conciencia	2.727272727272727	3.5	0.9	1.5	2.2557109557109554
188	away	adverbs			1887:1	home	1	1	在别处	à l'extérieur	далеко	lejos	0.36363636363636365	1.8	0.2	0.1	0.4710955710955711
189	awful	adjectives			1123:1 1246:1	bad great	2	2	糟糕	terrible	ужасный	horrible	3.6363636363636362 0.09090909090909091	4.0 2.8	3.9 0.0	2.5 0.2	3.2200466200466202 0.42913752913752906
190	baby	nouns	1289	BABY	161:0 412:1	daughter adult	2	2	婴儿	bébé	младенец	bebé	2.727272727272727 0.5454545454545454	2.6 2.2	1.4 0.8	2.9 0.6	2.040209790209791 0.693065268065268
191	background	nouns			82:1	wallpaper	1	1	背景	arrière-plan	фон	fondo	3.0	3.4	1.9	1.6	2.3882284382284378
192	bacon	nouns			709:1	meat	1	3	培根	lard	бекон	tocino	3.1818181818181817	3.4	2.4	1.5	2.9016317016317004
193	bacon	nouns			542:0 599:1	bean breakfast	2	3	培根	bacon	бекон	tocino	0.0 0.45454545454545453	1.3 1.6	0.2 0.8	0.3 0.3	0.38141025641025644 0.8437062937062936
194	bad	adjectives	1292	BAD	1069:0 1123:0 1157:0 1179:0 1190:0 1232:0 1240:0 1272:0	terrific awful mediocre guilty immoral dishonest great terrible	8	8	坏	mal	плохой	malo	0.18181818181818182 3.6363636363636362 0.09090909090909091 0.09090909090909091 2.8181818181818183 0.8181818181818182 0.0 0.6363636363636364	3.2 4.0 3.4 2.7 4.3 3.3 0.6 3.0	0.3 3.9 1.2 0.4 2.2 1.1 0.0 4.3	0.1 2.5 2.7 1.4 2.5 1.5 0.1 4.2	0.6124708624708625 3.2200466200466202 1.1428321678321678 1.2350815850815855 2.828554778554778 1.5219114219114216 0.188986013986014 2.886247086247087
195	badge	nouns			51:0	glass	1	1	徽章	badge	значок	placa	0.09090909090909091	0.5	0.0	0.7	0.19580419580419584
196	bag	nouns	2468	BAG	683:1	purse	1	1	袋	sac	сумка	bolso	0.9090909090909091	2.6	4.4	1.8	2.789685314685315
197	baggage	nouns			26:1	circumnavigation	1	1	行李	bagage	багаж	equipaje	0.0	1.0	1.0	1.1	0.4256993006993007
198	bake	verbs	183	BAKE	1556:0	fry	1	1	烘烤	cuire	печь	hornear	1.0	4.4	1.4	1.4	2.1718531468531466
199	ball	nouns	1845	BALL	144:0	cannon	1	7	球	ballon	ядро	pelota	0.0	0.9	1.2	0.4	0.5497668997668997
200	ball	nouns	1845	BALL	811:0	costume	1	7	球	bal	бал	pelota	0.09090909090909091	1.9	1.0	0.2	0.47348484848484845
201	ball	nouns	1845	BALL	13:0 177:1	glove racket	2	7	球	balle	мяч	pelota	0.18181818181818182 0.36363636363636365	1.4 2.3	0.1 1.2	1.1 1.3	0.5668414918414918 0.940268065268065
202	ball	nouns	1845	BALL	521:0 596:0 610:1	sphere basket volleyball	3	7	球	ballon	мяч	pelota	4.0 0.09090909090909091 3.6363636363636362	2.9 1.3 2.0	1.7 0.8 1.1	2.8 0.3 1.2	2.842540792540793 0.481060606060606 2.259207459207459
203	ballad	nouns			947:0	song	1	1	歌谣	ballade	баллада	balada	3.090909090909091	4.8	3.6	3.9	3.772610722610723
204	balloon	nouns	3083	BALLOON	135:1 750:1	people bath	2	2	气球	ballon	шар	globo	0.0 0.0	0.0 0.2	0.0 0.0	0.5 0.1	0.08333333333333333 0.05833333333333334
205	band	nouns			185:0	parade	1	4	乐队	parade	оркестр	banda	0.36363636363636365	5.9	1.0	2.0	1.3713869463869461
206	band	nouns			613:1	endurance	1	4	乐队	groupe	повязка	banda	0.0	0.2	0.0	0.1	0.06666666666666667
207	band	nouns			429:1 771:0	liquor orchestra	2	4	乐队	groupe	группа	banda	0.0 3.909090909090909	0.3 3.6	0.3 1.0	0.5 4.3	0.15000000000000002 3.55955710955711
208	bank	nouns	1284	BANK	9:0	seat	1	1	银行	banque	наклон	banco	0.18181818181818182	1.9	0.0	5.1	0.6734848484848485
209	banker	nouns			107:1	lawyer	1	1	银行家	banquier	банкир	banquero	0.18181818181818182	1.8	0.8	1.4	0.9706293706293709
210	bankruptcy	nouns			461:0	failure	1	1	破产	faillite	банкротство	bancarrota	0.9090909090909091	5.0	2.8	2.2	2.1211538461538457
211	bar	nouns			753:0	cage	1	2	栅栏	barreau	пруток	bar	1.7272727272727273	2.9	0.0	0.3	1.2497668997669
212	bar	nouns			998:0	jail	1	2	酒吧	barreau	пруток	bar	0.36363636363636365	2.9	0.0	0.2	1.0192890442890443
213	bargain	nouns			589:1	penny	1	1	便宜货	occasion	сделка	ganga	0.09090909090909091	0.3	0.2	0.3	0.2586247086247087
214	barn	nouns	3657	GRANARY	148:1	house	1	1	谷仓	grange	амбар	granero	0.5454545454545454	2.5	1.0	0.8	1.2682400932400932
215	base	nouns	831	BASE	583:1	foot	1	2	基底	base	база	base	3.272727272727273	3.1	0.0	2.2	1.4934149184149172
216	base	nouns	831	BASE	815:1	acid	1	2	碱	base	основание	base	0.2727272727272727	2.3	0.1	1.0	0.7122960372960375
217	baseball	nouns			1030:1	fraternity	1	3	棒球	base-ball	бейсбол	béisbol	0.0	0.4	0.6	0.3	0.18939393939393942
218	baseball	nouns			153:1 795:1	basketball couch	2	3	棒球	baseball	бейсбол	béisbol	0.6363636363636364 0.0	3.1 0.1	1.0 0.0	1.5 0.2	1.5251748251748252 0.09999999999999999
219	basically	adverbs			1860:1	fully	1	1	基本上	au fond	в принципе	básicamente	0.45454545454545453	1.4	0.6	1.4	0.8465617715617714
220	basilica	nouns			561:0	mosaic	1	1	教堂	basilique	базилика	basílica	0.0	0.8	0.3	0.4	0.532051282051282
221	basket	nouns	1539	BASKET	596:1	ball	1	1	篮子	panier	корзина	cesta	0.09090909090909091	1.3	0.8	0.3	0.481060606060606
222	basketball	nouns			153:0	baseball	1	1	篮球	basket	баскетбол	baloncesto	0.6363636363636364	3.1	1.0	1.5	1.5251748251748252
223	bat	nouns	1793	BAT	527:0	vampire	1	1	蝙蝠	chauve-souris	летучая мышь	murciélago	0.5454545454545454	3.0	0.2	1.9	1.2653263403263402
224	bath	nouns	138	BATHE	509:0	wife	1	5	沐浴	baignoire	ванна	bañera	0.0	0.1	0.0	0.2	0.040909090909090916
225	bath	nouns	138	BATHE	93:1 750:0 883:1 891:0	room balloon log trick	4	5	沐浴	bain	ванна	bañera	0.09090909090909091 0.0 0.0 0.0	1.5 0.2 0.0 0.0	1.5 0.0 0.0 0.0	0.7 0.1 0.0 0.0	0.6075174825174825 0.05833333333333334 0.016666666666666666 0.007575757575757584
226	bathroom	nouns			260:0 693:0	bedroom kitchen	2	2	洗手间	salle de bain	ванная	baño	0.36363636363636365 0.18181818181818182	2.6 2.5	0.7 0.7	1.2 0.6	1.1519230769230766 0.8903263403263401
227	battery	nouns	662	BATTERY	495:1 779:0	theatre energy	2	2	电池	batterie	батарейка	batería	0.0 1.7272727272727273	0.1 3.9	0.0 1.8	0.2 3.2	0.0734848484848485 2.126689976689977
228	battle	nouns	579	BATTLE	694:0	conquest	1	1	战役	bataille	битва	batalla	0.5454545454545454	3.5	1.9	2.0	1.8419580419580417
229	battleship	nouns			743:1	dreadnought	1	1	主力舰	cuirassé	линкор	buque	2.4545454545454546	5.2	2.3	3.2	3.944871794871794
230	beach	nouns	3460	BEACH	914:0	seashore	1	5	沙滩	plage	пляж	playa	1.0	4.7	2.6	2.7	3.514568764568765
231	beach	nouns	3460	BEACH	274:0 275:0 436:0 831:0	reef coast island sea	4	5	海滩	plage	пляж	playa	0.18181818181818182 3.0 1.2727272727272727 2.5454545454545454	2.5 3.8 2.6 3.5	0.9 2.5 0.7 1.2	1.6 3.5 1.9 3.4	0.9872377622377623 3.2923724423724425 1.2575757575757571 2.018589743589743
232	bean	nouns	832	BEAN	225:1 519:0 542:1	rice coffee bacon	3	3	豆	haricot	боб	frijol	0.45454545454545453 0.36363636363636365 0.0	2.2 0.7 1.3	0.6 0.8 0.2	1.1 0.2 0.3	0.9557692307692306 0.7501165501165502 0.38141025641025644
233	beast	nouns	958	WILD ANIMAL	99:0	animal	1	1	野兽	bête	зверь	bestia	3.5454545454545454	5.4	5.1	4.1	3.633333333333333
234	beat	verbs	1665	BEAT	1403:0	win	1	3	打败	battre	отбивать	golpear	4.454545454545454	3.9	0.8	0.3	2.5639860139860144
235	beat	verbs	1665	BEAT	1645:0	whip	1	3	击败	battre	бить	golpear	0.36363636363636365	5.2	0.2	4.3	2.6216783216783215
236	beat	verbs	1665	BEAT	1689:0	blend	1	3	打	battre	бить	golpear	0.0	5.1	0.1	0.0	0.7423076923076923
237	beautiful	adjectives	1427	BEAUTIFUL	1233:0	wonderful	1	1	美丽	beau	красивый	hermoso	3.3636363636363638	4.5	4.9	3.1	2.566550116550116
238	beautifully	adverbs			1848:1	elegantly	1	1	美丽地	admirablement	красиво	hermosamente	3.090909090909091	3.9	3.3	1.2	2.9722610722610714
239	beauty	nouns			664:1	sonnet	1	2	美	beauté	красота	belleza	0.09090909090909091	0.8	0.1	0.5	0.2934731934731935
240	beauty	nouns			801:0	age	1	2	美人	beauté	красота	belleza	0.36363636363636365	1.2	0.6	0.5	0.45903263403263406
241	become	verbs	1990	BECOME	1332:0	seem	1	5	变成	devenir	становиться	volverse	0.2727272727272727	1.6	1.2	0.4	0.635897435897436
242	become	verbs	1990	BECOME	1414:0 1497:1 1594:1 1597:1	appear make organize accomplish	4	5	成为	devenir	становиться	volverse	0.36363636363636365 2.272727272727273 0.0 0.7272727272727273	1.4 1.1 0.3 2.1	0.7 0.8 0.3 0.9	0.9 0.4 0.2 0.2	1.0094405594405595 0.8850233100233099 0.25681818181818183 0.9783799533799536
243	bed	nouns	1663	BED	334:0	blanket	1	8	床	lit	постель	cama	0.09090909090909091	2.4	1.2	1.1	0.9740093240093239
244	bed	nouns	1663	BED	703:0	hospital	1	8	床	lit	койка	cama	0.45454545454545453	1.6	1.0	0.7	0.6522727272727272
245	bed	nouns	1663	BED	165:0 180:0 214:0 273:0 307:1 405:0	couch chair crib bedroom room furniture	6	8	床	lit	кровать	cama	0.8181818181818182 0.36363636363636365 3.090909090909091 0.7272727272727273 0.09090909090909091 3.5454545454545454	3.4 2.1 4.1 3.0 1.1 3.2	4.1 0.2 4.7 1.4 0.7 2.5	2.1 1.4 3.0 1.3 1.3 1.5	2.0730186480186483 0.9350233100233102 3.162121212121212 1.441958041958042 0.6282634032634034 2.379778554778555
246	bedroom	nouns	2505	BEDROOM	598:1	stomach	1	4	卧室	chambre	спальня	habitación	0.0	0.1	0.0	0.2	0.057575757575757586
247	bedroom	nouns	2505	BEDROOM	233:1 260:1 273:1	bicycle bathroom bed	3	4	卧室	chambre à coucher	спальня	habitación	0.0 0.36363636363636365 0.7272727272727273	0.1 2.6 3.0	0.0 0.7 1.4	0.3 1.2 1.3	0.06666666666666667 1.1519230769230766 1.441958041958042
248	bee	nouns	665	BEE	646:0 787:0 817:1	queen ant insect	3	3	蜜蜂	abeille	пчела	abeja	0.0 0.45454545454545453 3.0	2.1 2.3 3.6	1.4 0.4 2.0	0.8 0.8 2.9	0.7326923076923076 1.0505244755244758 2.558391608391608
249	beef	nouns	2570	BEEF	128:1	cattle	1	2	牛肉	boeuf	бык	ternera	2.909090909090909	4.5	2.9	3.5	2.780652680652681
250	beef	nouns	2570	BEEF	529:0	meat	1	2	牛肉	boeuf	говядина	carne de vaca	3.6363636363636362	3.6	2.6	3.9	3.2097319347319355
251	beer	nouns	1639	BEER	83:0 674:0 933:0	champagne beverage alcohol	3	3	啤酒	bière	пиво	cerveza	2.4545454545454546 2.5454545454545454 5.181818181818182	3.2 3.7 3.7	1.1 2.3 2.2	1.3 1.9 2.5	1.8553030303030298 2.4925407925407916 3.213752913752913
252	before	adverbs	1882	BEFORE	1775:0	after	1	1	之前	avant	до	antes de	0.36363636363636365	1.9	0.0	0.1	0.4276223776223777
253	beg	verbs	3534	BEG	1305:1	borrow	1	3	乞求	supplier	нищенствовать	mendigar	1.0909090909090908	1.1	0.6	1.3	1.1400932400932398
254	beg	verbs	3534	BEG	1427:1	plead	1	3	乞求	supplier	умолять	mendigar	4.0	2.1	3.9	0.3	3.6512237762237754
255	beg	verbs	3534	BEG	1476:0	ask	1	3	乞求	mendier	умолять	mendigar	0.8181818181818182	3.6	4.3	2.8	2.4740093240093235
256	begin	verbs	3447	BEGIN OR START	1547:1	start	1	4	开始	commencer	начать	empezar	4.363636363636363	5.9	1.8	5.9	4.523076923076923
257	begin	verbs	3447	BEGIN OR START	1342:0 1436:0 1539:0	go quit originate	3	4	开始	commencer	начинать	empezar	0.18181818181818182 0.0 3.909090909090909	1.3 1.6 0.7	0.3 0.1 0.6	0.6 0.2 4.0	0.5016899766899768 0.34731934731934727 2.3665501165501164
258	behave	verbs			1421:0	obey	1	1	守规矩	se comporter	слушаться	comportarse	4.0	3.5	3.4	2.8	2.516200466200466
259	behaviorism	nouns			680:0	therapy	1	1	行为主义	comportementalisme	бихевиоризм	behaviorismo	0.0	2.3	0.5	0.9	0.9371794871794873
260	belief	nouns	3333	BELIEF (RELIGIOUS)	824:0	impression	1	5	信念	croyance	мнение	creencia	0.2727272727272727	2.8	2.9	2.4	1.5362470862470863
261	belief	nouns	3333	BELIEF (RELIGIOUS)	453:1 511:0	value flower	2	5	信念	croyance	вера	creencia	3.5454545454545454 0.18181818181818182	3.0 0.0	0.7 0.1	2.0 0.1	1.9687062937062925 0.06771561771561775
262	belief	nouns	3333	BELIEF (RELIGIOUS)	602:0 726:0	concept opinion	2	5	信念	croyance	верование	creencia	1.2727272727272727 0.45454545454545453	2.9 4.5	1.3 0.7	2.1 2.9	1.9092657342657342 2.6148018648018643
263	believe	verbs	1890	BELIEVE	1330:0 1580:1 1690:1	feel know accept	3	3	相信	croire	верить	creer	0.9090909090909091 0.9090909090909091 1.0909090909090908	2.7 3.1 3.4	0.9 0.5 0.9	2.2 0.9 1.4	1.5215617715617717 1.2636363636363634 1.6993589743589743
264	bell	nouns	2246	BELL	54:1	tower	1	2	钟	cloche	колокол	campana	0.6363636363636364	1.6	0.8	1.7	0.7628205128205129
265	bell	nouns	2246	BELL	434:0	door	1	2	钟	sonnette	звонок	campana	0.0	2.3	1.0	0.3	0.573018648018648
266	belligerence	nouns			32:1	combat	1	1	好斗	belligérance	воинственность	beligerancia	3.0	4.6	2.0	3.4	2.5716200466200467
267	belly	nouns	1251	BELLY	697:0	abdomen	1	1	肚皮	ventre	брюшко	vientre	2.909090909090909	5.2	5.0	4.3	3.5228438228438232
268	belt	nouns	772	BELT	736:1	loop	1	1	带	ceinture	пояс	cinturón	3.1818181818181817	2.6	0.9	1.2	1.295571095571095
269	bench	nouns	2584	BENCH	226:1	chair	1	1	长凳	banc	скамейка	banco	3.727272727272727	3.6	1.7	3.5	3.167191142191142
270	bet	verbs			1620:1	gamble	1	1	打赌	miser	сделать ставку	apostar	4.454545454545454	5.5	2.5	2.7	3.44044289044289
271	beverage	nouns	731	BEVERAGE	674:1	beer	1	1	饮品	boisson	напиток	bebida	2.5454545454545454	3.7	2.3	1.9	2.4925407925407916
272	bias	nouns			369:0	opinion	1	1	偏压	préjugé	предубеждение	parcialidad	0.2727272727272727	4.0	2.5	2.1	1.6617132867132867
273	bias	verbs			1745:0	incline	1	1	偏见	influencer	настраивать	parcialidad	2.3636363636363638	3.0	0.5	1.9	2.5625291375291366
274	bible	nouns			399:0 441:1	hymn book	2	2	圣经	bible	библия	Biblia	2.272727272727273 2.3636363636363638	0.7 3.7	2.1 1.6	0.5 2.0	0.9974358974358976 2.13502331002331
