word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
departure	n	00042757-n	departure.n.01	00030358-n	00053097-n;00053913-n;00058519-n;00061290-n;00053405-n;00057657-n;00306102-n;00053609-n;00058337-n;00053020-n	act.n.02	farewell.n.02;withdrawal.n.03;exit.n.03;dispatch.n.02;french_leave.n.01;sailing.n.03;takeoff.n.01;disappearance.n.01;boarding.n.01;breaking_away.n.02	1	10
potential	a	00044353-a	potential.a.01					0	0
acute	a	00044760-a	acute.a.01					0	0
chronic	a	00045123-a	chronic.a.01					0	0
recovery	n	00045907-n	recovery.n.03	00030358-n	00089891-n;00096969-n;00093483-n;00093354-n;00096851-n	act.n.02	repossession.n.01;recapture.n.02;rescue.n.01;reclamation.n.03;ransom.n.03	1	5
addicted	a	00047029-a	addicted.a.01					0	0
dress	v	00047945-v	dress.v.02	00146138-v	00045145-v;00048633-v;00052043-v;00049102-v;00048912-v;00048790-v;00049770-v;00106592-v;00049483-v;00049197-v;00049309-v;00049007-v;00049669-v;00051511-v;00051761-v	change_state.v.01	prim.v.03;cover.v.26;vest.v.05;habit.v.01;frock.v.01;jacket.v.02;shoe.v.01;gown.v.01;underdress.v.01;vesture.v.01;overdress.v.01;shirt.v.01;corset.v.01;coat.v.02;costume.v.01	1	15
undress	v	00049900-v	undress.v.01	00179060-v	00050454-v	take_off.v.02	take_off.v.06	1	1
registration	n	00050037-n	registration.n.01	00049003-n		entrance.n.03		1	0
adequate	a	00051045-a	adequate.a.01					0	0
return	n	00051192-n	return.n.02	00048374-n	00051385-n	arrival.n.02	repatriation.n.01	1	1
inadequate	a	00051696-a	inadequate.a.01					0	0
incapable	s	00052246-a	incapable.s.04					0	0
wear	v	00052374-v	wear.v.01					0	0
farewell	n	00053097-n	farewell.n.02	00042757-n	00053525-n	departure.n.01	valediction.n.02	1	1
gluey	s	00053691-a	gluey.s.01					0	0
conceive	v	00054285-v	conceive.v.03	00146138-v	00067850-v	change_state.v.01	superfetate.v.01	1	1
immigration	n	00056311-n	immigration.n.01	01123095-n	00056551-n	migration.n.01	aliyah.n.02	1	1
escape	n	00058743-n	escape.n.01	00046177-n	00060747-n;00059127-n;00060414-n;00060201-n;00059989-n	running_away.n.01	skedaddle.n.01;evasion.n.04;exodus.n.01;getaway.n.02;break.n.16	1	5
record	n	00063014-n	record.n.06	00062806-n	00063559-n;00063310-n	attainment.n.01	world_record.n.01;track_record.n.01	1	2
passing	n	00065575-n	passing.n.07	00063652-n		success.n.02		1	0
credit	n	00065855-n	credit.n.06	00062806-n	00066075-n	attainment.n.01	semester_hour.n.01	1	1
cry	v	00066191-v	cry.v.02	01802494-v	00066977-v;00066025-v;00066862-v;00067274-v;00067129-v	express_emotion.v.01	tear.v.05;wail.v.02;bawl.v.03;snivel.v.03;sob.v.01	1	5
aesthetic	a	00069531-a	aesthetic.a.02					0	0
injure	v	00069879-v	injure.v.01	00064643-v	00071178-v;00106960-v;01309478-v;00090888-v;00091968-v;01137138-v;01231652-v;01608508-v;00070633-v;00071803-v;00070736-v;00090186-v;00107739-v;00091124-v;00091513-v;01492725-v;00102586-v;00070439-v	hurt.v.02	torture.v.02;run_down.v.03;skin.v.02;maim.v.01;disable.v.02;shoot.v.01;knife.v.01;graze.v.02;concuss.v.02;pull.v.08;calk.v.03;traumatize.v.01;fracture.v.06;twist.v.10;subluxate.v.01;bruise.v.01;harm.v.01;trample.v.02	1	18
mistake	n	00070965-n	mistake.n.01	00066216-n	01248075-n;00072261-n;00072691-n;00074790-n;00074324-n;00073713-n;00073828-n;01259211-n;00075618-n;00074624-n;00072808-n;00074524-n;00072473-n	nonaccomplishment.n.01	stupidity.n.02;blot.n.02;incursion.n.03;blunder.n.01;offside.n.01;distortion.n.06;slip.n.02;revoke.n.01;ballup.n.01;omission.n.01;miscalculation.n.01;oversight.n.03;confusion.n.05	1	13
confusion	n	00072473-n	confusion.n.05	00070965-n		mistake.n.01		1	0
distortion	n	00073713-n	distortion.n.06	00070965-n		mistake.n.01		1	0
omission	n	00074624-n	omission.n.01	00070965-n	00066397-n	mistake.n.01	failure.n.05	1	1
shed_blood	v	00074834-v	shed_blood.v.02	00104868-v	00062203-v	exhaust.v.05	menstruate.v.01	1	1
faux_pas	n	00076196-n	faux_pas.n.01	00074790-n		blunder.n.01		1	0
afraid	a	00077645-a	afraid.a.01					0	0
gag	v	00077698-v	gag.v.05	00065070-v		suffer.v.06		1	0
choke	v	00077950-v	choke.v.04	01387786-v		compress.v.02		1	0
freeze	v	00078138-v	freeze.v.03	00078401-v		suffer.v.08		1	0
treat	v	00078760-v	treat.v.03		00003133-v;00108909-v;00373766-v;00080304-v;00082714-v;00080929-v;00079788-v;00083809-v;00084230-v;00087290-v;00080169-v;00079629-v;00081072-v;00079470-v;00090386-v;00064487-v;00082563-v;00080705-v;00080589-v;00073813-v;00083661-v;00079951-v;00086077-v;00643197-v		hyperventilate.v.01;pack.v.13;cauterize.v.01;doctor.v.02;dress.v.14;manipulate.v.06;detox.v.01;operate_on.v.01;medicate.v.02;cup.v.03;iodize.v.02;insufflate.v.02;administer.v.04;correct.v.08;shock.v.06;massage.v.02;remedy.v.02;nurse.v.01;vet.v.03;purge.v.07;splint.v.01;irrigate.v.02;bleed.v.02;analyze.v.04	0	24
bring_around	v	00081725-v	bring_around.v.02	00082081-v	00093163-v	help.v.02	recuperate.v.03	1	1
shopping	n	00081836-n	shopping.n.01	00081572-n	00082081-n	buying.n.01	marketing.n.03	1	1
aggressive	a	00082241-a	aggressive.a.01					0	0
drug	v	00084738-v	drug.v.01	00084230-v	00088339-v;00085353-v;00021065-v;00085506-v;00085046-v	medicate.v.02	poison.v.05;overdose.v.01;anesthetize.v.01;narcotize.v.01;dope.v.03	1	5
poison	v	00088339-v	poison.v.05	00084738-v	00088532-v	drug.v.01	intoxicate.v.03	1	1
restitution	n	00089351-n	restitution.n.03	00077419-n	00089657-n	acquisition.n.01	clawback.n.01	1	1
infect	v	00089750-v	infect.v.01	02316868-v	00089973-v	give.v.01	canker.v.02	1	1
alert	a	00091311-a	alert.a.01					0	0
devolve	v	00092293-v	devolve.v.03	00203866-v	00093775-v;00076114-v;00093593-v	worsen.v.01	waste.v.10;tire.v.01;languish.v.03	1	3
auction	n	00092366-n	auction.n.02	01117541-n		sale.n.02		1	0
recuperate	v	00092690-v	recuperate.v.04	00205046-v	00093020-v;00023473-v	better.v.03	snap_back.v.01;perk_up.v.01	1	2
alive	a	00094448-a	alive.a.01					0	0
performance	n	00097504-n	performance.n.03	00037396-n	00098051-n;00097923-n;00098385-n;00548173-n	action.n.01	linguistic_performance.n.01;specific_performance.n.01;mechanism.n.02;officiation.n.02	1	4
resuscitate	v	00098083-v	resuscitate.v.01	00022099-v	00098517-v;00098346-v	bring_to.v.01	resurrect.v.01;boot.v.02	1	2
magic_trick	n	00099951-n	magic_trick.n.01	00550771-n	00552312-n;00552219-n	performance.n.02	prestidigitation.n.01;card_trick.n.01	1	2
exercise	v	00100551-v	exercise.v.03	02407987-v	00100905-v	work.v.12	warm_up.v.04	1	1
stretch	v	00101434-v	stretch.v.11	01831531-v		move.v.03		1	0
spit	v	00101956-v	spit.v.01	00006238-v		expectorate.v.02		1	0
harm	v	00102586-v	harm.v.01	00069879-v	00088209-v	injure.v.01	sicken.v.04	1	1
blush	v	00103317-v	blush.v.01	00281101-v		discolor.v.03		1	0
ambitious	a	00104051-a	ambitious.a.01					0	0
joke	v	00105554-v	joke.v.02	00010435-v	00105778-v	act.v.02	clown.v.01	1	1
angry	a	00113818-a	angry.a.01					0	0
acrimonious	s	00116744-a	acrimonious.s.01					0	0
inanimate	a	00118238-a	inanimate.a.02					0	0
anonymous	a	00120574-a	anonymous.a.01					0	0
subsequent	a	00122626-a	subsequent.a.01					0	0
shooting	n	00122661-n	shooting.n.01	00045250-n	00122954-n;00123783-n;00123143-n;00124766-n;00124536-n;00124256-n;00123234-n	propulsion.n.02	shoot.n.02;gunfire.n.01;countershot.n.01;potshot.n.01;shellfire.n.01;headshot.n.03;discharge.n.09	1	7
change	v	00123170-v	change.v.03		00303940-v;00124442-v;00122648-v;02746449-v;00304100-v;00437449-v;00436668-v;00299580-v;00533773-v;00124074-v;00123894-v;00121506-v;00436404-v		let_out.v.04;move.v.07;crackle.v.03;break.v.24;take_in.v.17;specialize.v.01;diversify.v.02;adapt.v.01;honeycomb.v.03;avianize.v.01;modulate.v.05;alternate.v.01;diversify.v.03	0	13
change	v	00126264-v	change.v.01		00536304-v;00145623-v;00160261-v;02601996-v;00201722-v;00499812-v;02533748-v;00574341-v;00527367-v;00573932-v;00386252-v;00551840-v;00554729-v;02603056-v;00381013-v;00512877-v;01246321-v;00573671-v;00136443-v;00579952-v;00554468-v;00160880-v;00469187-v;00449692-v;02257767-v;00121926-v;01275516-v;00410055-v;00580720-v;00437125-v;01339181-v;00288017-v;01462005-v;00181664-v;00558219-v;00535844-v;00444309-v;00365188-v;00579565-v;00525281-v;00523304-v;00538454-v;00534680-v;00301338-v;00122289-v;00534545-v;00205885-v;00575359-v;00586461-v;02467003-v;00578733-v;00577839-v;00405853-v;00151448-v;00573247-v;00153263-v;00380872-v;00137313-v;00542668-v;00495038-v;00326170-v;02626934-v;00452512-v;00552458-v;00120316-v;00387153-v;00135857-v;01675963-v;00409119-v;00388065-v;00393398-v;00469904-v;00412511-v;00409869-v;00547493-v;00461956-v;00581891-v;00493703-v;00559754-v;00410817-v;00433668-v;00572186-v;00458276-v;00579105-v;00558963-v;00052548-v;00431327-v;00557022-v;02579447-v;00295563-v;00559102-v;00019448-v;01493741-v;00540946-v;00563824-v;00554110-v;00417596-v;00448440-v;00566569-v;01359145-v;00556855-v;00577689-v;00547995-v;00372958-v;00412860-v;00375865-v;02535896-v;00371264-v;00578295-v;02191106-v;00312815-v;00565081-v;00224901-v;00385385-v;00569556-v;00386715-v;01584875-v;01574923-v;00511318-v;01667132-v;00565858-v;00537494-v;00148763-v;00402539-v;02753642-v;00382635-v;00553727-v;01103836-v;00338559-v;00560893-v;00552253-v;00313987-v;00400427-v;00405540-v;00125633-v;00122097-v;00411547-v;00416880-v;00410244-v;00272391-v;00323377-v;00024649-v;00526643-v;00547706-v;00551718-v;00380159-v;00556593-v;00446695-v;00417001-v;00562182-v;00253664-v;00383542-v;00113605-v;00202934-v;00448290-v;00518115-v;00218475-v;00566895-v;00568234-v;00165103-v;02626095-v;00535669-v;02324478-v;00191517-v;02138766-v;00514871-v;00574735-v;00412292-v;01438902-v;00470386-v;00534222-v;00583905-v;00420132-v;00571738-v;00960734-v;00587962-v;00258857-v;00117230-v;00573571-v;00412696-v;00420909-v;00586241-v;00135013-v;00508032-v;00401688-v;01194938-v;00192051-v;00379996-v;00493259-v;00409281-v;00311559-v;00524530-v;00500834-v;00253501-v;00545422-v;02168194-v;00271711-v;00562720-v;00439087-v;00286605-v;00370412-v;00439343-v;00582318-v;02126863-v;00544011-v;00581509-v;00400883-v;00238867-v;00190999-v;00139586-v;00249969-v;00533897-v;00406243-v;00253761-v;00103741-v;00400101-v;00505151-v;00537316-v;00532886-v;00525805-v;00552619-v;00580345-v;00536678-v;02161758-v;00114052-v;00191385-v;02196948-v;00361641-v;00559556-v;00441445-v;00120095-v;01246444-v;00308534-v;00456357-v;00536143-v;00199490-v;00532607-v;01488956-v;00566322-v;00267365-v;00308399-v;00578116-v;01284908-v;02114924-v;00142191-v;00468236-v;01246601-v;00489299-v;00587268-v;00532328-v;00134737-v;00512186-v;00276373-v;00403609-v;00156276-v;00134328-v;00549217-v;00447950-v;02519991-v;00561887-v;00149469-v;00559919-v;00208210-v;01610463-v;00521185-v;00570383-v;00524083-v;00556001-v;00479598-v;00312990-v;00387919-v;00502085-v;00202445-v;00582145-v;00410406-v;00018813-v;00475819-v;00283911-v;00243124-v;00388296-v;00522613-v;01368597-v;00308775-v;00501159-v;00933566-v;00302130-v;01801498-v;00272683-v;00190682-v;00519854-v;00249679-v;00382010-v;00568661-v;00487554-v;00066685-v;01984734-v;00543918-v;00582917-v;00555447-v;00255389-v;00498530-v;00505620-v;00384620-v;00581205-v;00313712-v;00438495-v;00374668-v;00482180-v;00393534-v;00480221-v;00537632-v;00519229-v;00399788-v;00546528-v;00538571-v;01532589-v;00553874-v;00303661-v;00270440-v;00420716-v;00532429-v;00522068-v;00220869-v;01253468-v;00523645-v;02304241-v;00562882-v;00382256-v;00575970-v;00411312-v;00537892-v;00270826-v;00567604-v;00530829-v;00580512-v;00940214-v;01207527-v;00587849-v;00547300-v;00282076-v;00273445-v;00214951-v;00411792-v;00383437-v;00534369-v;00553208-v;01098869-v;01534147-v;00520881-v;00134136-v;00222135-v;00227913-v;00479932-v;00514730-v;00440286-v;02426799-v;00135578-v;00568879-v;00382493-v;00019273-v;00293429-v;00501534-v;00352826-v;00219012-v;00575169-v;00552138-v;00190886-v;00504270-v;00405236-v;00139729-v;00573457-v;00115157-v;00547802-v;00567971-v;00523895-v;00534094-v;00583759-v;01058036-v;00161987-v;00381850-v;00399368-v;00568483-v;00544549-v;00200397-v;00500055-v;00419375-v;01801697-v;00122853-v;00336718-v;00480569-v;00584954-v;00576979-v;00296178-v;00135285-v;00620673-v;00583242-v;00298896-v;00563100-v;01823528-v;00064889-v;00580865-v		tense.v.02;round_off.v.03;assimilate.v.03;relax.v.06;edit.v.03;urbanize.v.01;democratize.v.02;depolarize.v.01;conventionalize.v.01;sensitize.v.03;islamize.v.01;dynamize.v.01;verbify.v.01;unite.v.05;convert.v.01;enable.v.01;dull.v.01;sensitize.v.04;coarsen.v.02;territorialize.v.02;sanitize.v.02;dissimilate.v.02;morph.v.01;empty.v.01;substitute.v.01;counterchange.v.01;loosen.v.06;europeanize.v.02;unsanctify.v.01;diversify.v.01;barb.v.01;hue.v.01;mix.v.05;unclutter.v.01;prostrate.v.02;sauce.v.03;liquefy.v.02;condense.v.07;solemnize.v.03;parallel.v.02;officialize.v.01;pall.v.05;romanticize.v.02;disqualify.v.01;decrepitate.v.02;proof.v.04;better.v.02;legitimate.v.03;piggyback.v.05;liberalize.v.01;recommend.v.03;opsonize.v.01;socialize.v.04;reconstruct.v.03;deaminate.v.01;increase.v.02;transpose.v.07;affect.v.01;suspend.v.05;insulate.v.01;slenderize.v.01;turn.v.16;fill.v.01;uniformize.v.01;make.v.02;invert.v.01;bring.v.05;decorate.v.01;internationalize.v.02;personalize.v.01;sharpen.v.06;neutralize.v.06;denaturalize.v.02;europeanize.v.01;devilize.v.01;louden.v.02;ventilate.v.05;devalue.v.02;outmode.v.01;frenchify.v.01;full.v.02;incandesce.v.01;clot.v.02;sentimentalize.v.02;excite.v.08;inseminate.v.02;thicken.v.01;dope.v.02;corrupt.v.01;untune.v.02;excite.v.07;affect.v.02;put.v.02;extend.v.09;digitize.v.01;denature.v.01;stiffen.v.02;invalidate.v.04;masculinize.v.02;string.v.07;make.v.18;opacify.v.01;animize.v.01;warm.v.02;denaturalize.v.01;freeze.v.04;neutralize.v.01;heat.v.01;nationalize.v.02;change_intensity.v.01;brighten.v.01;gelatinize.v.03;weaken.v.01;convert.v.05;plasticize.v.02;turn_back.v.05;deform.v.01;lower.v.04;nick.v.03;alter.v.03;recombine.v.02;unscramble.v.01;suspend.v.02;complicate.v.01;cohere.v.02;transform.v.02;denature.v.03;break_down.v.01;dissolve.v.11;shorten.v.03;volatilize.v.01;obscure.v.05;simplify.v.01;decentralize.v.01;revolutionize.v.01;vascularize.v.02;nationalize.v.01;even.v.02;bestialize.v.01;sensitize.v.01;cook.v.05;refresh.v.04;classicize.v.01;etherealize.v.01;dynamize.v.02;switch.v.04;draw.v.16;solvate.v.01;equal.v.03;make.v.45;antiquate.v.01;translate.v.02;shade.v.04;chasten.v.02;validate.v.04;charge.v.23;dry.v.01;masculinize.v.01;schematize.v.02;vitalize.v.01;flocculate.v.02;rusticate.v.05;lend.v.01;inactivate.v.02;develop.v.15;tender.v.04;intensify.v.04;naturalize.v.01;bring.v.02;commercialize.v.02;politicize.v.01;still.v.04;tighten.v.01;paganize.v.01;synchronize.v.03;cloud.v.06;damage.v.01;opalize.v.01;circularize.v.05;naturalize.v.04;detransitivize.v.01;eroticize.v.01;mythologize.v.02;mark.v.05;refine.v.06;fatten.v.01;deaden.v.06;blister.v.03;contaminate.v.02;communize.v.01;darken.v.03;achromatize.v.01;emulsify.v.01;antique.v.02;harshen.v.01;blind.v.02;destabilize.v.02;deflate.v.04;deaden.v.03;stain.v.02;cool.v.01;accelerate.v.02;vulgarise.v.02;deodorize.v.01;transform.v.01;variegate.v.01;complicate.v.02;oxidize.v.02;activate.v.04;alchemize.v.01;ripen.v.01;introvert.v.02;fix.v.12;develop.v.12;etiolate.v.03;demagnetize.v.02;clarify.v.02;scramble.v.05;glamorize.v.02;camp.v.03;symmetrize.v.01;transaminate.v.01;steepen.v.02;blur.v.02;brutalize.v.02;activate.v.03;change_taste.v.01;demist.v.01;shake.v.08;decrease.v.02;arterialize.v.01;dull.v.05;hydrogenate.v.01;saturate.v.01;shallow.v.01;remodel.v.01;exteriorize.v.02;charge.v.08;feminize.v.02;ossify.v.03;dehydrogenate.v.01;militarize.v.02;untie.v.02;desensitize.v.01;shape.v.03;normalize.v.02;sharpen.v.01;glorify.v.02;port.v.08;dizzy.v.01;alkalinize.v.02;disable.v.01;disorder.v.02;supercharge.v.02;ease_up.v.03;barbarize.v.02;clear.v.20;dissolve.v.07;right.v.01;think.v.13;sober.v.01;spice.v.01;worsen.v.02;break.v.39;ionate.v.01;rarefy.v.01;acetylate.v.02;sputter.v.02;mechanize.v.03;blur.v.05;customize.v.02;nazify.v.01;tame.v.01;vivify.v.02;americanize.v.01;awaken.v.01;purify.v.02;color.v.01;unite.v.06;depersonalize.v.01;inform.v.02;straighten.v.02;oxygenize.v.01;demulsify.v.01;tone_down.v.02;domesticate.v.02;humanize.v.01;desensitize.v.02;activate.v.02;sweeten.v.02;age.v.03;transform.v.06;constitutionalize.v.03;polarize.v.01;cry.v.07;right.v.02;muddy.v.03;supple.v.01;shift.v.05;soften.v.06;calcify.v.04;embrittle.v.01;reform.v.02;visualize.v.04;obscure.v.03;decelerate.v.02;boil.v.03;harmonize.v.06;flatten.v.03;automatize.v.01;unsex.v.02;bubble.v.04;magnetize.v.01;dinge.v.02;saponify.v.02;clean.v.01;denature.v.02;widen.v.03;acerbate.v.02;transitivize.v.01;poison.v.03;archaize.v.01;strengthen.v.01;coarsen.v.01;occidentalize.v.01;capture.v.04;inflate.v.03;transform.v.05;evaporate.v.02;civilize.v.02;vitrify.v.01;stabilize.v.01;disharmonize.v.01;decimalize.v.01;transfigure.v.01;obfuscate.v.01;touch.v.11;lifehack.v.01;demonize.v.01;discolor.v.02;habituate.v.02;wet.v.01;denationalize.v.01;ash.v.01;radicalize.v.01;immortalize.v.02;militarize.v.01;dirty.v.01;iodinate.v.01;etiolate.v.02;spike.v.05;blunt.v.04;automatize.v.02;de-emphasize.v.01;check.v.07;restore.v.05;demythologize.v.01;rationalize.v.05;transmute.v.03;cause_to_sleep.v.01;uglify.v.01;decarboxylate.v.02;end.v.02;lubricate.v.03;isomerize.v.01;rarefy.v.02;activate.v.05;fertilize.v.02;centralize.v.01;alcoholize.v.03;angulate.v.01;convert.v.02;immaterialize.v.01;sexualize.v.01;orientalize.v.01;laicize.v.01;smut.v.01;mince.v.01;commute.v.04;transform.v.07;disintegrate.v.02;patent.v.03;lift.v.10;edit.v.01;urbanize.v.02;loosen.v.01;humble.v.01;suburbanize.v.02;crack.v.11;mechanize.v.02;weaponize.v.01;industrialize.v.01;adjust.v.01;allegorize.v.02;confuse.v.05;professionalize.v.02;set.v.05;reflate.v.02;estrange.v.02;indispose.v.03;vesiculate.v.02	0	401
appropriate	a	00134701-a	appropriate.a.01					0	0
punch	n	00134780-n	punch.n.01	01173038-n	00136152-n;00135952-n;00136048-n;00135637-n;00135504-n;00135799-n	blow.n.01	sucker_punch.n.01;jab.n.02;rabbit_punch.n.01;haymaker.n.02;counterpunch.n.01;hook.n.07	1	6
inappropriate	a	00135718-a	inappropriate.a.01					0	0
due	a	00136354-a	due.a.01					0	0
affect	v	00137313-v	affect.v.01	00126264-v	00515154-v;00503164-v;02536557-v;00564300-v;00137791-v;02602685-v;00836926-v;01209135-v;00138217-v;02507736-v;02110927-v;01036319-v;00138069-v;00137940-v	change.v.01	process.v.01;stimulate.v.01;influence.v.01;hydrolize.v.01;strike_a_blow.v.01;slam-dunk.v.01;tinge.v.01;hit.v.05;redound.v.03;trouble.v.02;subject.v.01;queer.v.02;tell_on.v.02;repercuss.v.01	1	14
tie	v	00141632-v	tie.v.05	00142191-v		shape.v.03		1	0
shape	v	00142191-v	shape.v.03	00126264-v	00143204-v;00477828-v;01584450-v;01522716-v;00143338-v;00145147-v;00143704-v;00144314-v;00477382-v;00141632-v;00263471-v;00143914-v;00463778-v;00145299-v;00476744-v;00477528-v;00477247-v;00145448-v;00143065-v;00142967-v;00141362-v;00144544-v;00141914-v;00143540-v;00144446-v;00300537-v;00141749-v	change.v.01	roll.v.08;cup.v.01;turn.v.13;encircle.v.01;draw.v.35;round.v.02;crystallize.v.01;sliver.v.03;block.v.15;tie.v.05;dish.v.02;twist.v.05;flatten.v.01;scallop.v.05;deform.v.05;block.v.14;blow.v.06;square.v.01;dimension.v.02;tabulate.v.02;individuate.v.02;plume.v.05;fork.v.04;strike.v.11;ridge.v.05;fit.v.04;terrace.v.02	1	27
adjust	v	00150287-v	adjust.v.03	00109660-v	00159642-v;00314782-v;02659656-v;00393677-v;00151574-v;00151114-v;02542795-v;00456596-v	change.v.02	assimilate.v.02;focus.v.04;square.v.03;acclimatize.v.01;readapt.v.01;readjust.v.01;obey.v.01;match.v.09	1	8
eloquent	s	00150505-a	eloquent.s.01					0	0
decrease	v	00151689-v	decrease.v.01	00169651-v	00439958-v;00237259-v;00152558-v;00430494-v;00152762-v;00153061-v;00152887-v;00245059-v;00267681-v;00240571-v;00431826-v;00155046-v;00290983-v;00316494-v;00433778-v;00546873-v;00315020-v;00264705-v;00156485-v;00433933-v;00223500-v;00107604-v;00268314-v;00241689-v	change_magnitude.v.01	decelerate.v.01;boil_down.v.02;shrink.v.05;thin_out.v.02;taper.v.01;vanish.v.05;drop_off.v.01;abate.v.02;dwindle.v.01;shrink.v.04;decline.v.04;break.v.56;de-escalate.v.01;shorten.v.04;wane.v.03;decrescendo.v.01;depreciate.v.03;deflate.v.06;ease_up.v.02;wane.v.02;weaken.v.02;break.v.58;remit.v.07;shrivel.v.01	1	24
shrink	v	00152558-v	shrink.v.05	00151689-v		decrease.v.01		1	0
diagnosis	n	00152727-n	diagnosis.n.01	00152018-n	00646332-n;00153105-n;00152990-n	designation.n.03	urinalysis.n.01;medical_diagnosis.n.01;blood_typing.n.01	1	3
ashamed	a	00153898-a	ashamed.a.01					0	0
documentation	n	00154433-n	documentation.n.03	00153961-n		validation.n.01		1	0
rise	v	00155143-v	rise.v.02	00230746-v	00156139-v;00155406-v	grow.v.02	bull.v.04;soar.v.04	1	2
assertive	a	00156101-a	assertive.a.01					0	0
increase	v	00156601-v	increase.v.01	00169651-v	00246930-v;00303465-v;00157219-v;00157347-v;00555084-v;00317468-v;00158384-v;00158094-v;00182406-v;00433525-v;00227165-v;00316195-v;00157462-v;00433232-v;00158804-v;00155869-v;00230746-v;00157623-v;00432572-v;00226566-v;00546729-v	change_magnitude.v.01	pullulate.v.04;widen.v.01;spike.v.06;add_to.v.01;swell.v.01;broaden.v.04;snowball.v.01;pyramid.v.04;add.v.01;wax.v.03;intensify.v.02;appreciate.v.04;gain.v.07;wax.v.02;accumulate.v.02;accrue.v.01;grow.v.02;explode.v.10;shoot_up.v.01;intensify.v.03;crescendo.v.01	1	21
