CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_GPT_SCORE	ENGLISH_VALENCE_GPT_SCORE	ENGLISH_AROUSAL_GPT_SCORE	LINE_IN_SOURCE
782	DEFEAT	defeat	2	3	6	29263
783	VICTORY	victory	2	9	7	121428
784	SNOW	snow	5	7	2	104087
785	STRONG	strong	1	7	5	108382
787	SAIL	sail	4	7	2	97343
788	SOAP	soap	5	5	1	104212
789	PEOPLE	people	4	5	2	82794
79	WASTE	waste	3	2	2	122765
790	READY	ready	2	6	5	91685
791	STRANGER	stranger	3	5	5	108038
792	BOIL (OF LIQUID)	boiling	4	5	7	12276
794	PEN	pen	5	5	1	82584
795	TROUT	trout	5	5	1	116265
796	NIPPLE	nipple	5	5	5	76190
797	TESTICLES	testicle	5	5	5	112635
798	JAW	jaw	5	5	3	61584
799	WRIST	wrist	5	5	1	125496
8	CURSE	curse	2	2	7	27543
80	DOORPOST	doorpost	5	5	1	34167
801	RIB	rib	5	5	2	95388
803	ANKLE	ankle	5	5	1	4059
804	WOMB	womb	5	5	3	124923
805	SPINE	spine	5	5	3	105742
806	BLANKET	blanket	5	5	1	11407
807	SKILLED	skilled	2	8	3	102797
808	DRIP (FALL IN GLOBULES)	drip	3	6	3	34942
809	TROUSERS	trousers	5	5	1	116262
81	FATHOM	fathom	1	5	2	41742
810	LOCUST	locust	5	3	5	67032
811	SOUL	soul	1	7	3	104974
812	SLAVE	slave	4	1	8	103102
813	DO	do	1	5	1	33695
815	GOVERNMENT	government	2	5	3	49362
816	HALF	half	3	5	1	51310
817	THEY	they	1	5	1	113065
818	WILLOW	willow	5	6	1	124322
819	STOMACH	stomach	5	5	2	107748
82	ANGER	anger	1	2	7	3905
820	LAMB	lamb	5	6	1	64222
821	POPLAR	poplar	5	5	1	86327
823	SORCERER	sorcerer	3	5	6	104877
824	WITCH	witch	4	5	6	124730
825	AWAKE	awaken	2	7	5	7419
827	ROLL	roll	3	5	3	96133
828	RACCOON	raccoon	5	5	3	90713
829	RAFTER	rafter	4	5	2	90930
83	FORBID	forbid	1	3	5	44700
830	SOOT	soot	5	3	2	104809
831	BASE	base	3	5	1	8792
832	BEAN	bean	5	5	1	9236
833	ENDURE	endure	1	5	5	37809
834	BUTTOCKS	buttocks	5	5	3	15212
835	CHAPTER	chapter	3	5	1	18472
836	SCREWDRIVER	screwdriver	5	5	2	99022
837	BLUE	blue	3	5	1	11881
838	REMAINS	remains	3	5	1	93577
84	JUST	just	1	5	1	62500
840	CORMORANT	cormorant	5	5	1	24956
842	LIQUOR	liquor	5	5	5	66588
843	SPIDER	spider	5	4	6	105664
844	KIND (THING)	sort	2	5	1	104919
845	MURDER	murder	2	1	9	74392
846	TIGER	tiger	5	7	7	113680
847	THIRSTY	thirsty	3	5	5	113181
848	THIRST	thirst	3	5	5	113173
849	SPRING (OF WATER)	fountain	5	6	1	45302
850	SQUARE	square	3	5	1	106366
851	STABLE	stall	3	5	1	106695
852	PRIEST	priest	4	6	3	88012
853	ALTAR	altar	4	5	2	3039
854	KETTLE	kettle	5	5	1	62975
855	SEIZE	seize	1	5	6	99787
857	STONE	stone	5	5	1	107770
858	STORM	storm	5	4	7	107895
859	STOVE	stove	5	5	2	107937
860	CAUSE	cause	1	5	3	17600
861	JUDGE	judge	3	5	5	62275
862	SUGAR	sugar	5	5	3	109274
863	EDGE	edge	3	5	5	36182
864	PUMPKIN	pumpkin	5	7	2	89656
865	FAME	fame	1	6	6	41381
866	WIN	win	1	9	7	124357
867	GLOVE	glove	5	5	1	48666
868	BANANA	banana	5	7	1	8237
869	BLADE	blade	5	5	7	11345
87	SQUINT-EYED	squint-eyed	4	3	3	106482
870	BREATH	breath	3	5	1	13618
871	RATTLESNAKE	rattlesnake	5	3	7	91489
873	TAX	tax	3	3	3	111763
874	CANDY	candy	5	8	3	16125
875	SHOEMAKER	shoemaker	4	5	2	101468
876	ARCH	arch	3	5	2	5402
877	MASON	mason	4	5	1	69667
878	HELL	hell	2	1	8	52920
879	COUGH	cough	5	3	3	25456
88	BEEHIVE	beehive	5	5	5	9559
880	REPEAT	repeat	1	5	2	93962
881	TAILOR	tailor	3	5	1	111139
882	PARROT	parrot	5	6	2	81527
883	TERMITE	termite	5	3	3	112507
884	SHARE	share	2	7	1	100940
885	OPPOSITE	opposite	1	5	1	78681
886	PARAKEET	parakeet	5	7	2	81225
887	BITTER	bitter	3	3	5	11167
888	POISONOUS	poisonous	3	2	7	85768
889	FLAME	flame	4	5	6	43415
890	MULE	mule	5	5	2	74121
891	TIDE	tide	4	5	2	113621
892	TIME	time	1	5	1	113780
893	TIN (METAL)	tin	5	5	1	113859
894	TOAD	toad	5	5	1	114103
895	TORTOISE	tortoise	5	5	1	114670
896	ANACONDA (WATER BOA)	anaconda	5	5	6	3593
897	SWALLOW	swallow	3	5	3	110255
898	TRADE	trade	2	5	1	115025
899	PRESIDENT	president	3	5	5	87765
9	ANNOUNCE	announce	1	5	3	4125
90	INNOCENT	innocent	1	8	2	59064
900	TRAIN	train	3	5	1	115125
901	ADOBE	adobe	5	6	1	1402
902	ADULTERY	adultery	2	1	7	1501
903	ASPEN	aspen	5	6	1	6161
904	BERRY	berry	5	7	1	10181
905	BORING	boring	2	3	1	12804
906	TREE	tree	5	7	1	115689
908	DRUM	drum	5	5	5	35125
909	GARBAGE	garbage	5	2	3	47064
91	INSOLENT	insolent	1	3	5	59341
910	DEATH	death	3	1	9	28611
911	TEMPLE	temple	4	7	2	112246
912	COYOTE	coyote	5	5	3	26004
913	CROW	crow	5	5	3	26902
914	SCULPTOR	sculptor	4	7	3	99207
915	SINK (BASIN)	washbasin	5	5	1	122702
916	LINEN	linen	4	6	1	66401
917	ORNAMENT	ornament	4	6	1	79021
919	CHILI PEPPER	chili	5	6	3	19188
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	3	5	3	105967
920	GRAPE	grape	5	5	1	49652
921	VALLEY	valley	5	6	1	120553
922	PEAR	pear	5	6	1	82271
923	LOVE	love	1	9	9	67554
924	VEGETABLES	vegetable	5	6	1	120848
925	CASSAVA	manioc	5	5	1	69054
926	RICE	rice	5	5	1	95425
928	EMBRACE	hug	4	8	3	55198
930	VILLAGE	village	5	6	1	121542
931	MILLET	millet	5	5	1	71731
932	BARLEY	barley	5	5	1	8629
933	WALL (OF HOUSE)	wall	5	5	1	122426
934	BUFFALO	buffalo	5	5	2	14461
935	WAR	war	2	1	9	122543
936	STALLION	stallion	5	7	6	106705
937	BIRD	bird	5	7	1	11000
938	MARE	mare	5	5	3	69323
94	GRADUALLY	by-and-by	1	5	2	15279
940	STRAIN	strain	2	3	6	108006
941	MEAD	mead	5	6	1	70126
942	HONEY	honey	5	7	1	54471
943	WATERFALL	waterfall	5	8	3	122858
944	SALMON	salmon	5	6	1	97492
945	SPEAR	spear	5	5	6	105387
946	BLOOD	blood	5	3	7	11708
947	STREAM	stream	4	6	1	108146
948	WATER	water	5	5	1	122820
950	SEAGULL	seagull	5	5	2	99303
951	WEAPONS	weapon	4	2	8	123083
952	WEATHER	weather	3	5	1	123120
953	RAPE	rape	1	1	9	91285
954	WELL	well	3	5	1	123385
955	GREASY	greasy	4	3	3	49877
956	FLEE	flee	3	3	8	43657
957	WHALE	whale	5	5	2	123582
958	WILD ANIMAL	beast	4	5	7	9306
96	CRAWL	crawl	3	5	3	26258
960	WIND	wind	4	5	1	124373
961	PEBBLES	pebbles	5	5	1	82316
962	WOMAN	woman	5	6	3	124904
963	BOOK	book	5	7	1	12576
964	WOOL	wool	5	5	1	125088
965	WORLD	world	3	5	1	125269
966	BRAKE	brake	5	5	2	13330
967	YEAST	yeast	5	5	1	125816
968	ACORN	acorn	5	5	1	889
969	CIGARETTE	cigarette	5	3	5	19926
97	THROUGH	through	1	5	1	113401
970	COCONUT	coconut	5	7	1	21401
971	MUST	must	1	5	3	74561
972	BE ABLE	can	3	5	1	16031
973	NOODLE	noodles	5	7	1	76870
974	TOBACCO	tobacco	5	3	5	114134
975	SPINACH	spinach	5	6	1	105720
976	WEAR	wear	3	5	1	123088
977	ARROW	arrow	5	5	5	5850
978	WAVE	wave	3	6	2	122975
979	FARMER	farmer	4	6	1	41563
98	ALL	all	1	5	1	2732
980	HEEL	heel	5	5	2	52780
981	ELBOW	elbow	5	5	1	36626
983	CONVICT	convict	3	2	6	24532
984	WORK (LABOUR)	work	2	5	5	125164
985	VINEGAR	vinegar	5	5	2	121592
986	TOMATO	tomato	5	5	1	114308
987	REMAIN	remain	1	5	1	93570
988	ACQUIT	acquit	1	5	5	930
989	CLEAR	clear	1	7	1	20550
99	HUNCHBACK	hunchback	4	3	5	55384
990	CREEK (TIDAL)	creek	5	6	1	26400
991	FRY	fry	4	5	5	46203
992	CLIFF	cliff	5	5	5	20690
994	BOW	bow	3	5	3	13057
995	QUIVER (FOR ARROWS)	quiver	3	5	6	90624
996	DEAF	deaf	3	5	3	28567
998	PUT	put	1	5	1	89995
999	JOINT	joint	3	5	3	62066
