Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;"""I don't know"" Response Percentage";Idiosyncratic Response Percentage;Familiarity
Korean;235;78;0,969091756;바늘;72,72727273;1,282051282;0;74,12
Korean;236;78;0;기린;100;0;1,282051282;75,36
Korean;238;78;0;퍼즐;100;0;0;74,44
Korean;239;78;2,390089784;여자;37,68115942;1,282051282;10,25641026;69,46
Korean;240;78;2,449651353;성;36,84210526;10,25641026;16,66666667;44,22
Korean;241;78;0,480433457;눈;91,89189189;0;5,128205128;80,31
Korean;242;78;2,149473541;집배원;28,57142857;3,846153846;15,38461538;60,03
Korean;244;78;0,303374836;전구;94,59459459;0;5,128205128;77,41
Korean;245;78;0,294615206;뿌리;94,80519481;0;1,282051282;70,50
Korean;246;78;1,007012632;치과;70,12987013;0;1,282051282;74,21
Korean;247;78;0,172036949;뇌;97,43589744;0;0;76,73
Korean;248;78;0,974529262;수레;83,09859155;6,41025641;2,564102564;57,54
Korean;249;78;0,187176257;감자;97,14285714;7,692307692;2,564102564;76,69
Korean;252;78;0,725576297;도마뱀;84,41558442;0;1,282051282;62,81
Korean;253;78;1,511902962;합창단;59,72222222;1,282051282;6,41025641;66,45
Korean;254;78;1,75963059;정육점;70;0;10,25641026;65,29
Korean;255;78;0;삽;100;0;2,564102564;70,27
Korean;258;78;0,847723174;바게트;82,05128205;0;0;78,23
Korean;260;78;0,962614706;무인도;61,33333333;0;3,846153846;60,22
Korean;261;78;0,656345097;가로등;89,18918919;0;5,128205128;72,79
Korean;264;78;1,62305209;손바닥;48,68421053;0;2,564102564;79,60
Korean;265;78;0,8420741;해적;81,94444444;2,564102564;5,128205128;62,09
Korean;266;78;2,551610279;하이힐;22,66666667;0;3,846153846;67,22
Korean;267;78;0,638494237;매듭;89,70588235;3,846153846;8,974358974;64,09
Korean;268;78;0,350103828;침대;94,73684211;0;2,564102564;83,87
Korean;269;78;0,951418746;카멜레온;78,66666667;0;3,846153846;61,06
Korean;270;78;0;화살표;100;0;1,282051282;76,99
Korean;271;78;0;토끼;100;0;0;74,62
Korean;273;78;0,40217919;버스;92;0;3,846153846;76,67
Korean;275;78;0,447499255;망토;90,66666667;0;3,846153846;63,58
Korean;277;78;0,914182838;가발;83,33333333;0;7,692307692;63,79
Korean;278;78;1,26680907;북;54,66666667;0;3,846153846;65,04
Korean;281;78;0;석류;100;2,564102564;2,564102564;70,78
Korean;282;78;0;코뿔소;100;0;0;65,40
Korean;283;78;0;리무진;100;0;3,846153846;66,69
Korean;285;78;0;당근;100;0;1,282051282;79,14
Korean;286;78;0,175565026;터널;97,36842105;1,282051282;1,282051282;76,29
Korean;288;78;1,387038894;숲;74,24242424;3,846153846;11,53846154;69,73
Korean;289;78;1,582029889;손톱;63,76811594;3,846153846;7,692307692;73,05
Korean;290;78;0,175565026;새장;97,36842105;0;2,564102564;62,56
Korean;291;78;1,716742481;방아쇠;65,71428571;2,564102564;7,692307692;63,60
Korean;292;78;0,35742889;나침반;94,59459459;2,564102564;2,564102564;60,82
Korean;293;78;0,798437695;공룡;83,33333333;0;0;61,35
Korean;294;78;2,259370988;배관공;42,10526316;8,974358974;17,94871795;52,22
Korean;295;78;0,576315347;깃발;89,33333333;0;3,846153846;63,64
Korean;297;78;0,173781323;비행기;97,4025974;0;1,282051282;82,31
Korean;299;78;0,173781323;타조;97,4025974;0;1,282051282;63,87
Korean;301;78;1,200692882;검;53,52112676;0;8,974358974;58,62
Korean;303;78;2,10815662;마임;36,76470588;5,128205128;7,692307692;54,47
Korean;307;78;0,734876075;날개;87,5;0;7,692307692;68,85
Korean;308;78;0;주사위;100;0;1,282051282;75,31
Korean;309;78;0,177389453;아이스크림;97,33333333;0;3,846153846;82,86
Korean;310;78;1,290787458;편지;68;0;3,846153846;78,81
Korean;311;78;0,534202842;면도기;90,78947368;0;2,564102564;75,56
Korean;312;78;0,309543429;꽃;94,44444444;2,564102564;5,128205128;67,62
Korean;313;78;2,22151501;이발사;38,88888889;3,846153846;3,846153846;71,71
Korean;314;78;0,263777437;향수;95,52238806;2,564102564;11,53846154;68,74
Korean;315;78;1,632082806;UFO;46,75324675;0;1,282051282;61,65
Korean;317;78;0;군인;100;0;1,282051282;78,91
Korean;318;78;1,790379505;나뭇잎;55,2238806;2,564102564;11,53846154;70,03
Korean;319;78;0,819625407;젖소;82,66666667;0;3,846153846;73,10
Korean;320;78;1,359342079;성당;46,57534247;0;6,41025641;67,27
Korean;323;78;0,994030211;올빼미;54,54545455;0;1,282051282;64,01
Korean;324;78;1,760284829;금붕어;51,94805195;1,282051282;0;67,77
Korean;326;78;0,235193382;토마토;96,15384615;0;0;84,42
Korean;327;78;0;헬멧;100;2,564102564;3,846153846;70,01
Korean;330;78;0,60509991;악어;90,4109589;0;6,41025641;62,15
Korean;331;78;1,099801452;브래지어;70,66666667;1,282051282;2,564102564;77,71
Korean;335;78;0,77239475;버터;82,85714286;6,41025641;3,846153846;69,15
Korean;336;78;0;자;100;0;1,282051282;77,96
Korean;337;78;1,828681103;괴물;52,83018868;20,51282051;11,53846154;34,60
Korean;338;78;1,132638691;선물;55,84415584;0;1,282051282;78,56
Korean;340;78;0;거울;100;1,282051282;1,282051282;80,17
Korean;341;78;0,435875297;오리발;92,95774648;6,41025641;2,564102564;52,23
Korean;342;78;1,441335078;밤;63,07692308;2,564102564;14,1025641;73,24
Korean;343;78;1,966007109;병;56,75675676;0;5,128205128;69,92
Korean;346;78;0,980321397;그물;77,14285714;2,564102564;7,692307692;59,23
Korean;348;78;0,89049164;파프리카;69,23076923;0;0;76,06
Korean;349;78;0;자물쇠;100;0;3,846153846;74,29
Korean;350;78;0,297472249;성경책;94,73684211;1,282051282;1,282051282;67,86
Korean;351;78;0,650022422;나비;83,33333333;0;0;69,74
Korean;353;78;1,9949487;티셔츠;57,53424658;0;6,41025641;83,96
Korean;354;78;0;염소;100;0;3,846153846;68,69
Korean;357;78;0,804262114;기타;85,52631579;0;2,564102564;80,45
Korean;358;78;1,425338541;자동차;63,15789474;0;2,564102564;82,78
Korean;359;78;1,447235646;칼;64,93506494;0;1,282051282;75,14
Korean;361;78;0,237508144;돌고래;96,1038961;0;1,282051282;76,28
Korean;362;78;0,590723919;수영장;89,47368421;1,282051282;1,282051282;78,97
Korean;363;78;0;선풍기;100;1,282051282;0;82,94
Korean;365;78;0;고슴도치;100;0;0;69,44
Korean;367;78;1,784227783;창;58,46153846;7,692307692;8,974358974;55,82
Korean;368;78;0;부채;100;0;0;75,09
Korean;369;78;0,291818257;냄비;94,87179487;0;0;83,62
Korean;370;78;0,991634691;전갈;76,31578947;1,282051282;1,282051282;60,74
Korean;373;78;2,269193354;콜리플라워;38,33333333;16,66666667;6,41025641;54,31
Korean;376;78;1,352852261;조각가;72,22222222;2,564102564;5,128205128;59,21
Korean;378;78;1,296597018;가재;55,40540541;1,282051282;3,846153846;68,53
Korean;379;78;0,173781323;얼룩말;97,4025974;0;1,282051282;67,47
Korean;380;78;0,477406643;고릴라;92,10526316;1,282051282;1,282051282;67,91
Korean;381;78;0;딸기;100;0;0;86,41
Korean;383;78;0,18512476;동전;97,18309859;1,282051282;7,692307692;72,99
Korean;386;78;0,173781323;폭탄;97,4025974;0;1,282051282;65,97
Korean;387;78;0,624274101;스테이플러;84,41558442;0;1,282051282;77,50
Korean;388;78;1,732231533;가방;62,5;0;7,692307692;70,74
Korean;390;78;1,115047341;눈;80;1,282051282;2,564102564;78,14
Korean;391;78;1,558792959;쇠사슬;57,53424658;2,564102564;3,846153846;61,96
Korean;392;78;0,84352885;주전자;84,93150685;1,282051282;5,128205128;69,26
Korean;397;78;1,858043055;양파;50,84745763;12,82051282;11,53846154;57,95
Korean;398;78;1,030422764;핸들;68,42105263;0;2,564102564;73,65
Korean;399;78;0,979339926;발레리나;58,44155844;0;1,282051282;70,72
Korean;400;78;1,591387605;청둥오리;52,7027027;3,846153846;1,282051282;66,95
Korean;404;78;0,715719895;잠자리;87,67123288;3,846153846;2,564102564;65,87
Korean;405;78;0,642342154;닻;88,13559322;8,974358974;15,38461538;50,78
Korean;407;78;1,550790615;산;71,62162162;0;5,128205128;72,71
Korean;408;78;1,575115414;손가락;37,83783784;0;5,128205128;80,38
Korean;409;78;1,694375053;코르크;51,02040816;24,35897436;12,82051282;47,37
Korean;410;78;2,207914885;피스타치오;48,97959184;26,92307692;10,25641026;47,60
Korean;411;78;0;주먹;100;0;0;78,76
Korean;412;78;0;공장;100;2,564102564;2,564102564;67,99
Korean;413;78;2,027872849;타투;43,83561644;1,282051282;5,128205128;68,86
Korean;414;78;2,309701622;램프;36,23188406;1,282051282;10,25641026;69,12
Korean;416;78;0,244765082;양말;95,94594595;0;5,128205128;76,12
Korean;418;78;0,838007851;커튼;73,23943662;0;8,974358974;70,85
Korean;420;78;1,156091989;왕좌;61,42857143;2,564102564;7,692307692;55,51
Korean;422;78;0,350103828;도끼;94,73684211;0;2,564102564;63,71
Korean;423;78;1,516702874;계란;57,89473684;0;2,564102564;83,36
Korean;425;78;1,889025574;백파이프;40;45,45454545;22,07792208;19,58
Korean;426;78;0,570858458;빗;89,47368421;0;2,564102564;74,92
Korean;428;78;0,879697578;게;70,12987013;0;1,282051282;77,01
Korean;430;78;1,986359707;새;47,88732394;3,846153846;5,128205128;62,46
Korean;431;78;1,14102438;장갑;53,94736842;0;2,564102564;74,59
Korean;433;78;1,652411424;종;46,57534247;0;6,41025641;68,88
Korean;437;78;0,765363613;대포;86,95652174;3,846153846;7,692307692;57,45
Korean;438;78;1,335747194;엄지;59,74025974;0;1,282051282;84,46
Korean;439;78;0,689509265;화산;86,84210526;0;2,564102564;64,62
Korean;441;78;0,775259305;소세지;87,87878788;6,41025641;8,974358974;61,85
Korean;442;78;0;파인애플;100;0;0;79,54
Korean;446;78;0,237508144;돼지;96,1038961;0;1,282051282;80,51
Korean;447;78;0,343100308;별;94,87179487;0;0;81,83
Korean;448;78;2,350215579;병;46,37681159;3,846153846;7,692307692;67,12
Korean;449;78;0,856922189;벤치;78,94736842;0;2,564102564;79,32
Korean;451;78;0,187176257;왕;97,14285714;1,282051282;8,974358974;66,14
Korean;452;78;0,999878332;시계;50,64935065;0;1,282051282;79,49
Korean;453;78;0;가위;100;0;2,564102564;83,01
Korean;454;78;0,524805135;닭;88,15789474;0;2,564102564;77,88
Korean;455;78;0,949452015;발바닥;63,15789474;0;2,564102564;81,58
Korean;456;78;3,598471084;주스;24,13793103;12,82051282;12,82051282;51,79
Korean;457;78;1,305170994;피라미드;76,19047619;3,846153846;15,38461538;55,60
Korean;458;78;1,18754475;장롱;55,40540541;0;5,128205128;75,62
Korean;461;78;0,772155144;권총;77,33333333;1,282051282;2,564102564;71,44
Korean;462;78;0,244765082;파리;95,94594595;1,282051282;3,846153846;69,32
Korean;463;78;1,351227481;직사각형;66,66666667;1,282051282;6,41025641;75,67
Korean;464;78;0,994274842;지우개;81,08108108;37,17948718;15,38461538;41,01
Korean;465;78;1,99461034;칼;48,61111111;1,282051282;6,41025641;62,59
Korean;466;78;0,353724751;판사;94,66666667;1,282051282;2,564102564;66,91
Korean;467;78;1,083836165;집게;70,42253521;3,846153846;5,128205128;67,88
Korean;472;78;1,564468484;정사각형;38,57142857;1,282051282;8,974358974;76,92
Korean;473;78;0,239873825;팔;96,05263158;1,282051282;1,282051282;82,64
Korean;476;78;0;앞치마;100;0;2,564102564;75,05
Korean;477;78;0;아보카도;100;2,564102564;6,41025641;69,58
Korean;478;78;0;세면대;100;0;6,41025641;79,15
Korean;479;78;0;캥거루;100;1,282051282;1,282051282;69,88
Korean;480;78;0,346563258;장미;94,80519481;0;1,282051282;78,74
Korean;482;78;1,378056253;배;54,79452055;0;6,41025641;61,90
Korean;484;78;0,586918583;다람쥐;85,8974359;0;0;72,21
Korean;487;78;0,177389453;바구니;97,33333333;0;3,846153846;70,27
Korean;488;78;0,999525689;태양;51,28205128;0;0;83,96
Korean;489;78;0;피자;100;1,282051282;1,282051282;83,42
Korean;491;78;2,06561549;카펫;51,51515152;2,564102564;12,82051282;63,54
Korean;493;78;0,918973722;스컹크;80;3,846153846;6,41025641;51,91
Korean;494;78;0,784519139;콧수염;76,62337662;1,282051282;0;64,47
Korean;496;78;0,80609147;원;75,32467532;0;1,282051282;79,08
Korean;497;78;0;관;100;0;2,564102564;63,13
Korean;499;78;2,358912314;아이;30,43478261;1,282051282;10,25641026;69,08
Korean;500;78;0;계단;100;1,282051282;1,282051282;78,74
Korean;501;78;0;방패;100;2,564102564;0;59,72
Korean;502;78;1,286674618;양치기;74,07407407;8,974358974;21,79487179;51,15
Korean;503;78;0,660107099;혀;82,89473684;0;2,564102564;79,10
Korean;505;78;0;책;100;0;3,846153846;82,35
Korean;506;78;1,271939291;번개;75,64102564;0;0;74,56
Korean;507;78;0,239873825;아기;96,05263158;0;2,564102564;76,78
Korean;508;78;1,419676923;상자;51,31578947;0;2,564102564;81,22
Korean;509;78;0,177389453;전화기;97,33333333;0;3,846153846;76,81
Korean;510;78;0,742492771;얼굴;87,32394366;1,282051282;7,692307692;78,67
Korean;513;78;0;입술;100;0;2,564102564;82,50
Korean;514;78;0,413888922;잠수함;93,42105263;0;2,564102564;61,26
Korean;516;78;0;계산기;100;1,282051282;1,282051282;76,87
Korean;517;78;0,957156795;밧줄;83,78378378;3,846153846;1,282051282;61,55
Korean;521;78;0;여우;100;0;3,846153846;67,49
Korean;522;78;1,290148878;집;74,32432432;1,282051282;3,846153846;73,95
Korean;524;78;1,910202157;인디언;63,38028169;1,282051282;7,692307692;60,46
Korean;528;78;0,422384784;백조;93,24324324;1,282051282;3,846153846;68,92
Korean;529;78;2,194176638;바다표범;41,42857143;3,846153846;6,41025641;60,08
Korean;530;78;0,183122068;울타리;97,22222222;1,282051282;6,41025641;66,64
Korean;531;78;0,524805135;거북이;88,15789474;0;2,564102564;68,55
Korean;532;78;1,199229637;삐에로;50;0;2,564102564;62,41
Korean;533;78;0,237508144;상어;96,1038961;0;1,282051282;69,21
Korean;535;78;1,064347562;트럭;76;0;3,846153846;68,40
Korean;536;78;1,003903836;나뭇가지;77,33333333;0;3,846153846;75,63
Korean;537;78;0,175565026;지문;97,36842105;1,282051282;1,282051282;80,73
Korean;539;78;1,487012432;우주비행사;50;1,282051282;3,846153846;65,81
Korean;540;78;0,24729444;등대;95,89041096;2,564102564;3,846153846;64,29
Korean;541;78;0,78836997;구두;83,78378378;2,564102564;2,564102564;75,29
Korean;544;78;0,475642857;의사;92;1,282051282;2,564102564;75,32
Korean;545;78;1,107244299;팬티;79,22077922;0;1,282051282;77,59
Korean;546;78;0;문;100;0;1,282051282;81,18
Korean;547;78;0;박쥐;100;1,282051282;0;65,06
Korean;549;78;0,353724751;뱀;94,66666667;0;3,846153846;64,41
Korean;551;78;0,175565026;호박;97,36842105;0;2,564102564;73,78
Korean;552;78;0;사과;100;0;0;86,19
Korean;554;78;2,410590034;꼭두각시;42,42424242;8,974358974;6,41025641;50,27
Korean;555;78;2,835610129;티타임;34,42622951;5,128205128;16,66666667;64,19
Korean;557;78;0,826281981;늑대;82,60869565;6,41025641;5,128205128;61,92
Korean;558;78;0;라이터;100;5,128205128;2,564102564;66,71
Korean;559;78;0;오이;100;1,282051282;0;78,68
Korean;560;78;0;수박;100;0;1,282051282;83,19
Korean;561;78;0,418089375;애벌레;93,33333333;0;3,846153846;58,71
Korean;562;78;1,293592413;토스트기;64,47368421;0;2,564102564;75,62
Korean;563;78;0,927526588;독수리;65,71428571;3,846153846;6,41025641;61,32
Korean;564;78;0,815976997;숟가락;83,33333333;0;0;83,62
Korean;565;78;0,398459274;종;92,10526316;0;2,564102564;71,17
Korean;566;78;0,175565026;바이올린;97,36842105;0;2,564102564;73,22
Korean;568;78;0,852988697;성;84,28571429;3,846153846;6,41025641;58,71
Korean;569;78;1,591850872;치아;67,56756757;1,282051282;3,846153846;72,92
Korean;570;78;2,689212535;소;29,41176471;7,692307692;5,128205128;55,15
Korean;571;78;0,787522864;자석;85,71428571;0;10,25641026;62,97
Korean;572;78;2,408803977;저글링;50;3,846153846;11,53846154;57,38
Korean;573;78;0;가지;100;0;0;72,46
Korean;575;78;0,350103828;부리;94,73684211;1,282051282;1,282051282;62,01
Korean;576;78;0,353724751;장갑;94,66666667;0;3,846153846;74,26
Korean;577;78;0,89301081;빙하;69,01408451;3,846153846;5,128205128;63,95
Korean;578;78;0,721254132;눈썹;84,72222222;0;7,692307692;79,36
Korean;579;78;0;코끼리;100;0;0;75,41
Korean;581;78;1,126052495;아스파라거스;81,25;7,692307692;10,25641026;57,44
Korean;582;78;1,07571775;실험실;78,78787879;3,846153846;11,53846154;58,44
Korean;584;78;0,961139492;두꺼비;78,66666667;0;3,846153846;59,49
Korean;585;78;0,177389453;개미;97,33333333;2,564102564;1,282051282;69,05
Korean;586;78;0;다리미;100;0;1,282051282;75,10
Korean;587;78;0;옥수수;100;0;0;79,44
